year,modified_currency,rate_to_pounds,source,notes
1823,austria-hungary guilder,10.02,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1824,austria-hungary guilder,9.52,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1825,austria-hungary guilder,9.46,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1826,austria-hungary guilder,10.42,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1827,austria-hungary guilder,9.64,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1828,austria-hungary guilder,9.51,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1829,austria-hungary guilder,9.54,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1830,austria-hungary guilder,9.98,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1831,austria-hungary guilder,9.49,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1832,austria-hungary guilder,9.72,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1833,austria-hungary guilder,9.55,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1834,austria-hungary guilder,9.46,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1835,austria-hungary guilder,9.59,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1836,austria-hungary guilder,9.57,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1837,austria-hungary guilder,9.88,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1838,austria-hungary guilder,9.82,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1839,austria-hungary guilder,9.49,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1840,austria-hungary guilder,9.48,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1841,austria-hungary guilder,9.4,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1842,austria-hungary guilder,9.43,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1843,austria-hungary guilder,9.49,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1844,austria-hungary guilder,9.42,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1845,austria-hungary guilder,9.49,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1846,austria-hungary guilder,9.6,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1847,austria-hungary guilder,9.62,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1848,austria-hungary guilder,10.91,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1849,austria-hungary guilder,11.31,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1850,austria-hungary guilder,11.55,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1851,austria-hungary guilder,12.26,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1852,austria-hungary guilder,11.76,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1853,austria-hungary guilder,10.63,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1854,austria-hungary guilder,12.27,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1855,austria-hungary guilder,11.67,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1856,austria-hungary guilder,10.25,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1857,austria-hungary guilder,10.24,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1858,austria-hungary guilder,10.887,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Konventionskurant.
1859,austria-hungary guilder,12.06,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Österreichische Währung.
1860,austria-hungary guilder,13.08,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Österreichische Währung.
1861,austria-hungary guilder,14.22,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Österreichische Währung.
1862,austria-hungary guilder,13.03,"Currency_Denzel (2010), 262-265.",Vienna on London. In Guilders Österreichische Währung.
1863,austria-hungary guilder,11.3479,SEEMES_93,
1864,austria-hungary guilder,11.5975,SEEMES_93,
1865,austria-hungary guilder,10.8946,SEEMES_93,
1866,austria-hungary guilder,12.0529,SEEMES_93,
1867,austria-hungary guilder,12.6016,SEEMES_93,
1868,austria-hungary guilder,11.6388,SEEMES_93,
1869,austria-hungary guilder,12.3758,SEEMES_93,
1870,austria-hungary guilder,12.4013,SEEMES_93,
1871,austria-hungary guilder,12.1271,SEEMES_93,
1872,austria-hungary guilder,11.0404,SEEMES_93,
1873,austria-hungary guilder,11.0896,SEEMES_93,
1874,austria-hungary guilder,11.0908,SEEMES_93,
1875,austria-hungary guilder,11.1788,SEEMES_93,
1876,austria-hungary guilder,12.1327,SEEMES_93,
1877,austria-hungary guilder,12.2171,SEEMES_93,
1878,austria-hungary guilder,11.7858,SEEMES_93,
1879,austria-hungary guilder,11.6613,SEEMES_93,
1880,austria-hungary guilder,11.7792,SEEMES_93,
1881,austria-hungary guilder,11.7842,SEEMES_93,
1882,austria-hungary guilder,11.96,SEEMES_93,
1883,austria-hungary guilder,11.9908,SEEMES_93,
1884,austria-hungary guilder,12.1988,SEEMES_93,
1885,austria-hungary guilder,12.4921,SEEMES_93,
1886,austria-hungary guilder,12.5963,SEEMES_93,
1887,austria-hungary guilder,12.6542,SEEMES_93,
1888,austria-hungary guilder,12.4225,SEEMES_93,
1889,austria-hungary guilder,11.955,SEEMES_93,
1890,austria-hungary guilder,11.6058,SEEMES_93,
1891,austria-hungary guilder,11.68,SEEMES_93,
1892,austria-hungary guilder,11.9317,SEEMES_93,
1893,austria-hungary guilder,12.3817,SEEMES_93,
1894,austria-hungary guilder,12.4738,SEEMES_93,
1895,austria-hungary guilder,12.1729,SEEMES_93,
1896,austria-hungary guilder,12.0083,SEEMES_93,
1897,austria-hungary guilder,11.9667,SEEMES_93,
1898,austria-hungary guilder,12.0271,SEEMES_93,
1899,austria-hungary guilder,12.0475,SEEMES_93,
1900,austria-hungary guilder,12.08875,SEEMES_93,1 guilder/florin = 2 crowns
1901,austria-hungary guilder,11.9802,SEEMES_93,1 guilder/florin = 2 crowns
1902,austria-hungary guilder,11.98195,SEEMES_93,1 guilder/florin = 2 crowns
1903,austria-hungary guilder,11.96645,SEEMES_93,1 guilder/florin = 2 crowns
1904,austria-hungary guilder,11.97085,SEEMES_93,1 guilder/florin = 2 crowns
1905,austria-hungary guilder,12.0027,SEEMES_93,1 guilder/florin = 2 crowns
1906,austria-hungary guilder,12.0198,SEEMES_93,1 guilder/florin = 2 crowns
1907,austria-hungary guilder,12.0481,SEEMES_93,1 guilder/florin = 2 crowns
1908,austria-hungary guilder,11.9918,SEEMES_93,1 guilder/florin = 2 crowns
1909,austria-hungary guilder,12.00075,SEEMES_93,1 guilder/florin = 2 crowns
1910,austria-hungary guilder,12.02065,SEEMES_93,1 guilder/florin = 2 crowns
1911,austria-hungary guilder,12.0199,SEEMES_93,1 guilder/florin = 2 crowns
1912,austria-hungary guilder,12.06215,SEEMES_93,1 guilder/florin = 2 crowns
1913,austria-hungary guilder,12.065,SEEMES_93,1 guilder/florin = 2 crowns
1818,austria-hungary krone,17.786,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1819,austria-hungary krone,18.24,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1820,austria-hungary krone,19.56,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1821,austria-hungary krone,19.88,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1822,austria-hungary krone,20.1,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1823,austria-hungary krone,20.04,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1824,austria-hungary krone,19.04,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1825,austria-hungary krone,18.92,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1826,austria-hungary krone,20.84,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1827,austria-hungary krone,19.28,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1828,austria-hungary krone,19.02,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1829,austria-hungary krone,19.08,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1830,austria-hungary krone,19.96,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1831,austria-hungary krone,18.98,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1832,austria-hungary krone,19.44,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1833,austria-hungary krone,19.1,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1834,austria-hungary krone,18.92,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1835,austria-hungary krone,19.18,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1836,austria-hungary krone,19.14,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1837,austria-hungary krone,19.76,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1838,austria-hungary krone,19.64,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1839,austria-hungary krone,18.98,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1840,austria-hungary krone,18.96,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1841,austria-hungary krone,18.8,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1842,austria-hungary krone,18.86,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1843,austria-hungary krone,18.98,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1844,austria-hungary krone,18.84,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1845,austria-hungary krone,18.98,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1846,austria-hungary krone,19.2,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1847,austria-hungary krone,19.24,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1848,austria-hungary krone,21.82,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1849,austria-hungary krone,22.62,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1850,austria-hungary krone,23.1,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1851,austria-hungary krone,24.52,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1852,austria-hungary krone,23.52,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1853,austria-hungary krone,21.26,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1854,austria-hungary krone,24.54,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1855,austria-hungary krone,23.34,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1856,austria-hungary krone,20.5,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1857,austria-hungary krone,20.48,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1858,austria-hungary krone,21.774,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1859,austria-hungary krone,24.12,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1860,austria-hungary krone,26.16,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1861,austria-hungary krone,28.44,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1862,austria-hungary krone,26.06,"Currency_Denzel (2010), 262-265.",Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1863,austria-hungary krone,22.6958,SEEMES_93,1 guilder/florin = 2 crowns
1864,austria-hungary krone,23.195,SEEMES_93,1 guilder/florin = 2 crowns
1865,austria-hungary krone,21.7892,SEEMES_93,1 guilder/florin = 2 crowns
1866,austria-hungary krone,24.1058,SEEMES_93,1 guilder/florin = 2 crowns
1867,austria-hungary krone,25.2032,SEEMES_93,1 guilder/florin = 2 crowns
1868,austria-hungary krone,23.2776,SEEMES_93,1 guilder/florin = 2 crowns
1869,austria-hungary krone,24.7516,SEEMES_93,1 guilder/florin = 2 crowns
1870,austria-hungary krone,24.8026,SEEMES_93,1 guilder/florin = 2 crowns
1871,austria-hungary krone,24.2542,SEEMES_93,1 guilder/florin = 2 crowns
1872,austria-hungary krone,22.0808,SEEMES_93,1 guilder/florin = 2 crowns
1873,austria-hungary krone,22.1792,SEEMES_93,1 guilder/florin = 2 crowns
