ID_Curr_Yr_RepEntity,Original Currency,Yr,Reporting entity (Original name),Modified Currency
6500,francs,1882,Maroc (Saffy),French Franc
6501,$,1850,Martinique,US Dollar
6502,$,1851,Martinique,US Dollar
6503,$,1852,Martinique,US Dollar
6504,$,1853,Martinique,US Dollar
6505,$,1854,Martinique,US Dollar
6506,$,1855,Martinique,US Dollar
6507,$,1856,Martinique,US Dollar
6508,$,1857,Martinique,US Dollar
6509,$,1858,Martinique,US Dollar
6510,$,1859,Martinique,US Dollar
6511,$,1860,Martinique,US Dollar
6512,$,1861,Martinique,US Dollar
6513,$,1862,Martinique,US Dollar
6514,$,1863,Martinique,US Dollar
6515,$,1864,Martinique,US Dollar
6516,$,1865,Martinique,US Dollar
6517,$,1866,Martinique,US Dollar
6518,$,1867,Martinique,US Dollar
6519,$,1868,Martinique,US Dollar
6520,$,1869,Martinique,US Dollar
6521,$,1870,Martinique,US Dollar
6522,$,1871,Martinique,US Dollar
6523,$,1872,Martinique,US Dollar
6524,$,1873,Martinique,US Dollar
6525,$,1874,Martinique,US Dollar
6526,$,1875,Martinique,US Dollar
6527,$,1876,Martinique,US Dollar
6528,$,1877,Martinique,US Dollar
6529,$,1878,Martinique,US Dollar
6530,$,1879,Martinique,US Dollar
6531,$,1880,Martinique,US Dollar
6532,$,1881,Martinique,US Dollar
6533,$,1882,Martinique,US Dollar
6534,$,1883,Martinique,US Dollar
6535,$,1884,Martinique,US Dollar
6536,$,1885,Martinique,US Dollar
6537,$,1886,Martinique,US Dollar
6538,$,1887,Martinique,US Dollar
6539,$,1888,Martinique,US Dollar
6540,$,1889,Martinique,US Dollar
6541,$,1890,Martinique,US Dollar
6542,$,1891,Martinique,US Dollar
6543,$,1892,Martinique,US Dollar
6544,$,1893,Martinique,US Dollar
6545,$,1894,Martinique,US Dollar
6546,$,1895,Martinique,US Dollar
6547,$,1896,Martinique,US Dollar
6548,$,1897,Martinique,US Dollar
6549,$,1898,Martinique,US Dollar
6550,$,1899,Martinique,US Dollar
6551,$,1900,Martinique,US Dollar
6552,$,1901,Martinique,US Dollar
6553,$,1902,Martinique,US Dollar
6554,$,1903,Martinique,US Dollar
6555,$,1904,Martinique,US Dollar
6556,$,1905,Martinique,US Dollar
6557,$,1906,Martinique,US Dollar
6558,£,1907,Martinique,Sterling Pound
6559,£,1908,Martinique,Sterling Pound
6560,£,1909,Martinique,Sterling Pound
6561,£,1910,Martinique,Sterling Pound
6562,£,1911,Martinique,Sterling Pound
6563,£,1912,Martinique,Sterling Pound
6564,£,1913,Martinique,Sterling Pound
6565,Francs,1925,Martinique,French Franc
6566,Francs,1926,Martinique,French Franc
6567,Francs,1927,Martinique,French Franc
6568,Francs,1928,Martinique,French Franc
6569,Francs,1929,Martinique,French Franc
6570,Francs,1930,Martinique,French Franc
6571,Francs,1931,Martinique,French Franc
6572,Francs,1932,Martinique,French Franc
6573,Francs,1933,Martinique,French Franc
6574,Francs,1934,Martinique,French Franc
6575,Francs,1935,Martinique,French Franc
6576,francs,1936,Martinique,French Franc
6577,francs,1937,Martinique,French Franc
6578,francs,1938,Martinique,French Franc
6579,Livres sterling,1880,Maurice,Sterling Pound
6580,Livres sterling,1881,Maurice,Sterling Pound
6581,Livres sterling,1882,Maurice,Sterling Pound
6582,Livres sterling,1883,Maurice,Sterling Pound
6583,Livres sterling,1884,Maurice,Sterling Pound
6584,Livre sterling,1861,Mauritius,Sterling Pound
6585,Livre sterling,1862,Mauritius,Sterling Pound
6586,Livre sterling,1863,Mauritius,Sterling Pound
6587,Livre sterling,1864,Mauritius,Sterling Pound
6588,Livre sterling,1865,Mauritius,Sterling Pound
6589,Livre sterling,1866,Mauritius,Sterling Pound
6590,Livre sterling,1867,Mauritius,Sterling Pound
6591,Livre sterling,1868,Mauritius,Sterling Pound
6592,Livre sterling,1869,Mauritius,Sterling Pound
6593,Livre sterling,1870,Mauritius,Sterling Pound
6594,Livre sterling,1871,Mauritius,Sterling Pound
6595,Livre sterling,1872,Mauritius,Sterling Pound
6596,Livre sterling,1873,Mauritius,Sterling Pound
6597,Livre sterling,1874,Mauritius,Sterling Pound
6598,Livre sterling,1875,Mauritius,Sterling Pound
6599,Livre sterling,1876,Mauritius,Sterling Pound
6600,Livre sterling,1877,Mauritius,Sterling Pound
6601,Livre sterling,1878,Mauritius,Sterling Pound
6602,Livre sterling,1879,Mauritius,Sterling Pound
6603,Livre sterling,1880,Mauritius,Sterling Pound
6604,Livre sterling,1881,Mauritius,Sterling Pound
6605,Livre sterling,1882,Mauritius,Sterling Pound
6606,Livre sterling,1883,Mauritius,Sterling Pound
6607,Livre sterling,1884,Mauritius,Sterling Pound
6608,£,1885,Mauritius,Sterling Pound
6609,£,1886,Mauritius,Sterling Pound
6610,£,1887,Mauritius,Sterling Pound
6611,£,1888,Mauritius,Sterling Pound
6612,£,1889,Mauritius,Sterling Pound
6613,£,1891,Mauritius,Sterling Pound
6614,£,1892,Mauritius,Sterling Pound
6615,£,1893,Mauritius,Sterling Pound
6616,£,1894,Mauritius,Sterling Pound
6617,£,1895,Mauritius,Sterling Pound
6618,£,1896,Mauritius,Sterling Pound
6619,£,1897,Mauritius,Sterling Pound
6620,£,1898,Mauritius,Sterling Pound
6621,Livre sterling,1899,Mauritius,Sterling Pound
6622,£,1899,Mauritius,Sterling Pound
6623,Livre sterling,1901,Mauritius,Sterling Pound
6624,Livre sterling,1902,Mauritius,Sterling Pound
6625,Livre sterling,1903,Mauritius,Sterling Pound
6626,Livre sterling,1904,Mauritius,Sterling Pound
6627,Livre sterling,1905,Mauritius,Sterling Pound
6628,Livre sterling,1906,Mauritius,Sterling Pound
6629,Livre sterling,1907,Mauritius,Sterling Pound
6630,Livre sterling,1908,Mauritius,Sterling Pound
6631,Livre sterling,1909,Mauritius,Sterling Pound
6632,Livre sterling,1911,Mauritius,Sterling Pound
6633,Livre sterling,1912,Mauritius,Sterling Pound
6634,Livre sterling,1913,Mauritius,Sterling Pound
6635,Livre sterling,1924,Mauritius,Sterling Pound
6636,Livre sterling,1925,Mauritius,Sterling Pound
6637,Livre sterling,1926,Mauritius,Sterling Pound
6638,Livre sterling,1927,Mauritius,Sterling Pound
6639,Livre sterling,1928,Mauritius,Sterling Pound
6640,Livre sterling,1929,Mauritius,Sterling Pound
6641,Livre sterling,1930,Mauritius,Sterling Pound
6642,Livre sterling,1931,Mauritius,Sterling Pound
6643,Livre sterling,1932,Mauritius,Sterling Pound
6644,Livre sterling,1933,Mauritius,Sterling Pound
6645,Livre sterling,1934,Mauritius,Sterling Pound
6646,Livre sterling,1935,Mauritius,Sterling Pound
6647,Livre sterling,1936,Mauritius,Sterling Pound
6648,Livre sterling,1937,Mauritius,Sterling Pound
6649,Livre sterling,1938,Mauritius,Sterling Pound
6650,£,1899,Mayotte and Comoros Is.,Sterling Pound
6651,£,1900,Mayotte and Comoros Is.,Sterling Pound
6652,£,1901,Mayotte and Comoros Is.,Sterling Pound
6653,£,1902,Mayotte and Comoros Is.,Sterling Pound
6654,£,1903,Mayotte and Comoros Is.,Sterling Pound
6655,£,1904,Mayotte and Comoros Is.,Sterling Pound
6656,£,1905,Mayotte and Comoros Is.,Sterling Pound
6657,£,1906,Mayotte and Comoros Is.,Sterling Pound
6658,£,1907,Mayotte and Comoros Is.,Sterling Pound
6659,£,1908,Mayotte and Comoros Is.,Sterling Pound
6660,£,1909,Mayotte and Comoros Is.,Sterling Pound
6661,£,1910,Mayotte and Comoros Is.,Sterling Pound
6662,£,1911,Mayotte and Comoros Is.,Sterling Pound
6663,£,1912,Mayotte and Comoros Is.,Sterling Pound
6664,£,1913,Mayotte and Comoros Is.,Sterling Pound
6665,piastres argent,1910,MEX,Mexican Silver Dollar
6666,$,1873,Mexico,US Dollar
6667,gold dollars,1873,Mexico,Mexican Gold Dollar
6668,Silver dollar,1873,Mexico,Mexican Silver Dollar
6669,$,1874,Mexico,US Dollar
6670,gold dollars,1874,Mexico,Mexican Gold Dollar
6671,Silver dollar,1874,Mexico,Mexican Silver Dollar
6672,$,1875,Mexico,US Dollar
6673,gold dollars,1875,Mexico,Mexican Gold Dollar
6674,Silver dollar,1875,Mexico,Mexican Silver Dollar
6675,$,1876,Mexico,US Dollar
6676,gold dollars,1876,Mexico,Mexican Gold Dollar
6677,Silver dollar,1876,Mexico,Mexican Silver Dollar
6678,$,1877,Mexico,US Dollar
6679,gold dollars,1877,Mexico,Mexican Gold Dollar
6680,Silver dollar,1877,Mexico,Mexican Silver Dollar
6681,$,1878,Mexico,US Dollar
6682,gold dollars,1878,Mexico,Mexican Gold Dollar
6683,Silver dollar,1878,Mexico,Mexican Silver Dollar
6684,$,1879,Mexico,US Dollar
6685,gold dollars,1879,Mexico,Mexican Gold Dollar
6686,Silver dollar,1879,Mexico,Mexican Silver Dollar
6687,Dollars,1880,Mexico,US Dollar
6688,gold dollars,1880,Mexico,Mexican Gold Dollar
6689,livres sterling,1880,Mexico,Sterling Pound
6690,Silver dollar,1880,Mexico,Mexican Silver Dollar
6691,Silver dollars,1880,Mexico,Mexican Silver Dollar
6692,Dollars,1881,Mexico,US Dollar
6693,gold dollars,1881,Mexico,Mexican Gold Dollar
6694,livres sterling,1881,Mexico,Sterling Pound
6695,Silver dollar,1881,Mexico,Mexican Silver Dollar
6696,Silver dollars,1881,Mexico,Mexican Silver Dollar
6697,Dollars,1882,Mexico,US Dollar
6698,gold dollars,1882,Mexico,Mexican Gold Dollar
6699,livres sterling,1882,Mexico,Sterling Pound
6700,Silver dollar,1882,Mexico,Mexican Silver Dollar
6701,Silver dollars,1882,Mexico,Mexican Silver Dollar
6702,Dollars,1883,Mexico,US Dollar
6703,gold dollars,1883,Mexico,Mexican Gold Dollar
6704,livres sterling,1883,Mexico,Sterling Pound
6705,Silver dollar,1883,Mexico,Mexican Silver Dollar
6706,Silver dollars,1883,Mexico,Mexican Silver Dollar
6707,Dollars,1884,Mexico,US Dollar
6708,gold dollars,1884,Mexico,Mexican Gold Dollar
6709,livres sterling,1884,Mexico,Sterling Pound
6710,Silver dollar,1884,Mexico,Mexican Silver Dollar
6711,Silver dollars,1884,Mexico,Mexican Silver Dollar
6712,Dollars,1885,Mexico,US Dollar
6713,gold dollars,1885,Mexico,Mexican Gold Dollar
6714,livres sterling,1885,Mexico,Sterling Pound
6715,Silver dollar,1885,Mexico,Mexican Silver Dollar
6716,Silver dollars,1885,Mexico,Mexican Silver Dollar
6717,Dollars,1886,Mexico,US Dollar
6718,gold dollars,1886,Mexico,Mexican Gold Dollar
6719,livres sterling,1886,Mexico,Sterling Pound
6720,Silver dollar,1886,Mexico,Mexican Silver Dollar
6721,Silver dollars,1886,Mexico,Mexican Silver Dollar
6722,Dollars,1887,Mexico,US Dollar
6723,gold dollars,1887,Mexico,Mexican Gold Dollar
6724,livres sterling,1887,Mexico,Sterling Pound
6725,Silver dollar,1887,Mexico,Mexican Silver Dollar
6726,Silver dollars,1887,Mexico,Mexican Silver Dollar
6727,Dollars,1888,Mexico,US Dollar
6728,gold dollars,1888,Mexico,Mexican Gold Dollar
6729,livres sterling,1888,Mexico,Sterling Pound
6730,Silver dollar,1888,Mexico,Mexican Silver Dollar
6731,Silver dollars,1888,Mexico,Mexican Silver Dollar
6732,Dollars,1889,Mexico,US Dollar
6733,Gold dollars,1889,Mexico,Mexican Gold Dollar
6734,livres sterling,1889,Mexico,Sterling Pound
6735,Silver dollar,1889,Mexico,Mexican Silver Dollar
6736,Silver dollars,1889,Mexico,Mexican Silver Dollar
6737,Dollars,1890,Mexico,US Dollar
6738,Gold dollars,1890,Mexico,Mexican Gold Dollar
6739,livres sterling,1890,Mexico,Sterling Pound
6740,Silver dollar,1890,Mexico,Mexican Silver Dollar
6741,Silver dollars,1890,Mexico,Mexican Silver Dollar
6742,Dollars,1891,Mexico,US Dollar
6743,gold dollars,1891,Mexico,Mexican Gold Dollar
6744,livres sterling,1891,Mexico,Sterling Pound
6745,Silver dollar,1891,Mexico,Mexican Silver Dollar
6746,Silver dollars,1891,Mexico,Mexican Silver Dollar
6747,Dollars,1892,Mexico,US Dollar
6748,gold dollars,1892,Mexico,Mexican Gold Dollar
6749,livres sterling,1892,Mexico,Sterling Pound
6750,Silver dollar,1892,Mexico,Mexican Silver Dollar
6751,Silver dollars,1892,Mexico,Mexican Silver Dollar
6752,Dollars,1893,Mexico,US Dollar
6753,Gold dollars,1893,Mexico,Mexican Gold Dollar
6754,livres sterling,1893,Mexico,Sterling Pound
6755,Silver dollar,1893,Mexico,Mexican Silver Dollar
6756,Silver dollars,1893,Mexico,Mexican Silver Dollar
6757,Dollars,1894,Mexico,US Dollar
6758,Gold dollars,1894,Mexico,Mexican Gold Dollar
6759,livres sterling,1894,Mexico,Sterling Pound
6760,Silver dollar,1894,Mexico,Mexican Silver Dollar
6761,Silver dollars,1894,Mexico,Mexican Silver Dollar
6762,Dollars,1895,Mexico,US Dollar
6763,Gold dollars,1895,Mexico,Mexican Gold Dollar
6764,livres sterling,1895,Mexico,Sterling Pound
6765,Silver dollar,1895,Mexico,Mexican Silver Dollar
6766,Silver dollars,1895,Mexico,Mexican Silver Dollar
6767,Dollars,1896,Mexico,US Dollar
6768,Gold dollars,1896,Mexico,Mexican Gold Dollar
6769,livres sterling,1896,Mexico,Sterling Pound
6770,Silver dollar,1896,Mexico,Mexican Silver Dollar
6771,Silver dollars,1896,Mexico,Mexican Silver Dollar
6772,Dollars,1897,Mexico,US Dollar
6773,Gold dollars,1897,Mexico,Mexican Gold Dollar
6774,livres sterling,1897,Mexico,Sterling Pound
6775,Silver dollar,1897,Mexico,Mexican Silver Dollar
6776,Silver dollars,1897,Mexico,Mexican Silver Dollar
6777,Dollars,1898,Mexico,US Dollar
6778,Gold dollars,1898,Mexico,Mexican Gold Dollar
6779,livres sterling,1898,Mexico,Sterling Pound
6780,Silver dollar,1898,Mexico,Mexican Silver Dollar
6781,Silver dollars,1898,Mexico,Mexican Silver Dollar
6782,Dollars,1899,Mexico,US Dollar
6783,Gold dollars,1899,Mexico,Mexican Gold Dollar
6784,livres sterling,1899,Mexico,Sterling Pound
6785,Silver dollar,1899,Mexico,Mexican Silver Dollar
6786,Silver dollars,1899,Mexico,Mexican Silver Dollar
6787,Dollars,1900,Mexico,US Dollar
6788,Gold dollars,1900,Mexico,Mexican Gold Dollar
6789,livres sterling,1900,Mexico,Sterling Pound
6790,Silver dollar,1900,Mexico,Mexican Silver Dollar
6791,Silver dollars,1900,Mexico,Mexican Silver Dollar
6792,Dollars,1901,Mexico,US Dollar
6793,Gold dollars,1901,Mexico,Mexican Gold Dollar
6794,livres sterling,1901,Mexico,Sterling Pound
6795,Silver dollar,1901,Mexico,Mexican Silver Dollar
6796,Silver dollars,1901,Mexico,Mexican Silver Dollar
6797,Gold dollars,1902,Mexico,Mexican Gold Dollar
6798,Silver dollar,1902,Mexico,Mexican Silver Dollar
6799,Silver dollars,1902,Mexico,Mexican Silver Dollar
6800,Dollars,1903,Mexico,US Dollar
6801,Gold dollars,1903,Mexico,Mexican Gold Dollar
6802,Silver dollar,1903,Mexico,Mexican Silver Dollar
6803,Silver dollars,1903,Mexico,Mexican Silver Dollar
6804,Dollars,1904,Mexico,US Dollar
6805,Gold dollars,1904,Mexico,Mexican Gold Dollar
6806,Silver dollar,1904,Mexico,Mexican Silver Dollar
6807,Silver dollars,1904,Mexico,Mexican Silver Dollar
6808,Dollars,1905,Mexico,US Dollar
6809,Gold dollars,1905,Mexico,Mexican Gold Dollar
6810,Silver dollar,1905,Mexico,Mexican Silver Dollar
6811,Silver dollars,1905,Mexico,Mexican Silver Dollar
6812,£,1906,Mexico,Sterling Pound
6813,Dollars,1906,Mexico,US Dollar
6814,Gold dollars,1906,Mexico,Gold Dollar
6815,New standard dollar,1906,Mexico,Mexican New Standard Dollar
6816,Silver dollars,1906,Mexico,Mexican Silver Dollar
6817,£,1907,Mexico,Sterling Pound
6818,Dollars,1907,Mexico,US Dollar
6819,Gold dollars,1907,Mexico,Gold Dollar
6820,New standard dollar,1907,Mexico,Mexican New Standard Dollar
6821,Silver dollars,1907,Mexico,Mexican Silver Dollar
6822,£,1908,Mexico,Sterling Pound
6823,Dollars,1908,Mexico,US Dollar
6824,Gold dollars,1908,Mexico,Gold Dollar
6825,New standard dollar,1908,Mexico,Mexican New Standard Dollar
6826,Silver dollars,1908,Mexico,Mexican Silver Dollar
6827,£,1909,Mexico,Sterling Pound
6828,Dollars,1909,Mexico,US Dollar
6829,Gold dollars,1909,Mexico,Gold Dollar
6830,New standard dollar,1909,Mexico,Mexican New Standard Dollar
6831,Silver dollars,1909,Mexico,Mexican Silver Dollar
6832,£,1910,Mexico,Sterling Pound
6833,Dollars,1910,Mexico,US Dollar
6834,Gold dollars,1910,Mexico,Gold Dollar
6835,New standard dollar,1910,Mexico,Mexican New Standard Dollar
6836,Silver dollars,1910,Mexico,Mexican Silver Dollar
6837,£,1911,Mexico,Sterling Pound
6838,Dollars,1911,Mexico,US Dollar
6839,Gold dollars,1911,Mexico,Gold Dollar
6840,New standard dollar,1911,Mexico,Mexican New Standard Dollar
6841,Silver dollars,1911,Mexico,Mexican Silver Dollar
6842,£,1912,Mexico,Sterling Pound
6843,Dollars,1912,Mexico,US Dollar
6844,New standard dollar,1912,Mexico,Mexican New Standard Dollar
6845,£,1913,Mexico,Sterling Pound
6846,Dollars,1913,Mexico,US Dollar
6847,New standard dollar,1913,Mexico,Mexican New Standard Dollar
6848,Dollars,1918,Mexico,US Dollar
6849,New standard dollar,1918,Mexico,Mexican New Standard Dollar
6850,Francs,1848,Mexique,French Franc
6851,Francs,1849,Mexique,French Franc
6852,Francs,1850,Mexique,French Franc
6853,Francs,1851,Mexique,French Franc
6854,Francs,1852,Mexique,French Franc
6855,Francs,1853,Mexique,French Franc
6856,Francs,1854,Mexique,French Franc
6857,Francs,1855,Mexique,French Franc
6858,Francs,1856,Mexique,French Franc
6859,Francs,1857,Mexique,French Franc
6860,Francs,1858,Mexique,French Franc
6861,Francs,1859,Mexique,French Franc
6862,Francs,1860,Mexique,French Franc
6863,Francs,1861,Mexique,French Franc
6864,Francs,1862,Mexique,French Franc
6865,piastres,1883,Mexique,Mexican Peso
6866,piastres,1884,Mexique,Mexican Peso
6867,dollars,1890,Mexique,US Dollar
6868,pesos,1926,Mexique,Mexican Peso
6869,pesos,1927,Mexique,Mexican Peso
6870,pesos,1928,Mexique,Mexican Peso
6871,pesos,1929,Mexique,Mexican Peso
6872,pesos,1930,Mexique,Mexican Peso
6873,pesos,1931,Mexique,Mexican Peso
6874,pesos,1932,Mexique,Mexican Peso
6875,pesos,1933,Mexique,Mexican Peso
6876,pesos,1934,Mexique,Mexican Peso
6877,pesos,1935,Mexique,Mexican Peso
6878,pesos,1936,Mexique,Mexican Peso
6879,pesos,1937,Mexique,Mexican Peso
6880,pesos,1938,Mexique,Mexican Peso
6881,francs,1856,Mexique (port de Mazatlan),French Franc
6882,francs,1851,Mexique (port de Vera Cruz),French Franc
6883,francs,1852,Mexique (port de Vera Cruz),French Franc
6884,francs,1857,Mexique (port de Vera Cruz),French Franc
6885,francs,1858,Mexique (port de Vera Cruz),French Franc
6886,francs,1859,Mexique (port de Vera Cruz),French Franc
6887,francs,1860,Mexique (port de Vera Cruz),French Franc
6888,francs,1845,Moldavie (Port de Galatz),French Franc
6889,francs,1847,Moldavie (Port de Galatz),French Franc
6890,francs,1848,Moldavie (Port de Galatz),French Franc
6891,francs,1849,Moldavie (Port de Galatz),French Franc
6892,francs,1851,Moldavie (Port de Galatz),French Franc
6893,francs,1853,Moldavie (Port de Galatz),French Franc
6894,francs,1855,Moldavie (Port de Galatz),French Franc
6895,francs,1857,Moldavie (Port de Galatz),French Franc
6896,francs,1858,Moldavie (Port de Galatz),French Franc
6897,francs,1859,Moldavie (Port de Galatz),French Franc
6898,francs,1860,Moldavie (Port de Galatz),French Franc
6899,francs,1861,Moldavie (Port de Galatz),French Franc
6900,francs,1862,Moldavie (Port de Galatz),French Franc
6901,francs,1863,Moldavie (Port de Galatz),French Franc
6902,couronnes,1910,Montenegro,Austria-Hungary Krone
6903,£,1871,Montserrat,Sterling Pound
6904,£,1872,Montserrat,Sterling Pound
6905,£,1873,Montserrat,Sterling Pound
6906,£,1874,Montserrat,Sterling Pound
6907,£,1875,Montserrat,Sterling Pound
6908,£,1876,Montserrat,Sterling Pound
6909,£,1877,Montserrat,Sterling Pound
6910,£,1878,Montserrat,Sterling Pound
6911,£,1879,Montserrat,Sterling Pound
6912,£,1880,Montserrat,Sterling Pound
6913,£,1881,Montserrat,Sterling Pound
6914,£,1882,Montserrat,Sterling Pound
6915,£,1883,Montserrat,Sterling Pound
6916,£,1884,Montserrat,Sterling Pound
6917,£,1885,Montserrat,Sterling Pound
6918,£,1886,Montserrat,Sterling Pound
6919,£,1887,Montserrat,Sterling Pound
6920,£,1888,Montserrat,Sterling Pound
6921,£,1889,Montserrat,Sterling Pound
6922,£,1890,Montserrat,Sterling Pound
6923,£,1891,Montserrat,Sterling Pound
6924,£,1892,Montserrat,Sterling Pound
6925,£,1893,Montserrat,Sterling Pound
6926,£,1894,Montserrat,Sterling Pound
6927,£,1895,Montserrat,Sterling Pound
6928,£,1896,Montserrat,Sterling Pound
6929,£,1897,Montserrat,Sterling Pound
6930,£,1898,Montserrat,Sterling Pound
6931,£,1899,Montserrat,Sterling Pound
6932,£,1900,Montserrat,Sterling Pound
6933,£,1901,Montserrat,Sterling Pound
6934,£,1902,Montserrat,Sterling Pound
6935,Livre sterling,1861,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6936,Livre sterling,1862,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6937,Livre sterling,1863,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6938,Livre sterling,1864,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6939,Livre sterling,1865,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6940,Livre sterling,1866,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6941,Livre sterling,1867,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6942,Livre sterling,1868,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6943,Livre sterling,1869,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6944,Livre sterling,1870,Montserrat (Leeward Islands - West India Islands),Sterling Pound
6945,£,1907,Morocco,Sterling Pound
6946,£,1908,Morocco,Sterling Pound
6947,Francs,1909,Morocco,French Franc
6948,Francs,1910,Morocco,French Franc
6949,Francs,1911,Morocco,French Franc
6950,Francs,1912,Morocco,French Franc
6951,Francs,1913,Morocco,French Franc
6952,Francs,1914,Morocco,French Franc
6953,Francs,1915,Morocco,French Franc
6954,Francs,1916,Morocco,French Franc
6955,Francs,1917,Morocco,French Franc
6956,Francs,1918,Morocco,French Franc
6957,florins,1910,N_I,Netherlands Guilder
6958,£,1898,Namibia (German South West Africa),Sterling Pound
6959,£,1899,Namibia (German South West Africa),Sterling Pound
6960,£,1900,Namibia (German South West Africa),Sterling Pound
6961,£,1901,Namibia (German South West Africa),Sterling Pound
6962,£,1902,Namibia (German South West Africa),Sterling Pound
6963,£,1903,Namibia (German South West Africa),Sterling Pound
6964,£,1904,Namibia (German South West Africa),Sterling Pound
6965,£,1905,Namibia (German South West Africa),Sterling Pound
6966,£,1906,Namibia (German South West Africa),Sterling Pound
6967,£,1907,Namibia (German South West Africa),Sterling Pound
6968,£,1908,Namibia (German South West Africa),Sterling Pound
6969,£,1909,Namibia (German South West Africa),Sterling Pound
6970,£,1910,Namibia (German South West Africa),Sterling Pound
6971,£,1911,Namibia (German South West Africa),Sterling Pound
6972,£,1912,Namibia (German South West Africa),Sterling Pound
6973,£,1913,Namibia (German South West Africa),Sterling Pound
6974,Francs,1863,Naples,French Franc
6975,Francs,1864,Naples,French Franc
6976,Livre sterling,1861,Natal,Sterling Pound
6977,Livre sterling,1862,Natal,Sterling Pound
6978,Livre sterling,1863,Natal,Sterling Pound
6979,Livre sterling,1864,Natal,Sterling Pound
6980,Livre sterling,1865,Natal,Sterling Pound
6981,Livre sterling,1866,Natal,Sterling Pound
6982,Livre sterling,1867,Natal,Sterling Pound
6983,livres sterling,1867,Natal,Sterling Pound
6984,Livre sterling,1868,Natal,Sterling Pound
6985,Livre sterling,1869,Natal,Sterling Pound
6986,Livre sterling,1870,Natal,Sterling Pound
6987,livres sterling,1870,Natal,Sterling Pound
6988,Livre sterling,1871,Natal,Sterling Pound
6989,Livre sterling,1872,Natal,Sterling Pound
6990,Livre sterling,1873,Natal,Sterling Pound
6991,Livre sterling,1874,Natal,Sterling Pound
6992,Livre sterling,1875,Natal,Sterling Pound
6993,livres sterling,1875,Natal,Sterling Pound
6994,Livre sterling,1876,Natal,Sterling Pound
6995,Livre sterling,1877,Natal,Sterling Pound
6996,Livre sterling,1878,Natal,Sterling Pound
6997,Livre sterling,1879,Natal,Sterling Pound
6998,Livre sterling,1880,Natal,Sterling Pound
6999,livres sterling,1880,Natal,Sterling Pound
7000,Livre sterling,1881,Natal,Sterling Pound
7001,Livres sterling,1881,Natal,Sterling Pound
7002,Livre sterling,1882,Natal,Sterling Pound
7003,Livres sterling,1882,Natal,Sterling Pound
7004,Livre sterling,1883,Natal,Sterling Pound
7005,Livres sterling,1883,Natal,Sterling Pound
7006,Livre sterling,1884,Natal,Sterling Pound
7007,Livres sterling,1884,Natal,Sterling Pound
7008,Livre sterling,1885,Natal,Sterling Pound
7009,Livre sterling,1886,Natal,Sterling Pound
7010,Livre sterling,1887,Natal,Sterling Pound
7011,Livre sterling,1888,Natal,Sterling Pound
7012,Livre sterling,1889,Natal,Sterling Pound
7013,livres sterling,1890,Natal,Sterling Pound
7014,Livre sterling,1891,Natal,Sterling Pound
7015,Livre sterling,1892,Natal,Sterling Pound
7016,Livre sterling,1893,Natal,Sterling Pound
7017,Livre sterling,1894,Natal,Sterling Pound
7018,Livre sterling,1895,Natal,Sterling Pound
7019,Livre sterling,1896,Natal,Sterling Pound
7020,Livre sterling,1897,Natal,Sterling Pound
7021,Livre sterling,1898,Natal,Sterling Pound
7022,Livre sterling,1899,Natal,Sterling Pound
7023,livres sterling,1900,Natal,Sterling Pound
7024,$,1901,Natal,US Dollar
7025,£,1901,Natal,Sterling Pound
7026,$,1902,Natal,US Dollar
7027,£,1902,Natal,Sterling Pound
7028,$,1903,Natal,US Dollar
7029,£,1903,Natal,Sterling Pound
7030,$,1904,Natal,US Dollar
7031,£,1904,Natal,Sterling Pound
7032,$,1905,Natal,US Dollar
7033,£,1905,Natal,Sterling Pound
7034,$,1906,Natal,US Dollar
7035,£,1906,Natal,Sterling Pound
7036,£,1907,Natal,Sterling Pound
7037,£,1908,Natal,Sterling Pound
7038,£,1909,Natal,Sterling Pound
7039,Guld.,1846,Netherlands,Netherlands Guilder
7040,guldens,1846,Netherlands,Netherlands Guilder
7041,Guld.,1847,Netherlands,Netherlands Guilder
7042,Gulden,1847,Netherlands,Netherlands Guilder
7043,Guld.,1848,Netherlands,Netherlands Guilder
7044,Gulden,1848,Netherlands,Netherlands Guilder
7045,Guld.,1849,Netherlands,Netherlands Guilder
7046,Gulden,1849,Netherlands,Netherlands Guilder
7047,Guld.,1850,Netherlands,Netherlands Guilder
7048,Gulden,1850,Netherlands,Netherlands Guilder
7049,Guld.,1851,Netherlands,Netherlands Guilder
7050,Guldens,1851,Netherlands,Netherlands Guilder
7051,Guld.,1852,Netherlands,Netherlands Guilder
7052,Guldens,1852,Netherlands,Netherlands Guilder
7053,Guld.,1853,Netherlands,Netherlands Guilder
7054,Guldens,1853,Netherlands,Netherlands Guilder
7055,Guld.,1854,Netherlands,Netherlands Guilder
7056,Guldens,1854,Netherlands,Netherlands Guilder
7057,Guld.,1855,Netherlands,Netherlands Guilder
