ID_Curr_Yr_RepEntity,Original Currency,Yr,Reporting entity (Original name),Modified Currency
76,dollars,1903,Alaska,US Dollar
77,dollars,1904,Alaska,US Dollar
78,dollars,1905,Alaska,US Dollar
79,dollars,1906,Alaska,US Dollar
80,dollars,1907,Alaska,US Dollar
81,dollars,1908,Alaska,US Dollar
82,dollars,1909,Alaska,US Dollar
83,dollars,1910,Alaska,US Dollar
84,dollars,1911,Alaska,US Dollar
85,dollars,1912,Alaska,US Dollar
86,Dollars,1913,Alaska,US Dollar
87,Dollars,1914,Alaska,US Dollar
88,Dollars,1915,Alaska,US Dollar
89,Dollars,1916,Alaska,US Dollar
90,Dollars,1917,Alaska,US Dollar
91,Dollars,1918,Alaska,US Dollar
92,frank. ar,1926,Albanie,Albanian Gold Franc
93,frank. ar,1927,Albanie,Albanian Gold Franc
94,frank. ar,1928,Albanie,Albanian Gold Franc
95,frank. ar,1929,Albanie,Albanian Gold Franc
96,frank. ar,1930,Albanie,Albanian Gold Franc
97,frank. ar,1931,Albanie,Albanian Gold Franc
98,frank. ar,1932,Albanie,Albanian Gold Franc
99,frank. ar,1933,Albanie,Albanian Gold Franc
100,frank. ar,1934,Albanie,Albanian Gold Franc
101,frank. ar,1935,Albanie,Albanian Gold Franc
102,frank. ar,1936,Albanie,Albanian Gold Franc
103,frank. ar,1937,Albanie,Albanian Gold Franc
104,frank. ar,1938,Albanie,Albanian Gold Franc
105,Francs,1865,Albanie (Scutari),French Franc
106,Francs,1866,Albanie (Scutari),French Franc
107,$,1880,Algeria,US Dollar
108,$,1881,Algeria,US Dollar
109,$,1882,Algeria,US Dollar
110,$,1883,Algeria,US Dollar
111,$,1884,Algeria,US Dollar
112,$,1885,Algeria,US Dollar
113,$,1886,Algeria,US Dollar
114,$,1887,Algeria,US Dollar
115,$,1888,Algeria,US Dollar
116,$,1889,Algeria,US Dollar
117,$,1890,Algeria,US Dollar
118,$,1891,Algeria,US Dollar
119,$,1892,Algeria,US Dollar
120,$,1893,Algeria,US Dollar
121,$,1894,Algeria,US Dollar
122,$,1895,Algeria,US Dollar
123,$,1896,Algeria,US Dollar
124,$,1897,Algeria,US Dollar
125,$,1898,Algeria,US Dollar
126,$,1899,Algeria,US Dollar
127,$,1900,Algeria,US Dollar
128,francs,1901,Algeria,French Franc
129,francs,1902,Algeria,French Franc
130,francs,1903,Algeria,French Franc
131,francs,1904,Algeria,French Franc
132,francs,1905,Algeria,French Franc
133,francs,1906,Algeria,French Franc
134,francs,1907,Algeria,French Franc
135,francs,1908,Algeria,French Franc
136,francs,1909,Algeria,French Franc
137,francs,1910,Algeria,French Franc
138,francs,1911,Algeria,French Franc
139,francs,1912,Algeria,French Franc
140,Francs,1913,Algeria,French Franc
141,Francs,1914,Algeria,French Franc
142,Francs,1915,Algeria,French Franc
143,Francs,1916,Algeria,French Franc
144,Francs,1917,Algeria,French Franc
145,Francs,1918,Algeria,French Franc
146,francs,1842,Algérie,French Franc
147,francs,1890,Algérie,French Franc
148,Francs,1925,Algérie,French Franc
149,francs,1926,Algérie,French Franc
150,francs,1927,Algérie,French Franc
151,francs,1928,Algérie,French Franc
152,francs,1929,Algérie,French Franc
153,francs,1930,Algérie,French Franc
154,francs,1931,Algérie,French Franc
155,francs,1932,Algérie,French Franc
156,francs,1933,Algérie,French Franc
157,francs,1934,Algérie,French Franc
158,francs,1935,Algérie,French Franc
159,francs,1936,Algérie,French Franc
160,francs,1937,Algérie,French Franc
161,francs,1938,Algérie,French Franc
162,Francs,1832,Allemagne,French Franc
163,Francs,1839,Allemagne,French Franc
164,Francs,1840,Allemagne,French Franc
165,Francs,1841,Allemagne,French Franc
166,marks,1881,Allemagne,German mark
167,marks,1883,Allemagne,German mark
168,marks,1884,Allemagne,German mark
169,marks,1900,Allemagne,German mark
170,marks,1910,Allemagne,German mark
171,Reichsmarks,1926,Allemagne,German mark
172,Reichsmarks,1927,Allemagne,German mark
173,Reichsmarks,1928,Allemagne,German mark
174,Reichsmarks,1929,Allemagne,German mark
175,Reichsmarks,1930,Allemagne,German mark
176,Reichsmarks,1931,Allemagne,German mark
177,Reichsmarks,1932,Allemagne,German mark
178,Reichsmarks,1933,Allemagne,German mark
179,Reichsmarks,1934,Allemagne,German mark
180,Reichsmarks,1935,Allemagne,German mark
181,Reichsmarks,1936,Allemagne,German mark
182,Reichsmarks,1937,Allemagne,German mark
183,Reichsmarks,1938,Allemagne,German mark
184,Marks,1881,Allemagne (Empire),German mark
185,Marks,1888,Allemagne (Empire),German mark
186,Marks,1890,Allemagne (Empire),German mark
187,Francs,1846,Amoy,French Franc
188,Francs,1847,Amoy,French Franc
189,Francs,1859,Angleterre,French Franc
190,Livres sterling,1859,Angleterre,Sterling Pound
191,Livre sterling,1924,Anglo-Egyptian Sudan,Sterling Pound
192,Livre sterling,1925,Anglo-Egyptian Sudan,Sterling Pound
193,Livre sterling,1926,Anglo-Egyptian Sudan,Sterling Pound
194,Livre sterling,1927,Anglo-Egyptian Sudan,Sterling Pound
195,Livre sterling,1928,Anglo-Egyptian Sudan,Sterling Pound
196,Livre sterling,1929,Anglo-Egyptian Sudan,Sterling Pound
197,Livre sterling,1930,Anglo-Egyptian Sudan,Sterling Pound
198,Livre sterling,1931,Anglo-Egyptian Sudan,Sterling Pound
199,Livre sterling,1932,Anglo-Egyptian Sudan,Sterling Pound
200,Livre sterling,1933,Anglo-Egyptian Sudan,Sterling Pound
201,Livre sterling,1934,Anglo-Egyptian Sudan,Sterling Pound
202,Livre sterling,1935,Anglo-Egyptian Sudan,Sterling Pound
203,Livre sterling,1936,Anglo-Egyptian Sudan,Sterling Pound
204,Livre sterling,1937,Anglo-Egyptian Sudan,Sterling Pound
205,Livre sterling,1938,Anglo-Egyptian Sudan,Sterling Pound
206,£,1871,Antigua,Sterling Pound
207,£,1872,Antigua,Sterling Pound
208,£,1873,Antigua,Sterling Pound
209,£,1874,Antigua,Sterling Pound
210,£,1875,Antigua,Sterling Pound
211,£,1876,Antigua,Sterling Pound
212,£,1877,Antigua,Sterling Pound
213,£,1878,Antigua,Sterling Pound
214,£,1879,Antigua,Sterling Pound
215,£,1880,Antigua,Sterling Pound
216,£,1881,Antigua,Sterling Pound
217,£,1882,Antigua,Sterling Pound
218,£,1883,Antigua,Sterling Pound
219,£,1884,Antigua,Sterling Pound
220,£,1885,Antigua,Sterling Pound
221,£,1886,Antigua,Sterling Pound
222,£,1887,Antigua,Sterling Pound
223,£,1888,Antigua,Sterling Pound
224,£,1889,Antigua,Sterling Pound
225,£,1890,Antigua,Sterling Pound
226,£,1891,Antigua,Sterling Pound
227,£,1892,Antigua,Sterling Pound
228,£,1893,Antigua,Sterling Pound
229,£,1894,Antigua,Sterling Pound
230,£,1895,Antigua,Sterling Pound
231,£,1896,Antigua,Sterling Pound
232,£,1897,Antigua,Sterling Pound
233,£,1898,Antigua,Sterling Pound
234,£,1899,Antigua,Sterling Pound
235,£,1900,Antigua,Sterling Pound
236,£,1901,Antigua,Sterling Pound
237,£,1902,Antigua,Sterling Pound
238,Livre sterling,1861,Antigua (Leeward Islands - West India Islands),Sterling Pound
239,Livre sterling,1862,Antigua (Leeward Islands - West India Islands),Sterling Pound
240,Livre sterling,1863,Antigua (Leeward Islands - West India Islands),Sterling Pound
241,Livre sterling,1864,Antigua (Leeward Islands - West India Islands),Sterling Pound
242,Livre sterling,1865,Antigua (Leeward Islands - West India Islands),Sterling Pound
243,Livre sterling,1866,Antigua (Leeward Islands - West India Islands),Sterling Pound
244,Livre sterling,1867,Antigua (Leeward Islands - West India Islands),Sterling Pound
245,Livre sterling,1868,Antigua (Leeward Islands - West India Islands),Sterling Pound
246,Livre sterling,1869,Antigua (Leeward Islands - West India Islands),Sterling Pound
247,Livre sterling,1870,Antigua (Leeward Islands - West India Islands),Sterling Pound
248,pesos or,1910,ARG,Argentine Gold Peso
249,$,1861,Argentine,US Dollar
250,$,1862,Argentine,US Dollar
251,$,1863,Argentine,US Dollar
252,$,1864,Argentine,US Dollar
253,Franc,1865,Argentine,French Franc
254,Franc,1866,Argentine,French Franc
255,$,1867,Argentine,US Dollar
256,$,1868,Argentine,US Dollar
257,$,1869,Argentine,US Dollar
258,Dollar fuertes,1870,Argentine,Argentine Peso Fuerte
259,Dollars,1870,Argentine,US Dollar
260,Pesos Fuertes,1870,Argentine,Argentine Peso Fuerte
261,Piastre forte,1875,Argentine,Argentine Peso Fuerte
262,Piastre forte*,1875,Argentine,Argentine Peso Fuerte
263,Pesos Nacionales,1880,Argentine,Argentine Peso Nacional
264,Piastre,1884,Argentine,Argentine Peso Fuerte
265,Piastre*,1884,Argentine,Argentine Peso Fuerte
266,Pesos Nacionales,1888,Argentine,Argentine Peso Nacional
267,pesos nacionales,1890,Argentine,Argentine Peso Nacional
268,pesos oro,1926,Argentine,Argentine Gold Peso
269,pesos oro,1927,Argentine,Argentine Gold Peso
270,pesos oro,1928,Argentine,Argentine Gold Peso
271,pesos oro,1929,Argentine,Argentine Gold Peso
272,pesos oro,1930,Argentine,Argentine Gold Peso
273,pesos oro,1931,Argentine,Argentine Gold Peso
274,pesos papel,1932,Argentine,Argentine Peso Nacional
275,pesos papel,1933,Argentine,Argentine Peso Nacional
276,pesos papel,1934,Argentine,Argentine Peso Nacional
277,pesos papel,1935,Argentine,Argentine Peso Nacional
278,pesos papel,1936,Argentine,Argentine Peso Nacional
279,pesos papel,1937,Argentine,Argentine Peso Nacional
280,pesos papel,1938,Argentine,Argentine Peso Nacional
281,Piastres courantes,1835,Argentine (Buenos Aires),Argentine Peso Corriente 
282,Franc,1843,Argentine (La Plata - Port de Buenos-Ayres uniquement),French Franc
283,Franc,1855,Argentine (La Plata - Port de Buenos-Ayres uniquement),French Franc
284,Dollars,1870,Argentine Republic,US Dollar
285,Pesos Fuertes,1870,Argentine Republic,Argentine Peso Fuerte
286,Dollars,1871,Argentine Republic,US Dollar
287,Pesos Fuertes,1871,Argentine Republic,Argentine Peso Fuerte
288,Dollars,1872,Argentine Republic,US Dollar
289,Pesos Fuertes,1872,Argentine Republic,Argentine Peso Fuerte
290,Dollars,1873,Argentine Republic,US Dollar
291,Pesos Fuertes,1873,Argentine Republic,Argentine Peso Fuerte
292,Dollars,1874,Argentine Republic,US Dollar
293,Pesos Fuertes,1874,Argentine Republic,Argentine Peso Fuerte
294,Dollars,1875,Argentine Republic,US Dollar
295,Pesos Fuertes,1875,Argentine Republic,Argentine Peso Fuerte
296,Dollars,1876,Argentine Republic,US Dollar
297,Pesos Fuertes,1876,Argentine Republic,Argentine Peso Fuerte
298,Dollars,1877,Argentine Republic,US Dollar
299,Pesos Fuertes,1877,Argentine Republic,Argentine Peso Fuerte
300,Dollars,1878,Argentine Republic,US Dollar
301,Pesos Fuertes,1878,Argentine Republic,Argentine Peso Fuerte
302,Dollars,1879,Argentine Republic,US Dollar
303,Pesos Fuertes,1879,Argentine Republic,Argentine Peso Fuerte
304,livres sterling,1880,Argentine Republic,Sterling Pound
305,Pesos Nacionales (ou Pesos Oro),1880,Argentine Republic,Argentine Gold Peso
306,livres sterling,1881,Argentine Republic,Sterling Pound
307,Pesos Nacionales (ou Pesos Oro),1881,Argentine Republic,Argentine Gold Peso
308,livres sterling,1882,Argentine Republic,Sterling Pound
309,Pesos Nacionales (ou Pesos Oro),1882,Argentine Republic,Argentine Gold Peso
310,livres sterling,1883,Argentine Republic,Sterling Pound
311,Pesos Nacionales (ou Pesos Oro),1883,Argentine Republic,Argentine Gold Peso
312,livres sterling,1884,Argentine Republic,Sterling Pound
313,Pesos Nacionales (ou Pesos Oro),1884,Argentine Republic,Argentine Gold Peso
314,livres sterling,1885,Argentine Republic,Sterling Pound
315,Pesos Nacionales (ou Pesos Oro),1885,Argentine Republic,Argentine Gold Peso
316,livres sterling,1886,Argentine Republic,Sterling Pound
317,Pesos Nacionales (ou Pesos Oro),1886,Argentine Republic,Argentine Gold Peso
318,livres sterling,1887,Argentine Republic,Sterling Pound
319,Pesos Nacionales (ou Pesos Oro),1887,Argentine Republic,Argentine Gold Peso
320,livres sterling,1888,Argentine Republic,Sterling Pound
321,Pesos Nacionales (ou Pesos Oro),1888,Argentine Republic,Argentine Gold Peso
322,livres sterling,1889,Argentine Republic,Sterling Pound
323,Pesos Nacionales (ou Pesos Oro),1889,Argentine Republic,Argentine Gold Peso
324,Pesos Oro (ou Pesos Nac.),1889,Argentine Republic,Argentine Gold Peso
325,livres sterling,1890,Argentine Republic,Sterling Pound
326,Pesos Nacionales (ou Pesos Oro),1890,Argentine Republic,Argentine Gold Peso
327,Pesos Oro (ou Pesos Nac.),1890,Argentine Republic,Argentine Gold Peso
328,livres sterling,1891,Argentine Republic,Sterling Pound
329,Pesos Nacionales (ou Pesos Oro),1891,Argentine Republic,Argentine Gold Peso
330,Pesos Oro,1891,Argentine Republic,Argentine Gold Peso
331,Pesos Nacionales (ou Pesos Oro),1892,Argentine Republic,Argentine Gold Peso
332,Pesos Oro,1892,Argentine Republic,Argentine Gold Peso
333,Pesos Nacionales (ou Pesos Oro),1893,Argentine Republic,Argentine Gold Peso
334,Pesos Oro,1893,Argentine Republic,Argentine Gold Peso
335,Pesos Nacionales (ou Pesos Oro),1894,Argentine Republic,Argentine Gold Peso
336,Pesos Oro,1894,Argentine Republic,Argentine Gold Peso
337,Pesos Nacionales (ou Pesos Oro),1895,Argentine Republic,Argentine Gold Peso
338,Pesos Oro,1895,Argentine Republic,Argentine Gold Peso
339,Pesos Oro,1896,Argentine Republic,Argentine Gold Peso
340,Pesos Oro,1897,Argentine Republic,Argentine Gold Peso
341,Pesos Oro,1898,Argentine Republic,Argentine Gold Peso
342,Pesos Oro,1899,Argentine Republic,Argentine Gold Peso
343,Pesos Oro,1900,Argentine Republic,Argentine Gold Peso
344,Pesos Oro,1901,Argentine Republic,Argentine Gold Peso
345,Pesos Oro,1902,Argentine Republic,Argentine Gold Peso
346,Pesos Oro,1903,Argentine Republic,Argentine Gold Peso
347,Pesos Oro,1904,Argentine Republic,Argentine Gold Peso
348,Pesos Oro,1905,Argentine Republic,Argentine Gold Peso
349,Pesos Oro,1906,Argentine Republic,Argentine Gold Peso
350,Pesos Oro,1907,Argentine Republic,Argentine Gold Peso
351,Pesos Oro,1908,Argentine Republic,Argentine Gold Peso
352,Pesos Oro,1909,Argentine Republic,Argentine Gold Peso
353,Pesos Oro,1910,Argentine Republic,Argentine Gold Peso
354,Pesos Oro,1911,Argentine Republic,Argentine Gold Peso
355,Pesos Oro,1912,Argentine Republic,Argentine Gold Peso
356,Pesos Oro,1913,Argentine Republic,Argentine Gold Peso
357,Pesos Oro,1914,Argentine Republic,Argentine Gold Peso
358,Pesos Oro,1915,Argentine Republic,Argentine Gold Peso
359,Pesos Oro,1916,Argentine Republic,Argentine Gold Peso
360,Pesos Oro,1917,Argentine Republic,Argentine Gold Peso
361,Pesos Oro,1918,Argentine Republic,Argentine Gold Peso
362,florins,1891,AUH,Austria-Hungary Guilder
363,sterling,1910,AUS,Sterling Pound
364,Livre sterling,1870,Australasia: New South Wales,Sterling Pound
365,Livre sterling,1871,Australasia: New South Wales,Sterling Pound
366,Livre sterling,1872,Australasia: New South Wales,Sterling Pound
367,Livre sterling,1873,Australasia: New South Wales,Sterling Pound
368,Livre sterling,1874,Australasia: New South Wales,Sterling Pound
369,Livre sterling,1875,Australasia: New South Wales,Sterling Pound
370,Livre sterling,1876,Australasia: New South Wales,Sterling Pound
371,Livre sterling,1877,Australasia: New South Wales,Sterling Pound
372,Livre sterling,1878,Australasia: New South Wales,Sterling Pound
373,Livre sterling,1879,Australasia: New South Wales,Sterling Pound
374,Livre sterling,1880,Australasia: New South Wales,Sterling Pound
375,Livre sterling,1881,Australasia: New South Wales,Sterling Pound
376,Livre sterling,1882,Australasia: New South Wales,Sterling Pound
377,Livre sterling,1883,Australasia: New South Wales,Sterling Pound
378,Livre sterling,1884,Australasia: New South Wales,Sterling Pound
379,Livre sterling,1870,Australasia: New Zealand,Sterling Pound
380,Livre sterling,1871,Australasia: New Zealand,Sterling Pound
381,Livre sterling,1872,Australasia: New Zealand,Sterling Pound
382,Livre sterling,1873,Australasia: New Zealand,Sterling Pound
383,Livre sterling,1874,Australasia: New Zealand,Sterling Pound
384,Livre sterling,1875,Australasia: New Zealand,Sterling Pound
385,Livre sterling,1876,Australasia: New Zealand,Sterling Pound
386,Livre sterling,1877,Australasia: New Zealand,Sterling Pound
387,Livre sterling,1878,Australasia: New Zealand,Sterling Pound
388,Livre sterling,1879,Australasia: New Zealand,Sterling Pound
389,Livre sterling,1880,Australasia: New Zealand,Sterling Pound
390,Livre sterling,1881,Australasia: New Zealand,Sterling Pound
391,Livre sterling,1882,Australasia: New Zealand,Sterling Pound
392,Livre sterling,1883,Australasia: New Zealand,Sterling Pound
393,Livre sterling,1884,Australasia: New Zealand,Sterling Pound
394,Livre sterling,1870,Australasia: South Australia,Sterling Pound
395,Livre sterling,1871,Australasia: South Australia,Sterling Pound
396,Livre sterling,1872,Australasia: South Australia,Sterling Pound
397,Livre sterling,1873,Australasia: South Australia,Sterling Pound
398,Livre sterling,1874,Australasia: South Australia,Sterling Pound
399,Livre sterling,1875,Australasia: South Australia,Sterling Pound
400,Livre sterling,1876,Australasia: South Australia,Sterling Pound
401,Livre sterling,1877,Australasia: South Australia,Sterling Pound
402,Livre sterling,1878,Australasia: South Australia,Sterling Pound
403,Livre sterling,1879,Australasia: South Australia,Sterling Pound
404,Livre sterling,1880,Australasia: South Australia,Sterling Pound
405,Livre sterling,1881,Australasia: South Australia,Sterling Pound
406,Livre sterling,1882,Australasia: South Australia,Sterling Pound
407,Livre sterling,1883,Australasia: South Australia,Sterling Pound
408,Livre sterling,1884,Australasia: South Australia,Sterling Pound
409,Livre sterling,1870,Australasia: Tasmania,Sterling Pound
410,Livre sterling,1871,Australasia: Tasmania,Sterling Pound
411,Livre sterling,1872,Australasia: Tasmania,Sterling Pound
412,Livre sterling,1873,Australasia: Tasmania,Sterling Pound
413,Livre sterling,1874,Australasia: Tasmania,Sterling Pound
414,Livre sterling,1875,Australasia: Tasmania,Sterling Pound
415,Livre sterling,1876,Australasia: Tasmania,Sterling Pound
416,Livre sterling,1877,Australasia: Tasmania,Sterling Pound
417,Livre sterling,1878,Australasia: Tasmania,Sterling Pound
418,Livre sterling,1879,Australasia: Tasmania,Sterling Pound
419,Livre sterling,1880,Australasia: Tasmania,Sterling Pound
420,Livre sterling,1881,Australasia: Tasmania,Sterling Pound
421,Livre sterling,1882,Australasia: Tasmania,Sterling Pound
422,Livre sterling,1883,Australasia: Tasmania,Sterling Pound
423,Livre sterling,1884,Australasia: Tasmania,Sterling Pound
424,Livre sterling,1870,Australasia: Victoria,Sterling Pound
425,Livre sterling,1871,Australasia: Victoria,Sterling Pound
426,Livre sterling,1872,Australasia: Victoria,Sterling Pound
427,Livre sterling,1873,Australasia: Victoria,Sterling Pound
428,Livre sterling,1874,Australasia: Victoria,Sterling Pound
429,Livre sterling,1875,Australasia: Victoria,Sterling Pound
430,Livre sterling,1876,Australasia: Victoria,Sterling Pound
431,Livre sterling,1877,Australasia: Victoria,Sterling Pound
432,Livre sterling,1878,Australasia: Victoria,Sterling Pound
433,Livre sterling,1879,Australasia: Victoria,Sterling Pound
434,Livre sterling,1880,Australasia: Victoria,Sterling Pound
435,Livre sterling,1881,Australasia: Victoria,Sterling Pound
436,Livre sterling,1882,Australasia: Victoria,Sterling Pound
437,Livre sterling,1883,Australasia: Victoria,Sterling Pound
438,Livre sterling,1884,Australasia: Victoria,Sterling Pound
439,Livre sterling,1870,Australasia: Western Australia,Sterling Pound
440,Livre sterling,1871,Australasia: Western Australia,Sterling Pound
441,Livre sterling,1872,Australasia: Western Australia,Sterling Pound
442,Livre sterling,1873,Australasia: Western Australia,Sterling Pound
443,Livre sterling,1874,Australasia: Western Australia,Sterling Pound
444,Livre sterling,1875,Australasia: Western Australia,Sterling Pound
445,Livre sterling,1876,Australasia: Western Australia,Sterling Pound
446,Livre sterling,1877,Australasia: Western Australia,Sterling Pound
447,Livre sterling,1878,Australasia: Western Australia,Sterling Pound
448,Livre sterling,1879,Australasia: Western Australia,Sterling Pound
449,Livre sterling,1880,Australasia: Western Australia,Sterling Pound
450,Livre sterling,1881,Australasia: Western Australia,Sterling Pound
451,Livre sterling,1882,Australasia: Western Australia,Sterling Pound
452,Livre sterling,1883,Australasia: Western Australia,Sterling Pound
453,Livre sterling,1884,Australasia: Western Australia,Sterling Pound
454,livre sterling,1867,Australasie-Australie Ouest,Sterling Pound
455,livre sterling,1870,Australasie-Australie Ouest,Sterling Pound
456,livre sterling,1875,Australasie-Australie Ouest,Sterling Pound
457,livre sterling,1880,Australasie-Australie Ouest,Sterling Pound
458,livre sterling,1890,Australasie-Australie Ouest,Sterling Pound
459,livre sterling,1867,Australasie-Autralie Sud,Sterling Pound
460,livre sterling,1870,Australasie-Autralie Sud,Sterling Pound
461,livre sterling,1875,Australasie-Autralie Sud,Sterling Pound
462,livre sterling,1880,Australasie-Autralie Sud,Sterling Pound
463,livre sterling,1890,Australasie-Autralie Sud,Sterling Pound
464,livre sterling,1867,Australasie-Nle Galles Sud,Sterling Pound
465,livre sterling,1870,Australasie-Nle Galles Sud,Sterling Pound
466,livre sterling,1875,Australasie-Nle Galles Sud,Sterling Pound
467,livre sterling,1880,Australasie-Nle Galles Sud,Sterling Pound
468,livre sterling,1890,Australasie-Nle Galles Sud,Sterling Pound
469,livre sterling,1867,Australasie-Nle-Zélande,Sterling Pound
470,livre sterling,1870,Australasie-Nle-Zélande,Sterling Pound
471,livre sterling,1875,Australasie-Nle-Zélande,Sterling Pound
472,livre sterling,1880,Australasie-Nle-Zélande,Sterling Pound
473,livre sterling,1890,Australasie-Nle-Zélande,Sterling Pound
474,livre sterling,1867,Australasie-Queensland,Sterling Pound
475,livre sterling,1870,Australasie-Queensland,Sterling Pound
476,livre sterling,1875,Australasie-Queensland,Sterling Pound
477,livre sterling,1880,Australasie-Queensland,Sterling Pound
478,livre sterling,1890,Australasie-Queensland,Sterling Pound
479,livre sterling,1867,Australasie-Tasmanie,Sterling Pound
480,livre sterling,1870,Australasie-Tasmanie,Sterling Pound
481,livre sterling,1875,Australasie-Tasmanie,Sterling Pound
482,livre sterling,1880,Australasie-Tasmanie,Sterling Pound
483,livre sterling,1890,Australasie-Tasmanie,Sterling Pound
484,livre sterling,1867,Australasie-Victoria,Sterling Pound
485,livre sterling,1870,Australasie-Victoria,Sterling Pound
486,livre sterling,1875,Australasie-Victoria,Sterling Pound
487,livre sterling,1880,Australasie-Victoria,Sterling Pound
488,livre sterling,1890,Australasie-Victoria,Sterling Pound
489,livre sterling,1900,Australie,Sterling Pound
490,livre sterling,1910,Australie,Sterling Pound
491,£,1926,Australie,Australian Pound
492,£,1927,Australie,Australian Pound
493,£,1928,Australie,Australian Pound
494,livres australiennes,1929,Australie,Australian Pound
495,livres sterling,1929,Australie,Sterling Pound
496,livres australiennes,1930,Australie,Australian Pound
497,livres sterling,1930,Australie,Sterling Pound
498,livres australiennes,1931,Australie,Australian Pound
499,livres sterling,1931,Australie,Sterling Pound
500,livres australiennes,1932,Australie,Australian Pound
501,livres sterling,1932,Australie,Sterling Pound
502,livres australiennes,1933,Australie,Australian Pound
503,livres sterling,1933,Australie,Sterling Pound
504,livres australiennes,1934,Australie,Australian Pound
505,livres sterling,1934,Australie,Sterling Pound
506,livres australiennes,1935,Australie,Australian Pound
507,livres sterling,1935,Australie,Sterling Pound
508,livres australiennes,1936,Australie,Australian Pound
509,livres sterling,1936,Australie,Sterling Pound
510,livres australiennes,1937,Australie,Australian Pound
511,livres sterling,1937,Australie,Sterling Pound
512,livres australiennes,1938,Australie,Australian Pound
513,livres sterling,1938,Australie,Sterling Pound
514,Francs,1851,Australie (Victoria),French Franc
515,Francs,1852,Australie (Victoria),French Franc
516,Francs,1853,Australie (Victoria),French Franc
517,Francs,1854,Australie (Victoria),French Franc
518,Francs,1855,Australie (Victoria),French Franc
519,Francs,1856,Australie (Victoria),French Franc
520,Francs,1857,Australie (Victoria),French Franc
521,Francs,1858,Australie (Victoria),French Franc
522,Francs,1859,Australie (Victoria),French Franc
523,Francs,1860,Australie (Victoria),French Franc
524,Francs,1861,Australie (Victoria),French Franc
525,Francs,1862,Australie (Victoria),French Franc
526,Francs,1863,Australie (Victoria),French Franc
527,Francs,1864,Australie (Victoria),French Franc
528,Livres sterling,1865,Australie (Victoria),Sterling Pound
529,sterling,1890,Australie Meridionale,Sterling Pound
530,Francs,1857,Australie Méridionale,French Franc
531,Francs,1858,Australie Méridionale,French Franc
532,Francs,1859,Australie Méridionale,French Franc
533,Francs,1860,Australie Méridionale,French Franc
534,Francs,1861,Australie Méridionale,French Franc
