year,reporting,partner,flow,expimp,nb,"group_concat(distinct partner)"
1931,Sweden,"Svalbard Is.",8803.33559563413,Imp,1,Spitsbergen
1931,Sweden,"United Kingdom",140720.691151437,Exp,1,"Northern Ireland"
1931,Sweden,"United Kingdom",11789.962060103,Imp,1,"Northern Ireland"
1932,Sweden,Australia,8581.27990651008,Exp,1,"Australia (other)"
1932,Sweden,Australia,3661.74124979602,Imp,1,"Australia (other)"
1932,Sweden,"Svalbard Is.",815.510062273974,Exp,1,Spitsbergen
1932,Sweden,"United Kingdom",101053.393484131,Exp,1,"Northern Ireland"
1932,Sweden,"United Kingdom",16808.4456774071,Imp,1,"Northern Ireland"
1933,Sweden,Australia,3611.39602326272,Exp,1,"Australia (other)"
1933,Sweden,Australia,8.59075218543529,Imp,1,"Australia (other)"
1933,Sweden,"Svalbard Is.",7.44531856071058,Exp,1,Spitsbergen
1933,Sweden,"Svalbard Is.",19.8368277736415,Imp,1,Spitsbergen
1933,Sweden,"United Kingdom",88522.7550802584,Exp,1,"Northern Ireland"
1933,Sweden,"United Kingdom",22896.8537020935,Imp,1,"Northern Ireland"
1934,Sweden,Australia,4930.54732317271,Exp,1,"Australia (other)"
1934,Sweden,Australia,5.41189689563286,Imp,1,"Australia (other)"
1934,Sweden,"Svalbard Is.",788.899941757681,Exp,1,Spitsbergen
1934,Sweden,"Svalbard Is.",4.79339439327482,Imp,1,Spitsbergen
1934,Sweden,"United Kingdom",102281.088770572,Exp,1,"Northern Ireland"
1934,Sweden,"United Kingdom",39770.0716947484,Imp,1,"Northern Ireland"
1935,Sweden,Australia,8253.62871634159,Exp,1,"Australia (other)"
1935,Sweden,Australia,0.773163993237392,Imp,1,"Australia (other)"
1935,Sweden,"Svalbard Is.",1479.16580759556,Exp,1,Spitsbergen
1935,Sweden,"Svalbard Is.",6.18531194589914,Imp,1,Spitsbergen
1935,Sweden,"United Kingdom",82776.5349882479,Exp,1,"Northern Ireland"
1935,Sweden,"United Kingdom",58567.8425631933,Imp,1,"Northern Ireland"
1936,Sweden,Australia,12282.4742268041,Exp,1,"Australia (other)"
1936,Sweden,Australia,275231.340206186,Imp,1,"Australia (other)"
1936,Sweden,"Svalbard Is.",862.525773195876,Exp,1,Spitsbergen
1936,Sweden,"United Kingdom",87325.7731958763,Exp,1,"Northern Ireland"
1936,Sweden,"United Kingdom",66564.381443299,Imp,1,"Northern Ireland"
1937,Sweden,Australia,8672.89979744043,Exp,1,"Australia (other)"
1937,Sweden,Australia,437932.810011494,Imp,1,"Australia (other)"
1937,Sweden,"Svalbard Is.",2236.55659040187,Exp,1,Spitsbergen
1937,Sweden,"United Kingdom",91803.3986712505,Exp,1,"Northern Ireland"
1937,Sweden,"United Kingdom",96905.7866063283,Imp,1,"Northern Ireland"
1938,Sweden,Australia,16092.838742916,Exp,1,"Australia (other)"
1938,Sweden,Australia,249886.347243689,Imp,1,"Australia (other)"
1938,Sweden,"Svalbard Is.",3197.83616692427,Exp,1,Spitsbergen
1938,Sweden,"Svalbard Is.",28.5419886656363,Imp,1,Spitsbergen
1938,Sweden,"United Kingdom",61528.4389489954,Exp,1,"Northern Ireland"
1938,Sweden,"United Kingdom",66763.8845955693,Imp,1,"Northern Ireland"
1905,Switzerland,"Turkey (Ottoman Empire)",219320.404922588,Exp,1,"European Turkey"
1905,Switzerland,"Turkey (Ottoman Empire)",69715.1250496229,Imp,1,"European Turkey"
1836,Syria,Tuscany,85192.481973285,Exp,1,Livorno
1836,Syria,Tuscany,192233.736553844,Imp,1,Livorno
1837,Syria,Tuscany,62737.5378683558,Exp,1,Livorno
1837,Syria,Tuscany,127371.444308927,Imp,1,Livorno
1838,Syria,Tuscany,46665.6175000984,Exp,1,Livorno
1838,Syria,Tuscany,69197.781012708,Imp,1,Livorno
1839,Syria,Tuscany,47164.5589755826,Exp,1,Livorno
1839,Syria,Tuscany,69911.7155810069,Imp,1,Livorno
1851,Syria,"Kingdom of Sardinia",8183.23415471864,Exp,1,Sardinia
1851,Syria,"Kingdom of Sardinia",5055.11402212548,Imp,1,Sardinia
1851,Syria,"Turkey (Ottoman Empire)",5351.6514237789,Exp,1,Jerusalem
1851,Syria,"Turkey (Ottoman Empire)",8878.15008586605,Imp,1,Jerusalem
1851,Syria,"Two Sicilies",3778.10615439914,Exp,1,Naples
1834,Syros,"Turkey (Ottoman Empire)",156737.000158053,Exp,1,"Turkey (Ottoman Empire) (other)"
1834,Syros,"Turkey (Ottoman Empire)",127552.552552553,Imp,1,"Turkey (Ottoman Empire) (other)"
1835,Syros,"Turkey (Ottoman Empire)",122192.06105669,Exp,1,"Turkey (Ottoman Empire) (other)"
1835,Syros,"Turkey (Ottoman Empire)",112356.898383099,Imp,1,"Turkey (Ottoman Empire) (other)"
1845,"Table Bay","Namibia (South West Africa) (German South West Africa)",4958.6131500859,Imp,1,"Ichaboe Island"
1845,"Table Bay",Natal,7223.1766359519,Imp,1,"Durban (Port Natal)"
1896,Tahiti,France,12554.6642309678,Imp,1,"France (French produce)"
1897,Tahiti,France,15516.9643212283,Imp,1,"France (French produce)"
1898,Tahiti,France,28092.4319828918,Imp,1,"France (French produce)"
1899,Tahiti,France,13045.9829398929,Imp,1,"France (French produce)"
1900,Tahiti,France,23011.414707871,Imp,1,"France (French produce)"
1901,Tahiti,France,27364.6520874752,Imp,1,"France (French produce)"
1902,Tahiti,France,24484.2469567985,Imp,1,"France (French produce)"
1903,Tahiti,France,27279.0040965676,Imp,1,"France (French produce)"
1834,Tarsus,Syria,1580.52789631737,Exp,1,"Syria (other)"
1834,Tarsus,Syria,7120.27817290975,Imp,1,"Syria (other)"
1837,Tarsus,Tuscany,5508.12448361333,Exp,1,Livorno
1841,Tarsus,Syria,7244.36878983413,Exp,1,"Syria (other)"
1841,Tarsus,Syria,26760.6191362179,Imp,1,"Syria (other)"
1842,Tarsus,Syria,15161.0369206599,Exp,1,"Syria (other)"
1842,Tarsus,Syria,20777.690494894,Imp,1,"Syria (other)"
1864,"Thailand (Siam)",Chile,7961.34194161683,Exp,1,"Valparaíso"
1864,"Thailand (Siam)","Indonesia (Dutch East Indies)",40123.5790390938,Exp,1,Java
1864,"Thailand (Siam)","Malaysia (British Malaya)",101120.925258447,Imp,1,"Malaysia (British Malaya) (other)"
1928,"Thailand (Siam)","Indonesia (Dutch East Indies)",41011.8642956879,Exp,1,"Dutch Borneo"
1930,"Thailand (Siam)","Egypt Arab Republic (Egypt)",89.2745240638175,Imp,1,"Port Said"
1930,"Thailand (Siam)","Indonesia (Dutch East Indies)",10387.806157523,Imp,1,"Dutch Borneo"
1931,"Thailand (Siam)","Egypt Arab Republic (Egypt)",3.91715564204971,Imp,1,"Port Said"
1931,"Thailand (Siam)","Indonesia (Dutch East Indies)",1311.26785117614,Imp,1,"Dutch Borneo"
1932,"Thailand (Siam)","Egypt Arab Republic (Egypt)",153.285616762449,Imp,1,"Port Said"
1932,"Thailand (Siam)","Indonesia (Dutch East Indies)",116.66623994504,Imp,1,"Dutch Borneo"
1933,"Thailand (Siam)","Egypt Arab Republic (Egypt)",9.17070368715797,Imp,1,"Port Said"
1933,"Thailand (Siam)","Indonesia (Dutch East Indies)",14.5814188625812,Imp,1,"Dutch Borneo"
1934,"Thailand (Siam)","Egypt Arab Republic (Egypt)",4.85700418066644,Imp,1,"Port Said"
1934,"Thailand (Siam)","Indonesia (Dutch East Indies)",89.9920397248008,Imp,1,"Dutch Borneo"
1935,"Thailand (Siam)","Egypt Arab Republic (Egypt)",23.8332084943517,Imp,1,"Port Said"
1935,"Thailand (Siam)","Indonesia (Dutch East Indies)",789.429198282141,Imp,1,"Dutch Borneo"
1936,"Thailand (Siam)","Egypt Arab Republic (Egypt)",29.2822829220013,Imp,1,"Port Said"
1936,"Thailand (Siam)","Indonesia (Dutch East Indies)",25.8965189591449,Imp,1,"Dutch Borneo"
1937,"Thailand (Siam)","Egypt Arab Republic (Egypt)",225.851968262526,Imp,1,"Port Said"
1938,"Thailand (Siam)","Egypt Arab Republic (Egypt)",13.7508892984753,Imp,1,"Port Said"
1833,Thessaloniki,"Kingdom of Sardinia",12407.4436826641,Exp,1,Sardinia
1833,Thessaloniki,"Kingdom of Sardinia",2570.02938295788,Imp,1,Sardinia
1834,Thessaloniki,"Kingdom of Sardinia",7554.92334439703,Exp,1,Sardinia
1834,Thessaloniki,"Kingdom of Sardinia",3903.9039039039,Imp,1,Sardinia
1835,Thessaloniki,"Kingdom of Sardinia",420.944962429679,Exp,1,Sardinia
1835,Thessaloniki,"Kingdom of Sardinia",3064.63668909084,Imp,1,Sardinia
1836,Thessaloniki,"Kingdom of Sardinia",1107.21462626581,Exp,1,Sardinia
1836,Thessaloniki,"Kingdom of Sardinia",10496.8674888687,Imp,1,Sardinia
1837,Thessaloniki,"Kingdom of Sardinia",9324.46787583114,Exp,1,Sardinia
1837,Thessaloniki,"Kingdom of Sardinia",3619.62466066019,Imp,1,Sardinia
1838,Thessaloniki,"Kingdom of Sardinia",12350.0019671873,Exp,1,Sardinia
1838,Thessaloniki,"Kingdom of Sardinia",7443.8368021403,Imp,1,Sardinia
1845,Thessaloniki,Italy,1093.23754490083,Exp,1,"Italy (other)"
1845,Thessaloniki,Italy,1405.59112915821,Imp,1,"Italy (other)"
1845,Thessaloniki,"Kingdom of Sardinia",13275.0273309386,Exp,1,Sardinia
1845,Thessaloniki,"Kingdom of Sardinia",7730.75121037014,Imp,1,Sardinia
1921,"Togo (French Togoland)",France,26473.482400002,Imp,1,"France (French produce)"
1909,"Tonga (Haʻapai)","Hawaii (Sandwich Is.)",5.0,Imp,1,Honolulu
1910,"Tonga (Haʻapai)","Hawaii (Sandwich Is.)",5.0,Imp,1,Honolulu
1896,Tonkin,France,480258.448830467,Imp,1,"France (French produce)"
1897,Tonkin,France,586009.188178672,Imp,1,"France (French produce)"
1898,Tonkin,France,706281.17698309,Imp,1,"France (French produce)"
1899,Tonkin,France,1157115.81035509,Imp,1,"France (French produce)"
1900,Tonkin,France,1121239.58954779,Imp,1,"France (French produce)"
1834,Trabzon,"Iran (Persia)",495376.955903272,Exp,1,"Tabriz (Tauris)"
1834,Trabzon,"Iran (Persia)",49063.537221432,Imp,1,"Tabriz (Tauris)"
1834,Trabzon,"United Kingdom",454.401770191244,Exp,1,London
1834,Trabzon,"United Kingdom",9206.57499604868,Imp,1,London
1835,Trabzon,"Iran (Persia)",840536.606475471,Exp,1,"Tabriz (Tauris)"
1835,Trabzon,"Iran (Persia)",504543.845155199,Imp,1,"Tabriz (Tauris)"
1835,Trabzon,Sicily,279.318619929974,Imp,1,Trapani
1836,Trabzon,"Iran (Persia)",1249324.24445408,Exp,1,"Tabriz (Tauris)"
1836,Trabzon,"Iran (Persia)",392781.433468616,Imp,1,"Tabriz (Tauris)"
1837,Trabzon,"Iran (Persia)",939910.29625841,Exp,1,"Tabriz (Tauris)"
1837,Trabzon,"Iran (Persia)",440744.383680214,Imp,1,"Tabriz (Tauris)"
1838,Trabzon,"Iran (Persia)",991336.507062202,Exp,1,"Tabriz (Tauris)"
1838,Trabzon,"Iran (Persia)",325223.275760318,Imp,1,"Tabriz (Tauris)"
1838,Trabzon,Moldavia,1258.99988196876,Imp,1,"Galați"
1839,Trabzon,"Iran (Persia)",912435.377396007,Exp,1,"Tabriz (Tauris)"
1839,Trabzon,"Iran (Persia)",303925.077547125,Imp,1,"Tabriz (Tauris)"
1839,Trabzon,"United Kingdom",3547.28386224449,Exp,1,London
1846,Trabzon,"Iran (Persia)",1249853.53278913,Exp,1,"Tabriz (Tauris)"
1846,Trabzon,"Iran (Persia)",256923.016833965,Imp,1,"Tabriz (Tauris)"
1846,Trabzon,"Russia (USSR)",48900.5194703746,Exp,1,"Russia (Black Sea)"
1846,Trabzon,"Russia (USSR)",49994.1413115651,Imp,1,"Russia (Black Sea)"
1853,Trabzon,"Iran (Persia)",885128.409317141,Exp,1,"Tabriz (Tauris)"
1853,Trabzon,"Iran (Persia)",559068.285884929,Imp,1,"Tabriz (Tauris)"
1834,Trieste,"Kingdom of Sardinia",25588.7466413782,Exp,1,Sardinia
1834,Trieste,"Kingdom of Sardinia",34767.6623992413,Imp,1,Sardinia
1835,Trieste,"Kingdom of Sardinia",23533.5772453676,Exp,1,Sardinia
1835,Trieste,"Kingdom of Sardinia",33124.8278846532,Imp,1,Sardinia
1835,Trieste,"Turkey (Ottoman Empire)",666969.589677013,Exp,1,"Turkey (Ottoman Empire) (other)"
1835,Trieste,"Turkey (Ottoman Empire)",639667.178095126,Imp,1,"Turkey (Ottoman Empire) (other)"
1836,Trieste,"Kingdom of Sardinia",35820.954332322,Exp,1,Sardinia
1836,Trieste,"Kingdom of Sardinia",38161.4720832184,Imp,1,Sardinia
1837,Trieste,"Kingdom of Sardinia",43089.2709603808,Exp,1,Sardinia
1837,Trieste,"Kingdom of Sardinia",42270.9210371012,Imp,1,Sardinia
1839,Trieste,"Kingdom of Sardinia",57567.8040244969,Exp,1,Sardinia
1839,Trieste,"Kingdom of Sardinia",95625.5468066492,Imp,1,Sardinia
1844,Trieste,"Kingdom of Sardinia",23154.2926618818,Exp,1,Sardinia
1844,Trieste,"Kingdom of Sardinia",82792.014746833,Imp,1,Sardinia
1930,"Trinidad and Tobago",Panama,160.0,Exp,1,"Colón"
1931,"Trinidad and Tobago",Panama,286.0,Exp,1,"Colón"
1935,"Trinidad and Tobago","Indonesia (Dutch East Indies)",20.2083333333333,Exp,1,"Jakarta (Batavia)"
1935,"Trinidad and Tobago","Indonesia (Dutch East Indies)",18.9583333333333,Imp,1,Sumatra
1833,"Tripoli (Tripolitania)","Turkey (Ottoman Empire)",2037.21841332027,Imp,1,"Istanbul (Constantinople)"
1838,"Tripoli (Tripolitania)","Turkey (Ottoman Empire)",3100.28720934807,Imp,1,"Izmir (Smyrna)"
1835,"Tripolitania (Regency of Tripoli)",Cyrenaica,1211.69204138636,Exp,1,Benghazi
1835,"Tripolitania (Regency of Tripoli)",Cyrenaica,15366.458161218,Imp,1,Benghazi
1835,"Tripolitania (Regency of Tripoli)","Turkey (Ottoman Empire)",177.032928124631,Exp,1,"Izmir (Smyrna)"
1835,"Tripolitania (Regency of Tripoli)","Turkey (Ottoman Empire)",3670.48270978402,Imp,1,"Izmir (Smyrna)"
1836,"Tripolitania (Regency of Tripoli)",Cyrenaica,2458.7257181134,Exp,1,Benghazi
1836,"Tripolitania (Regency of Tripoli)",Cyrenaica,6134.9934985618,Imp,1,Benghazi
1839,"Tripolitania (Regency of Tripoli)","Egypt Arab Republic (Egypt)",198.838781515947,Exp,1,Alexandria
1927,"Tripolitania (Regency of Tripoli)","Indonesia (Dutch East Indies)",12799.5811561392,Imp,1,Java
1928,"Tripolitania (Regency of Tripoli)","Indonesia (Dutch East Indies)",22526.6580353527,Imp,1,Java
1930,"Tripolitania (Regency of Tripoli)","Indonesia (Dutch East Indies)",863.536629018699,Imp,1,Java
1833,Tunis,"Kingdom of Sardinia",145817.825661117,Exp,1,Sardinia
1833,Tunis,"Kingdom of Sardinia",270158.667972576,Imp,1,Sardinia
1834,Tunis,"Kingdom of Sardinia",288560.929350403,Exp,1,Sardinia
1834,Tunis,"Kingdom of Sardinia",111494.389125968,Imp,1,Sardinia
1835,Tunis,"Kingdom of Sardinia",264022.974940006,Exp,1,Sardinia
1835,Tunis,"Kingdom of Sardinia",44620.1660175459,Imp,1,Sardinia
1836,Tunis,"Kingdom of Sardinia",16076.3190146919,Exp,1,Sardinia
1836,Tunis,"Kingdom of Sardinia",12600.0514442208,Imp,1,Sardinia
1839,Tunis,"Kingdom of Sardinia",28274.8747315991,Exp,1,Sardinia
1839,Tunis,"Kingdom of Sardinia",13917.5216734427,Imp,1,Sardinia
1837,"Tunisia (Regency of Tunis)","Kingdom of Sardinia",30643.0735334377,Exp,1,Sardinia
1837,"Tunisia (Regency of Tunis)","Kingdom of Sardinia",20513.4358893492,Imp,1,Sardinia
1848,"Tunisia (Regency of Tunis)","Barbary Coast (Algiers & Morocco & Tripoli & Tunis)",7658.17067902447,Exp,1,"Barbary Coast (Algiers & Morocco & Tripoli & Tunis) (other)"
1848,"Tunisia (Regency of Tunis)","Barbary Coast (Algiers & Morocco & Tripoli & Tunis)",2356.36020893061,Imp,1,"Barbary Coast (Algiers & Morocco & Tripoli & Tunis) (other)"
1848,"Tunisia (Regency of Tunis)","Two Sicilies",3102.54094175863,Exp,1,Naples
1848,"Tunisia (Regency of Tunis)","Two Sicilies",8168.71539095943,Imp,1,Naples
1916,"Tunisia (Regency of Tunis)",Greece,230582.560569907,Exp,1,Thessaloniki
1917,"Tunisia (Regency of Tunis)",Greece,185478.30079967,Exp,1,Thessaloniki
1919,"Tunisia (Regency of Tunis)","Cape Colony (Cape of Good Hope)",8056.3989999928,Imp,1,"Cape Town"
1919,"Tunisia (Regency of Tunis)",Greece,28624.3530299744,Exp,1,Thessaloniki
1919,"Tunisia (Regency of Tunis)",Greece,2877.47173999743,Imp,1,Thessaloniki
1919,"Tunisia (Regency of Tunis)",Sicily,11220.11753199,Exp,1,Ragusa
1920,"Tunisia (Regency of Tunis)","Cape Colony (Cape of Good Hope)",1054.2960000008,Imp,1,"Cape Town"
1920,"Tunisia (Regency of Tunis)","Turkey (Ottoman Empire)",678.849480000518,Imp,1,"Izmir (Smyrna)"
1928,"Tunisia (Regency of Tunis)","Argentina (La Plata)",6926.46937938027,Exp,1,"Argentina (La Plata) (other)"
1928,"Tunisia (Regency of Tunis)","Argentina (La Plata)",1141.01931771694,Imp,1,"Argentina (La Plata) (other)"
1932,"Tunisia (Regency of Tunis)","Iraq (Mesopotamia)",9162.89779981704,Imp,1,"Iraq (Mesopotamia) (other)"
1833,"Two Sicilies","Kingdom of Sardinia",110789.422135162,Exp,1,Sardinia
1833,"Two Sicilies","Kingdom of Sardinia",106906.953966699,Imp,1,Sardinia
1834,"Two Sicilies","Kingdom of Sardinia",149719.456298404,Exp,1,Sardinia
1834,"Two Sicilies","Kingdom of Sardinia",139706.812075233,Imp,1,Sardinia
1853,"Two Sicilies","Kingdom of Sardinia",119724.547083416,Exp,1,Sardinia
1853,"Two Sicilies","Kingdom of Sardinia",1046482.46068087,Imp,1,Sardinia
1856,"Two Sicilies","Papal States",39525.6916996047,Exp,1,Romagna
1909,Uganda,"Indonesia (Dutch East Indies)",195.0,Imp,1,Sumatra
1911,Uganda,"Indonesia (Dutch East Indies)",546.0,Imp,1,Sumatra
1912,Uganda,"Indonesia (Dutch East Indies)",71.0,Imp,1,Sumatra
1913,Uganda,"Indonesia (Dutch East Indies)",8259.0,Imp,1,Sumatra
1916,Uganda,"Indonesia (Dutch East Indies)",9816.0,Imp,1,Sumatra
1841,"United Kingdom","Egypt Arab Republic (Egypt)",238486.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1841,"United Kingdom","Russia (USSR)",1607175.0,Exp,1,"Russia (North and South Ports)"
1841,"United Kingdom","Turkey (Ottoman Empire)",1220261.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1842,"United Kingdom","Egypt Arab Republic (Egypt)",221003.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1842,"United Kingdom","Russia (USSR)",1885953.0,Exp,1,"Russia (North and South Ports)"
1842,"United Kingdom","Turkey (Ottoman Empire)",472288.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1843,"United Kingdom","Egypt Arab Republic (Egypt)",246565.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1843,"United Kingdom","Russia (USSR)",1895519.0,Exp,1,"Russia (North and South Ports)"
1843,"United Kingdom","Turkey (Ottoman Empire)",1699725.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1844,"United Kingdom","Egypt Arab Republic (Egypt)",402101.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1844,"United Kingdom","Russia (USSR)",2128926.0,Exp,1,"Russia (North and South Ports)"
1844,"United Kingdom","Turkey (Ottoman Empire)",2291404.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1845,"United Kingdom","Egypt Arab Republic (Egypt)",291850.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1845,"United Kingdom","Russia (USSR)",2153491.0,Exp,1,"Russia (North and South Ports)"
1845,"United Kingdom","Turkey (Ottoman Empire)",2211278.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1846,"United Kingdom","Egypt Arab Republic (Egypt)",495674.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1846,"United Kingdom","Turkey (Ottoman Empire)",1749125.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1846,"United Kingdom",Uruguay,153479.0,Exp,1,Montevideo
1847,"United Kingdom","Egypt Arab Republic (Egypt)",538308.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1847,"United Kingdom","Indonesia (Dutch East Indies)",357870.0,Exp,1,Java
1847,"United Kingdom","Turkey (Ottoman Empire)",2363442.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1847,"United Kingdom",Uruguay,334083.0,Exp,1,Montevideo
1848,"United Kingdom","Egypt Arab Republic (Egypt)",509876.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1848,"United Kingdom","Turkey (Ottoman Empire)",2664281.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1848,"United Kingdom",Uruguay,156759.0,Exp,1,Montevideo
1849,"United Kingdom",Chile,19488.0,Imp,1,Patagonia
1849,"United Kingdom","Egypt Arab Republic (Egypt)",638411.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
1849,"United Kingdom","Egypt Arab Republic (Egypt)",1263784.0,Imp,1,"Egypt Arab Republic (Egypt) (other)"
1849,"United Kingdom","Indonesia (Dutch East Indies)",138890.0,Imp,1,Java
1849,"United Kingdom","Kingdom of Sardinia",740806.0,Exp,1,Sardinia
1849,"United Kingdom","Kingdom of Sardinia",102083.0,Imp,1,Sardinia
1849,"United Kingdom","Turkey (Ottoman Empire)",2373669.0,Exp,1,"Turkey (Ottoman Empire) (other)"
1849,"United Kingdom","Turkey (Ottoman Empire)",2103708.0,Imp,1,"Turkey (Ottoman Empire) (other)"
1849,"United Kingdom",Uruguay,36666.0,Exp,1,Montevideo
1849,"United Kingdom",Uruguay,4996.0,Imp,1,Montevideo
1850,"United Kingdom",Chile,55987.0,Imp,1,Patagonia
1850,"United Kingdom","Egypt Arab Republic (Egypt)",648801.0,Exp,1,"Egypt Arab Republic (Egypt) (other)"
