source,reporting,partner,flow,unit,currency,year,export_import,special_general,species_bullions,transport_type,statistical_period,partner_sum,world_trade_type,notes,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Hong Kong,420910,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Australia,49928685,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,New Zealand,40439546,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Nauru and Western Samoa,50076,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Fiji,734446,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Other British Islands in the Pacific,16927,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Canada,50390335,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Newfoundland and Coast of Labrador,2413805,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Bermudas,6445,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Bahamas,31103,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Jamaica and Dependencies,2735704,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Leeward Islands,,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Winward Islands,,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Barbados,,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Trinidad and Tobago,2693174,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Other British West India Islands,835110,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,British Honduras,88894,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,British Guiana,1050954,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Falkland Islands and Dependencies,149386,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,British Wale Fisheries,revoir,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Anglo-Egyptian Sudan,2447978,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Soviet Union,17326619,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Finland,15215340,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Estonia,1995756,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Latvia,2714666,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Lithuania,1855683,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Sweden,17926297,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Norway,8359000,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Iceland,208981,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Denmark (including Faroë Islands),32885245,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Greenland,406,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Poland (including Dantzig),7438308,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Germany,30578031,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Netherlands,20947063,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Sumatra,1369431,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Java,4222079,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Dutch Borneo,899076,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Other Dutch Possessions in the Indian Seas,236568,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Dutch West India Islands,8999042,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Dutch Guiana,28695,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Belgium,14562926,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Belgian Congo (including Ruanda and Urundi),22058,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Luxemburg,620285,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,France,19236112,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Algeria,1675687,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Tunis,992724,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,French West and Equatorial Africa,162311,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,French Somaliland,98486,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Madagascar and Dependencies,274807,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Réunion,12981,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Syria,198691,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,French Possessions in India,239,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,French Indochina,272741,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,French Possessions in the Pacific,318,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,St. Pierre and Miquelon,172,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,French West India Islands,3688,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,French Guiana,2809,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Switzerland,5487435,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Andorra,1,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Portugal,3178806,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Azores,62577,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Madeira,195572,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Portuguese West Africa,6314,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Angola,714,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Portuguese East Africa,87371,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Portuguese Possessions in India,17506,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Portuguese Possessions in the Indian Seas,4,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Macao,935,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Spain,11262601,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Canary Islands,2068011,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Spanish Ports in the North Africa,207984,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Spanish West Africa (including Fernando Po),212,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Italy,8421870,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Italian Aegean Islands,77266,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Libya,1178,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Italian East Africa,4474,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Liechtenstein,1134,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Austria,1666681,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Hungary,1421912,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Czechoslovakia,3680640,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Yugoslavia,848967,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Greece,2125723,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Crete,161018,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Albania,106,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Bulgaria,107891,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Roumania,3420526,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Turkey,925851,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Egypt,11469828,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Morocco,346163,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Liberia,5996,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Ethiopia,163864,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Saudi Arabia and Yemen,23491,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,"Muscat and Oman, Trucial Oman and Koweit",2526,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Iraq,486574,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Iran,7870213,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Afghanistan,2986,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Bhutan and Nepal,62,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Siam,153548,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,China,6142313,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Manchuria,75739,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Japan (including Formosa),7983195,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Kwantung Peninsula,1107788,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Korea,1294,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Other Islands in the Pacific,,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,United States of America,81956185,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Philippine Islands,731680,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Alaska,3072,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Porto Rico,30034,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Hawaii,127623,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Virgin Islands of the United States,405,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Cuba,3767916,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Haiti,298179,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,St. Domingo,791164,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Mexico,3106380,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Guatemala,338102,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Honduras,385621,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Salvador,2140,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Nicaragua,97736,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Costa Rica,1240563,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Colombia,1112191,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Panama (including Canal Zone),20208,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Venezuela,125362,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Ecuador,206777,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Peru,4878579,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Chile,5236832,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Brazil,8439866,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Uruguay,3180329,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Bolivia,3305070,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Argentine Republic,47029541,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Paraguay,50248,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Arctic regions,40,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Antarctic regions,97,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,"Foreign whale fisheries, northern",5024,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,"Foreign whale fisheries, southern",511445,1,£,1934,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1934,United Kingdom,Totals,731413783,1,£,1934,imp,gen,,,,,total_reporting,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Eire,18757328,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Channel Islands,4383973,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Gibraltar,16392,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Malta and Gozo,56701,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Cyprus,367677,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Palestine (including Trans-Jordan),2644102,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Gambia,93175,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Sierra Leone,599926,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Gold Coast (including Togoland),1875413,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Nigeria (including Cameroons),5648413,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Ascension,110,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,St. Helena,10584,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Union of South Africa,13683403,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,South-West Africa Territory,346007,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Northern Rhodesia,2231469,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Southern Rhodesia,1914647,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Bechuanaland Protectorate,34872,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Basutoland,,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Swaziland,,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Tanganyika Territory,800663,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Zanzibar and Pemba,35988,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Kenya,1543296,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Uganda Protectorate,203279,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Nyasaland Protectorate,884383,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Somaliland Protectorate,27072,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Mauritius and Dependencies,1693161,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Seychelles,36454,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Aden and Dependencies,37059,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Islands in the Indian Seas (British),18,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,British India and Burma,41168438,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Burma,,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Straits Settlements and Dependencies (including Labuan),7274133,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Federated Malay States,3029725,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Unfederated Malay States,583090,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Ceylon and dependencies,10030615,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,State of North Borneo,187692,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Brunei,,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Sarawak,56083,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
AST-UK_1938_I_260-265_1935,United Kingdom,Hong Kong,704017,1,£,1935,imp,gen,,,,,,,,,,,,,,,,
