year,Algeria,Angola (Portuguess Africa),Basutoland ,Bechuanaland Protectorate,Belgium Congo (Zaire),British Bechuanaland,British Cameroon,British East Africa (Kenia & Uganda),British Somaliland,Cabo Verde (Portuguese Africa),Camerun,Canary Island (Spanish Africa),Ceuta Y Melilla,Egypt,Eritrea,Ethiopia,French Equatorial Africa-Congo-Final,French Somalia,French West Africa & Togo,Gambia,German South West Africa,Ghana-Gold Coast,Guinea Bissau (Portuguese Africa),Italia Somalia,Italian Libia Cyrenaica,Liberia,Madagascar,Malawi,Marocco,Mauritius,Mozambique (Portuguese Africa),Nigeria,Reunion,Rodhesia,Rwanda and Burundi,St. Helena,S.Tome e Principe (Portuguess Africa),Seychelles,Sierra Leone,South Africa,Spanish Guinea,Sudan (Anglo-Egyptian Sudan),Swaziland,Tanganica (German East Africa),Togo (German West Africa),Tunisia,Zanzibar Isl.,Argentina,Bahamas,Barbados,Bermuda,Bolivia,Brasil,British Guiana,British Honduras (Belize),Canada,Chile,Colombia,Costa Rica,Cuba,Danish Virgin Island,Dominican Republic,Duch Antilles,Ecuador,El Salvador,Falkland Islands,French Guiana (French Colonies),Granada (Winward Island),Guadalupe (French Colonies),Guatemala,Haiti,Honduras,Jamaica,"Leward Island (L.I Antigua, L.I Dominica, L.I St.Christopher, Montserrat, Nevis, Virgin Island)",Martinique (French Colonies),Mexico,New Foundland,Nicaragua,Panama,Paraguay,Peru,Puerto Rico,St. Barthelemy (Norvegian Colonies),St. Vicente (Winward Island),St.Lucia (Winward Island),St.Pierre e Michelon,Surinam (Duch Guayana),Trinidad & Tobago (Winward Island),Turk Island,United states,Uruguay,Venezuela,Abu Dhabi,Aden,Afghanistan,Ajman  ,Bahrain,Bhutan,British Malaya,Brunei,Bukhara,Ceylon (Sri Lanka),China,Danish India,Dubai,Dutch East Indies (Indonesia),Formosa (Taiwan),French India,French Indochina,Fujairah  ,Hong-Kong,India,Iraq,Japan,Khiva,Kiautchou,Kokand,Korea,Kuwait,Kwang-Chou-Wan,Kwantung (Port Arthur),Macao,Maldive,Manchukuo,Mongolia,Nepal,North Yemen ,Oman,Ottoman Empire/Turkey,Palestine ,Persia (Iran),Philippines,Portuguese India,Quatar,Ras al Khaimah  ,Sabah (British Borneo),Sarawak,Saudi Arabia,Sharjah  ,Siam (Thailand),Sikkim,Syria and Lebanon,Albania,Andorra,Austria,Austria-Hungary,Belgium,Bulgaria,Crete,Cyprus,Czechoslowakia,Denmark,Dodecanese Is.,Estonia,Faroe Is,Finland,France,Germany/Zollverein,Gibraltar,Greece,Hungary,Iceland,Ionian islands,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Russia/USSR,Serbia/Yugoslavia,Spain,Sweden,Switzerland,United Kingdom,Australia,British settlement Oceania,Dutch new Guinea,French Polinesia,German colonies Oceania,Hawai,New Zeland,US settlement Oceania
1875,"6,03629720821254","0,549778913111815",0,0,0,0,0,"0,104602293332361","0,330520916673936","1,07040584113111","0,101048550692157","0,462048241361193","0,018518967589627",13,"1,522487717316","2,11360540718021","0,036868554393418","0,0663744208071751","0,569397561653628","0,146139971741966","0,0322153699619147","0,327","0,0488842622193121","0,629472347883221","0,00548709016929643","0,000883943221994799","0,201961116047883","0,0201862115276325","1,15053246071678","2,47535826127546","0,329595331637146","0,47341826","0,992812040824431",0,0,0,"0,630706063821593","0,0578254897299153","0,347512451747059","5,72894326449773",0,"0,892271525004872",0,"0,185592498266711","0,0579508291797754","0,608066168359907","1,08405498063801","16,5860880001421","0,107862944069013","1,08493001434739","0,0587445846522892","1,50222932278668","26,260274624697","2,337122","0,097169128318288","14,6412884333821","6,58239333512053","2,08380591013136","0,86259872558926","17,584457691097","0,11196905797704","0,255093426870016","0,0731666138531568","0,62024593576126","0,655764749551482","0,0389410933937729","0,0609053313858394","0,170645092689914","1,24597911123466","0,663394716763244","1,4139387070175","0,268692497108656","1,39095490170704","0,509941600490801","1,41324808387276","6,3584434866888","1,34","0,376961623327078",0,"0,377916965831312","4,03985242293226","1,79209839231028",0,"0,206344918637555","0,153983716354821","0,393510980501172","0,202241510069942","1,27863704654063","0,026196076433121","110,04086560754","3,26238152546751","3,56835007114429",0,0,"0,311742418193209",0,0,0,"6,287076040589","0,0411802472186383",0,"5,096648465","25,0054",0,0,"14,2750370120549",0,"0,601812374981956","1,59718200127296",0,0,"59,210394725",0,"3,86593487719877",0,0,0,0,0,0,0,0,0,0,0,"0,0176637310999551",0,0,19,0,"0,753450768370606","6,38566433955536","0,0903837465607961",0,0,"0,0498778090125574","0,21275093486086",0,0,"1,55686268596814",0,0,0,0,0,"50,3016199767296","35,4038360384754",0,0,0,0,"8,35348428225984",0,0,0,"3,11935515198602","157,602954608633","114,331457621423",0,"2,66587961149032",0,"0,220762805012091",0,0,"37,4329836202563",0,0,0,0,0,0,"57,9421926350384","5,38056179260413",0,"4,92749327","5,76239962827729","52,1656903069929","1,39354174829357","21,5791583166333","11,17563273803","25,7834192780643","225,3","23,5541315241375","0,134111299737766",0,"0,0839593584572464","0,0781222054191887","0,418204689336605","5,829",
1876,"6,78625287721248","0,781795702131481",0,0,0,0,0,"0,135779479378857","0,429034168947095","1,38944513741274","0,143692893186095","0,426421982053255","0,0170637047640358",14,"1,97627205897901","2,74357504655667","0,0396901333910991","0,0861576167611927","0,51591396142551","0,0854413169477864","0,0458108471935484","0,465","0,0285803787441102","0,817089424678311","0,00536612648684091","0,000952234512206392","0,262156539002677","0,0262028030603941","0,921666950444824","3,21314997295719","0,313781191762864","0,565725681351351","1,23025636955314",0,0,0,"0,368744814013104","0,0750606381583637","0,294753773835352","4,29418146301182",0,"0,745077272711498",0,"0,24090918075005","0,0824071424116071","0,595285340106358","1,39116452066873","15,336677624683","0,105825401931778","0,709302852665354","0,0714625239707553","1,46505008829415","23,573242324712","3,031069","0,0990442614139459","14,4350731033345","6,4194832243829","2,30569788219668","0,5277050295919","14,3527798807746","0,117889005372254","0,257690431574379","0,0733664912172964","0,614657722570429","0,743406264821727","0,0370753886447522","0,0513114060247134","0,177606829277043","0,912770854829748","0,776813148289444","1,53790188917672","0,254469717278782","1,49600984782759","0,422210045649793","1,11119930153187","6,29224836574351","1,367102","0,301074381869548",0,"0,351385817640582","4,46510004639881","1,87133018426905",0,"0,182178781650655","0,13877537654628","0,454599571394555","0,231999337144751","1,27952570494274","0,0313659363057325","119,088033395445","4,12518721112792","3,32274761305755",0,0,"0,319632190410778",0,0,0,"5,58746382408757","0,0436691859795369",0,"4,16451347","32,668475",0,0,"16,9166906884712",0,"0,855770103820713","1,7275704851153",0,0,"60,7233428375",0,"5,52852075557297",0,0,0,"0,00175843535380454",0,0,0,0,0,0,0,"0,0189808048860779",0,0,23,0,"0,709563662789672","5,10821680309502","0,0926932383214058",0,0,"0,0533396086138926","0,203868232471018",0,0,"1,46527854541839",0,0,0,0,0,"50,2816901408451","30,8912968837044",0,0,0,0,"8,81834215167549",0,0,0,"3,56470797088585","146,41638225256","112,064970787464",0,"2,10883014043264",0,"0,255952380952381",0,0,"44,0136236183011",0,0,0,0,0,0,"53,8487032894192","6,178577990079",0,"4,25440805","9,35168586905535","51,4030267560188","1,36773213247273","18,1032412965186","12,2662266226623","23,9293326440371","201,2","22,1963273049718","0,14719008931714",0,"0,0902326532479195","0,0761827403550792","0,449755634833894","5,674",
1877,"6,60118503201177","0,650655777902974",0,0,0,0,0,"0,174245400575132","0,550578268311186","1,7830707972456","0,119589569167782","0,297201","0,01176567695962",13,"2,53614403396998","3,52082166747242","0,0428432093472919","0,110565812402802","0,731061359207858","0,123908540649249","0,0381264470191467","0,387","0,0414477813298412","1,04856841961751","0,00584921673755016","0,0010258018203824","0,336424703945542","0,0336259789501051","1,0541372332125","4,12342576880644","0,31920510763349","0,671742125675676","1,23275142164075",0,0,0,"0,534760387697022","0,0963250928870901","0,385546093047113","4,29273569430409",0,"0,967150919572507",0,"0,309158032524876","0,0685840088457892","0,477194098699646","1,25079693358631","14,8217227930413","0,109881665933712","1,46964539858352","0,0719103995202406","1,19255924308943","27,4699581911731","3,049157","0,052893819617717","14,0226424432392","5,22549646340709","2,55121779726171","0,764852659146681","13,8164271131916","0,124121947962707","0,260313875350564","0,0735669146086278","0,609119857354273","0,816818922318685","0,0598044266391119","0,0433456488500149","0,145107453820727","1,37952837316579","0,77805044026973","1,6727332019379","0,258927893507159","1,43847172817726","0,476212585082582","1,3324054559192","6,27884436929041","1,42532","0,263130761140783",0,"0,347217119419774","6,80396197546485","1,95406495178091",0,"0,174305282279476","0,172588102582831","0,462937212358755","0,314075543433342","1,61233945931326","0,0220436942675159","134,849035905035","5,07355838305578","2,33023322953828",0,0,"0,40700924000352",0,0,0,"6,65549076627839","0,0504539825565976",0,"5,505339475","23,8047",0,0,"18,0628131895325",0,"0,56427826108295","2,13600202012168",0,0,"62,7740370074212",0,"4,7234437960118",0,0,0,"0,00356621597653111",0,0,0,0,0,0,0,"0,0291166759870958",0,0,"17,4",0,"0,701708647105366","5,67477564508521","0,0958235910743085",0,0,"0,0538561498357396","0,202096688835599",0,0,"1,63409584846771",0,0,0,0,0,"55,5053886348792","32,4438234023441",0,0,0,0,"7,91774344311871",0,0,0,"3,73338397265477","141,221616892671","115,962327433224",0,"2,06904089249995",0,"0,246989607961731",0,0,"33,7999033572977",0,0,0,0,0,0,"52,1034796264154","5,68825818265049",0,"4,69183332","5,60812559123762","56,6299093636835","1,38631454642938","22,5376088677751","11,8060512876833","22,2325852110497","199,5","21,7908718784154","0,200448491134161",0,"0,106873704912827","0,0796443046590467","0,531623120862805","6,327",
1878,"6,11936740046094","0,66074346438209",0,0,0,0,0,"0,156664154018339","0,495025282395686","1,60316012407363","0,121443671015345","0,328164","0,0130379022646007","8,1","2,28024876547169","3,16557307202016","0,0461183258199718","0,0994097944982279","0,621989986489708","0,202465278994035","0,0387175547248699","0,393","0,0677252477243256","0,942768554277518","0,00551208045382093","0,00110505275875967","0,302479672120657","0,0302331397435378","1,20714785715434","3,70737481503242","0,160258519071463","0,521856807837838","1,27155686243344",0,0,0,"0,873792964736142","0,0866059542351422","0,388638162194759","4,24701658563909",0,"1,24114188807061",0,"0,277964189950597","0,0696473268123905","0,309941985218152","1,07830725631032","13,0927258063197","0,141323407557495","0,7932690548592","0,0627745055493705","1,19773609852509","28,4849901257017","2,507572","0,0530377653517747","13,4039964530963","5,24818014971233","2,82288165302209","0,70298806013239","14,010763921152","0,130684434204946","0,262964027364245","0,0737678855187941","0,603631886493993","0,747736786752727","0,0509922676452095","0,065844983363305","0,148392398956054","1,40034173090678","0,807951663126637","1,81938547872081","0,263464174649141","1,19394112966194","0,506622871119438","1,21191289835492","6,05386344420844","1,173102","0,271998020332831",0,"0,321732365114429","5,31559529333192","2,04045756749764",0,"0,160567904305677","0,145962403415802","0,470118413732814","0,165398610651671","1,42135543681506","0,0267385987261146","145,808553269032","5,68833736093484","1,82000844288409",0,0,"0,365939448835807",0,0,0,"6,4322669329978","0,0460190310862509",0,"4,175994075","23,6808",0,0,"14,1788150900031",0,"0,556412843090755","2,42262587816896",0,0,"66,2943492047637",0,"5,02040741962758",0,0,0,"0,0107669570067388",0,0,0,0,0,0,0,"0,0298143968020404",0,0,"13,2",0,"0,918866397261288","5,90384239833379","0,101197292886925",0,0,"0,0483019861700291","0,187129865678481",0,0,"1,48550118797447",0,0,0,0,0,"56,3509749303621","32,6928680515496",0,0,"0,1469664",0,"7,53492465075349",0,0,0,"3,2294952681388","131,014066597791","116,163098380566",0,"2,2679871321634",0,"0,235837641623584",0,0,"38,8424124272826",0,0,0,0,0,0,"49,6526629176315","4,79978033041966",0,"3,7540584","8,6259897030682","63,5617472054449","1,44303369352278","21,2832737385777","10,1015646445237","23,747113908769","194,3","22,4131988121997","0,274387115438485",0,"0,143412499496242","0,135073522922943","0,713917472624915","6,015",
1879,"6,82189097494385","0,721269583256785",0,0,0,0,0,"0,135059568460347","0,426759404129526","1,38207821621323","0,13256828210072","0,340683","0,0134710557532622",13,"1,96579374635243","2,72902844760959","0,0493021597356428","0,0857008039253877","0,722686681490149","0,205500756791788","0,0422642009592092","0,429","0,0687406242216487","0,81275716769135","0,00397822141476463","0,00118836703945057","0,26076656935741","0,0260638742317888","1,5725790449469","3,19611365967241","0,276568369201383","0,597713401621622","1,06468818684095",0,0,0,"0,886893379570072","0,0746626621666473","0,388077501389746","4,65638604200182",0,"1,11591148615407",0,"0,23963186586871","0,0760272346119988","0,552060541324935","1,21067081110509","13,8230732742472","0,135831850139492","0,926224859147765","0,0666855044590081","1,34199636500723","22,8998027560361","2,715535","0,0759788768076587","13,9074894406099","5,88029257237045","2,93527023324388","0,922633151334089","15,1033216329502","0,137474819949048","0,265641159521363","0,0739053956561717","0,598193360457749","0,850520243123519","0,0712523430380814","0,0490068534763578","0,148610201857851","1,11780429749557","0,949211908931699","1,9771826434314","0,267847944782116","1,33877455472424","0,578074503452006","1,33783985610936","6,7590398681364","1,233109","0,252807252498197",0,"0,329242772840177","3,201975042191","2,12882596575435",0,"0,159352391842795","0,203640152840803","0,439164160623986","0,256835128417564","1,74093548707839","0,0178277197452229","160,200945455051","5,79215554130689","1,66119839997153",0,0,"0,405502075278637",0,0,0,"8,28021627600195","0,0471543508963936",0,"4,70397163","23,6218708148759",0,0,"14,1434550748958",0,"0,603905981121071","2,19803895970106",0,0,"68,8900002425",0,"5,25529452972082",0,0,0,"0,0301768456859692",0,0,0,0,0,0,0,"0,0375349885930212",0,0,15,0,"0,791187684182287","7,17818703518747","0,105159513822027",0,0,"0,0483693594519665","0,225221454804924",0,0,"1,77561592926285",0,0,0,0,0,"60,606112490369","33,7537799622656","0,795509191512076",0,"0,160938275360502",0,"7,76859504132232",0,0,0,"3,36637589214909","132,533962813793","112,878776729606",0,"2,21762196346098",0,"0,269366391184573",0,0,"41,158800877028",0,0,0,0,0,0,"50,0745650372825","4,65519614590502",0,"3,6728088","9,4922926884292","62,9954230843313","1,54606778613372","21,5025701858442","10,1665109633456","24,8786109703667","193,9","20,9901720407953","0,240448844426197",0,"0,15226629591569","0,115452938335537","0,763160605748429","5,743",
1880,"7,03209529279245","0,810377480488976",0,0,0,0,0,"0,151638298210928","0,479144650952373","1,55173003357034","0,148946181754189","0,42832","0,0171878009630819",13,"2,20709736991412","3,06402007856427","0,0532097925653602","0,0962206840337245","1,00144148076964","0,1377341856889","0,0474856523597641","0,482","0,0460725013801692","0,912524119338014","0,0055365067874286","0,00128493835494234","0,292775989575808","0,0292632471608444","1,25113278645611","3,58844058045187","0,283299021422811","0,527340417027027","0,948147679927072",0,0,0,"0,594428649971969","0,0838275966665173","0,373097438535811","5,37985092030091",0,"0,96202302756679",0,"0,269046974987996","0,085419876650311","0,434567686633241","1,18266663194614","13,3626206683843","0,120280361780428","0,857984849587186","0,0805955407967679","1,51361063307465","23,847623860972","2,617625","0,102367488594224","16,203942615337","6,63226339147487","3,06045194737267","0,727629270306533","14,4400689023662","0,149129528331097","0,268345546496026","0,0743110744142842","0,592803833763834","0,882031169367324","0,0884551795461823","0,0704549022358635","0,170789300090647","1,222162359426","0,913406956342243","2,3567001754567","0,322900965364265","1,49202973178007","0,534164950541031","1,33791538868376","6,46774692950769","1,174124","0,350500567654041",0,"0,336318078087094","1,93931379753462","2,33357539477758",0,"0,157973883432314","0,187998254646609","0,463170141644375","0,297914597815293","1,68720371105912","0,0274331464968153","179,406538323781","7,49851219511352","2,27020332335638",0,0,"0,458727971924165",0,0,0,"7,02465440834169","0,0428580026064427",0,"4,05509212","26,1637403240788",0,0,"14,4804210960884",0,"1,00043904193431","1,99564148363384",0,0,"69,7253453525",0,"5,51843327484777",0,0,0,"0,0961810574459758",0,0,0,0,0,0,0,"0,041380752274944",0,0,"14,3",0,"0,784142086966028","7,86561196384581","0,106434655139083",0,0,"0,0533712417432971","0,265819666203711",0,0,"1,65660606977107",0,0,0,0,0,"59,3284151615365","35,0351975805924","1,30306219710907",0,"0,178820305956113",0,"9,76551724137931",0,0,0,"4,4642151047845","142,293263065055","128,926494377927",0,"2,36557014841611",0,"0,3872",0,0,"44,3891462403836",0,0,0,0,0,0,"49,3710691823899","5,70995312930797",0,"5,10708033","8,46544499177707","51,1669624606309","1,40281060997007","29,5906902086677","13,0020384551815","25,8636513253654","226,8","26,9493896170915","0,326548623231173",0,"0,200817971427479","0,145060574247403","1,00650221901125","6,352",
1881,"5,62086846376123","0,627117842785037",0,0,0,0,0,"0,14813073361822","0,468061495626215","1,51583677053977","0,11526333152347","0,34676","0,0138316713203032",13,"2,1560447224055","2,99314584385103","0,0574329926422642","0,0939949912609569","1,00787713256541","0,139161246749548","0,0367471957057926","0,373","0,0465498576178921","0,89141640889319","0,00562516986196376","0,00139282136581765","0,286003751251142","0,0285863553015974","1,26751357979216","3,50543590899663","0,306217318601537","0,420410037837838","0,95000593753711",0,0,0,"0,600587512969311","0,0818885699600168","0,363052183085998","5,19208978929568",0,"1,08011254887715",0,"0,262823615491239","0,0661029335903859","0,870838776075684","1,33016307932644","15,0897208178157","0,113020689284659","0,83883889599447","0,0842696547798042","1,79428254136447","24,7638586576579","2,597291","0,100160320672006","18,4284087379646","7,86209752562377","3,19494771715498","0,504192980639818","14,1708155736839","0,153153378454197","0,310591158505021","0,0746790175131572","0,587462864944185","1,01501190599441","0,0878109720712795","0,098167280212168","0,193218026306781","1,25911411946325","0,845636194223004","2,35069209364037","0,412361368437713","1,16227475047413","0,479935325751422","1,25424533903337","6,07516306035821","1,628933","0,404596749145874",0,"0,403454777613593","1,17749660707924","2,33276057763234",0,"0,140510457851528","0,162683852334183","0,394846217788861","0,322314049586777","1,62723194273647","0,0253534777070064","170,588093794557","5,81627539338652","2,1901973399921",0,0,"0,426762416262535",0,0,0,"7,00782426775357","0,0447010814304314",0,"2,86727555","24,021399730821",0,0,"18,1824205404286",0,"0,63826724840679","1,86042829434351",0,0,"81,8962491425",0,"5,89905295579253",0,0,0,"0,158279144369724",0,0,0,0,0,0,0,"0,0457264824879457",0,0,"15,4",0,"0,881275941638791","8,39782086208102","0,125013350462435",0,0,"0,0576853166352927","0,276136513969628",0,0,"1,73782059153707",0,0,0,0,0,"62,9000762453406","38,0968891310423","1,25596604914372",0,"0,220086530407523",0,"8,90256635709183",0,0,0,"3,90840900118437","145,976329018723","133,647692709616",0,"2,78580292982138",0,"0,4247952959279",0,0,"49,2132154640851",0,0,0,0,0,0,"50,2727272727273","6,31766968947513",0,"4,48602812","8,17535069954882","53,1704402855556","1,60358442902992","30,2592740327084","12,2065211414747","26,4958042414629","239,4","27,4450642923698","0,247755780494908",0,"0,278007017809457","0,226881902420451","1,39496842323222","6,061",
1882,"8,19003521595871","0,5716355671499",0,0,0,0,0,"0,166604880403415","0,526435855649184","1,70488458200556","0,105065771361876","0,299942881075069","0,0116936795740768",11,"2,42493616514838","3,36643647921178","0,0621418910324357","0,105717590772976","1,11547484492307","0,252422326262963","0,0334961033243149","0,34","0,0844360310185007","1,00258954077727","0,00531109884403175","0,00147569653668059","0,321672752225293","0,0321515069146081","1,02592621102995","3,94261687709879","0,279800826004119","0,530996156486487","0,954178860111694",0,0,0,"1,08939593952505","0,0921013153135237","0,416791273166471","5,30091863113341",0,"1,05512832934106",0,"0,295601702337921","0,0602546847740783","0,437331977551193","1,27291100326601","15,0511917066538","0,159774208427831","0,877776651775815","0,104685874688673","2,39476101460194","26,6510162692668","3,203631","0,101463989203455","18,6865990389749","10,4932440757321","3,06269857192177","0,759990143332375","14,737866408414","0,155501210412544","0,390159760154421","0,0741972665536775","0,582170016508225","1,07396607663559","0,0768274843170073","0,0985984822115417","0,183214010831076","1,66981300519546","0,681547496817118","2,31809598253432","0,465111503552507","1,49802455969208","0,661501468396659","1,5505406476815","8,23791531479732","1,458587","0,424658096841759",0,"0,342452825100983","0,698811031063757","2,305487399796",0,"0,151596170043668","0,215059443417045","0,445165455703058","0,305759854557475","1,64034860039306","0,0247364331210191","161,155908875163","6,70056140880709","2,88410201650992",0,0,"0,424147407272078",0,0,0,"7,6781428875658","0,0420922867410796",0,"2,922316255","22,7312620641505",0,0,"16,2646256393318",0,"0,975258823630946","2,06341178499154",0,0,"88,66161244",0,"7,15462544663025",0,0,0,"0,150339759906939",0,0,0,0,0,0,0,"0,0473943439993224",0,0,"15,9",0,"0,953997120901001","7,06414452798925","0,135340572304359",0,0,"0,0639988471786483","0,327403403670904",0,0,"1,54694080811573",0,0,0,0,0,"66,1790839312531","38,7546852927844","1,31137774610788",0,"0,287990211912226",0,"8,84275278738947",0,0,0,"4,58201892744479","147,639299876032","142,174785103376",0,"3,07448442823759",0,"0,377052781897072",0,0,"48,5670021926522",0,0,0,0,0,0,"50,9544665730105","6,42621448212649",0,"4,84726291","9,52966564501719","61,7844945697887","1,5985178036059","29,9337231968811","13,9545104933524","27,715927294514","247,9","27,2236362889646","0,271046639213926",0,"0,340652564734231","0,348132960350944","1,68774898353115","6,658",
1883,"8,7290203575901","0,610305031986511",0,0,0,0,0,"0,159433973743064","0,503777321431089","1,63150396929703","0,112173161777532","0,25944668331876","0,0101425599420938",12,"2,32056352699106","3,22154035304804","0,067113031363836","0,10116735806698","0,831728163478688","0,206249963848628","0,0357620161962539","0,363","0,0689912362464533","0,959436687162481","0,00544208659728192","0,00160337271266561","0,307827507861499","0,0307676611682168","1,72045812323556","3,77292114216748","0,291061669917143","0,54287730972973","0,916746430249189",0,0,0,"0,890126782643677","0,0881371461138601","0,438975579284818","5,66689531728523",0,"1,18671881807584",0,"0,28287859236075","0,0643307369793836","0,717453728021104","1,31232321321984","15,918484847016","0,146229555445548","0,839407507571509","0,0873721759844824","2,56411393820074","27,4396951936363","3,172012","0,11958867639777","17,3231594143122","11,2353062487111","2,97312146625316","0,425036089915446","14,2014164965586","0,1598854201441","0,433078985357806","0,0746526300250934","0,520885377578117","1,20911528150134","0,0868861098670005","0,0988491803051299","0,192466158755371","1,27547329425974","1,17921220870283","2,31491462212381","0,704268921427098","1,44910049199297","0,754228901087717","1,43490745604221","8,9154464838111","1,47057","0,507527325221695",0,"0,367877579673826","0,327944801249299","2,30740184112024",0,"0,16573109910917","0,20646938684963","0,500972979119839","0,305962126850244","2,03877471827946","0,032775898089172","160,612488762099","7,51483867927998","4,06681790059806",0,0,"0,436252406062804",0,0,0,"9,32102534887887","0,0467178123864721",0,"2,76095957","23,18869148278",0,0,"16,4506661485009",0,"1,01611016452093","2,34589711729484",0,0,"89,6293618975",0,"6,83201175500103",0,0,0,"0,14127683381206",0,0,0,0,0,0,0,"0,0521882368371041",0,0,"16,3",0,"0,933253972444271","7,69437578318814","0,136817826798393",0,0,"0,0717455699993963","0,327810760416667",0,0,"1,55687973997833",0,0,0,0,0,"63,4216445888528","39,6897783421135","1,76561329826701",0,"0,285588473981191",0,"9,18086860912589",0,0,0,"4,01183431952663","143,060273367408","143,248017920837",0,"3,29159096304885",0,"0,349422759758109",0,0,"49,2561235730378",0,0,0,0,0,0,"51,5008682709005","6,06355174469256",0,"4,9292607","8,58402758769962","62,9844227182523","1,60131491029078","32,7638780297107","14,0783106027277","28,0727622807437","244,4","30,0934757681996","0,500784050294849",0,"0,333332901725329","0,330212966669147","1,65436172406682","7,096",
1884,"6,45931212030853","0,785158264291186",0,0,0,0,0,"0,164370410957302","0,519375409208848","1,68201903029773","0,144310927135283","0,224418","0,0088110718492344",13,"2,39241343378132","3,32128654460682","0,0723229725390896","0,104299728787619","0,722446150048581","0,197690570528617","0,0460078830954561","0,467","0,0661280933122777","0,989143021741121","0,0057738328805784","0,0017238308531479","0,159449315858727","0,031720297698688","0,832465328083076","3,88973933276589","0,297718022691508","0,614164229189189","0,478467564467298",0,0,0,"0,853186435624201","0,0908660719369993","0,374159220945304","7,98963936855909",0,"1,1356407832914",0,"0,291637154777886","0,0827615817338076","0,757573643739889","1,15015083025206","19,2359917030494","0,121193640268776","0,970148448395049","0,0844173482158229","2,09280190330153","25,2890790052218","2,322032","0,125345066302736","16,3789196093782","9,1701347397915","2,87099485802948","0,730561621822078","13,173944085383","0,163529201695318","0,535662779677778","0,074716012260788","1,06198013417482","1,24974246981746","0,101712869502553","0,098883296656575","0,211953053996544","1,07655202005142","1,01714120894969","2,29958733213533","0,700873517510627","1,46344113806905","0,613090335882208","1,03667972301248","8,85759611026412","1,308153","0,503110964605052",0,"0,327349476469753","0,308904934447732","2,29718029451182",0,"0,116060071834061","0,138859384518555","0,562540985494967","0,338842975206612","2,09591127862962","0,0338182165605096","152,145590090314","7,43531273015571","4,01623470270716",0,0,"0,419926385429209",0,0,0,"8,53442670919748","0,0442358307664744",0,"2,62667982","22,1585458815773",0,0,"15,6811284710361",0,"0,991080210960353","2,89951945052827",0,0,"92,182812405",0,"6,31191566401582",0,0,0,"0,146301834477137",0,0,0,0,0,0,0,"0,0674091321084646",0,0,"16,7",0,"0,994391562680235","6,47120822029363","0,140715629280496",0,0,"0,06601819875","0,295267045833333",0,0,"1,89028213166144",0,0,0,0,0,"57,5824513905981","37,2699450786928","1,32986034641694",0,"0,27666552",0,"8,246742536698",0,0,0,"3,92110453648915","133,687824741867","140,812103807048",0,"2,92260841679549",0,"0,241904447743141",0,0,"44,9639627898931",0,0,0,0,0,0,54,"5,85446375349626",0,"4,67406731","6,84322352680593","59,4802455303417","1,58923400222506","28,3078131134668","13,1499312242091","28,1585887567349",236,"28,6437525237958","0,448636769402607",0,"0,336482314711627","0,359352585551974","1,66776546211216","7,092",
1885,"6,04217405690806","0,833915415606912",0,0,0,0,0,"0,144058081673012","0,455192784899701","1,47416091151062","0,153272419398501","0,351097","0,0136560482302606",11,"2,09676722125377","2,91085339213963","0,0776737375473575","0,0914107275187318","0,772841763252674","0,118312281059333","0,0488649036731183","0,496","0,0395758155837153","0,866908133783811","0,00544581553499278","0,00185532755926228","0,233696982108964","0,0278004125557421","1,06306394022974","3,40905874252439","0,309713205834856","0,561156007027027","0,636018321779796",0,0,0,"0,510608235373416","0,0796371557153703","0,31846724508737","7,10172328183091",0,"1,17080279608598",0,"0,255597639606749","0,0879009519057143","0,834774047335982","1,10090411099231","19,0513193867402","0,178564764744483","0,742132999230458","0,0810395801531098","1,85639684745277","23,4522610740705","1,800823","0,0927912587264808","16,165568369028","8,1342668863262","2,77386339357997","0,522240527182867","11,121178504085","0,167345740758508","0,514827018121911","0,0748195598995715","0,520134513154096","1,17710049423394","0,0977257745571085","0,0985828398758683","0,177744074941189","0,71552061200227","1,24979406919275","2,28558685399896","0,697868618480724","1,38934056821601","0,409497825614774","0,834774047335982","8,09514003294893","0,98471","0,446457990115321",0,"0,333025477177042","0,364022933930201","2,28823077398482",0,"0,1295440109869","0,117090698001492","0,629538885126664","0,256877693072589","1,68122017722078","0,0306564840764331","146,517213670305","6,19311429888071","3,71375617792422",0,0,"0,450609358440633",0,0,0,"8,21072310221586","0,0404020917063678",0,"2,44946722","20,4280724876441",0,0,"15,2379249431058",0,"1,05282889103113","3,26036036657374",0,0,"89,7165506",0,"6,58736614497529",0,0,0,"0,0762780580724877",0,0,0,0,0,0,0,"0,0802537443838716",0,0,"16,9",0,"0,974222664831254","7,02248837952885","0,136950918996584",0,0,"0,09973275625","0,300053876145833",0,0,"1,52581",0,0,0,0,0,"54,5707656612529","35,6005331561274","1,69349387805105",0,"0,28127184",0,"7,30688935281837",0,0,0,"3,53312302839117","126,50006908749","126,075078361869",0,"3,0159057599927",0,"0,247939786836611",0,0,"39,1747228770899",0,0,0,0,0,0,"54,0106065628107","5,32710280373832",0,"4,88950889","8,70481556883068","54,1177754908546","1,49539229818781","29,7977440684559","13,5276326642838","26,4380407720834","214,1","26,7386521828666","0,464863972050528",0,"0,315067576151666","0,354047424088514","1,86758649093904","6,87",
