put x to remove,new_slug_nb,nb_flows,new_slug,slug,author,name,author_editor,country,volume_number,volume_date,edition_date,pages,shelf_number,source_category,URL,type,notes,flow_date
,1,4,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AmériqueCentrale_Fc9,Annales du commerce extérieur. Amérique centrale. Faits commerciaux n° 9. BNF : LC5-138 (AD),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Amérique centrale,FC9,,,,BNF: LC5-138 (AD),statistical series,,secondary,,
,1,22,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc17,"Annales du commerce extérieur. Association allemande, Faits commerciaux n° 17, BNF : LC5-138 (AH)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC17,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,18,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc19,Annales du commerce extérieur. Association allemande. Faits commerciaux n° 19   [BNF : LC5-138 (AH)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC19,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,32,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc31,Annales du commerce extérieur. Association allemande. Faits commerciaux n° 31. BNF : LC5-138 (AH).,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC31,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,33,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc32,Annales du commerce extérieur. Association allemande. Faits commerciaux n° 32. BNF : LC5-138 (AH).,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC32,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,142,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc35,Annales du commerce extérieur. Association allemande. Faits commerciaux n° 35. BNF : LC5-138 (AH),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC35,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,1,46,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_AssociationAllemande_Fc12,Annales du commerce extérieur. Association allemande. Faits commerciaux. N° 12 [BNF : LC5-138 (AH)],,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Association allemande,FC12,,,,BNF: LC5-138 (AH),statistical series,,secondary,,
,2,56,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_OcéanieEtAustralie_Fc20,Annales du commerce extérieur. Australie et Océanie. Faits commerciaux n° 20.  (nov. 1866)  BNF : LC5-138 (DB),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Océanie et Australie,FC20,,Novembre 1866,,BNF: LC5-138 (DB),statistical series,,secondary,,
,1,80,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc10,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°10. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC10,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,21,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc13,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°13. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC13,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,58,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc17,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°17. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC17,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,88,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc18,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°18. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC18,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,42,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc19,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°19. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC19,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,2,81,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc3,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°3. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC3,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,2,70,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc5,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°5. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC5,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,54,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc6,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°6. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC6,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,53,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc7,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°7. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC7,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,28,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Autriche_Fc8,"Annales du commerce extérieur. Autriche. Faits commerciaux, n°8. BNF : LC5-138 (Aj) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Autriche,FC8,,,,BNF: LC5-138 (AJ),statistical series,,secondary,,
,1,138,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc1,"Annales du commerce extérieur. Chine. Faits commerciaux, n°1. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC1,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,18,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc14,"Annales du commerce extérieur. Chine. Faits commerciaux, n°14. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC14,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,8,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc33,"Annales du commerce extérieur. Chine. Faits commerciaux, n°33. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC33,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,14,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc35,"Annales du commerce extérieur. Chine. Faits commerciaux, n°35. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC35,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,5,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc36,"Annales du commerce extérieur. Chine. Faits commerciaux, n°36. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC36,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,15,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc38,"Annales du commerce extérieur. Chine. Faits commerciaux, n°38. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC38,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,80,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc8,"Annales du commerce extérieur. Chine. Faits commerciaux, n°8. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC8,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,14,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Chine_Fc9,"Annales du commerce extérieur. Chine. Faits commerciaux, n°9. BNF : LC5-138 (AT) .",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Chine,FC9,,,,BNF: LC5-138 (AT),statistical series,,secondary,,
,1,82,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc1,"Annales du commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux, n° 1. BNF : LC5-138(AV).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC1,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,68,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc13,"Annales du commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux, n° 13. BNF : LC5-138(AV).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC13,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,16,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc15,"Annales du commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux, n° 15. BNF : LC5-138(AV).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC15,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,2,64,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc16,"Annales du commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux, n° 16 (octobre 1867). BNF : LC5-138 (AV)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC16,,Octobre 1867,,BNF: LC5-138 (AV),statistical series,,secondary,,
,2,12,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc3,"Annales du commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux, n° 3 (janv-fev. 1847). BNF : LC5-138 (AV)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC3,,Janv-Fev. 1847,,BNF: LC5-138 (AV),statistical series,,secondary,,
,2,20,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc3,"Annales du commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux, n° 3. BNF : LC5-138(AV).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC3,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,22,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDafrique_Fc6,"Annales du commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux, n° 6. BNF : LC5-138 (AV)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Afrique,FC6,,,,BNF: LC5-138 (AV),statistical series,,secondary,,
,1,16,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDamérique_Fc15,Annales du commerce extérieur. Colonies anglaises d'Amérique. Faits commerciaux n° 15. BNF : LC5-138 (CJ),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Amérique,FC15,,,,BNF: LC5-138 (CJ),statistical series,,secondary,,
,1,42,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDamérique_Fc16,Annales du commerce extérieur. Colonies anglaises d'Amérique. Faits commerciaux n° 16. BNF : LC5-138 (CJ),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Amérique,FC16,,,,BNF: LC5-138 (CJ),statistical series,,secondary,,
,1,28,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDamérique_Fc17,Annales du commerce extérieur. Colonies anglaises d'Amérique. Faits commerciaux n° 17. BNF : LC5-138 (CJ),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Amérique,FC17,,,,BNF: LC5-138 (CJ),statistical series,,secondary,,
,1,4,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_ColoniesAnglaisesDamérique_Fc18,Annales du commerce extérieur. Colonies anglaises d'Amérique. Faits commerciaux n° 18. BNF : LC5-138 (CJ),,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Colonies anglaises d'Amérique,FC18,,,,BNF: LC5-138 (CJ),statistical series,,secondary,,
,1,80,AnnalesDuCommerceExtérieurCommerceEtNavigationDesPrincipauxPaysÉtrangers_1903À19111912,Annales du commerce extérieur. Commerce et navigation des principaux pays étrangers de 1903 à 1911-1912.,,Annales du commerce extérieur. Commerce et navigation des principaux pays étrangers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,1903 à 1911-1912,,,,statistical series,,secondary,,
,1,38,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_CôtesDafrique_Fc12,"Annales du commerce extérieur. Côtes d'Afrique. Faits commerciaux, n° 12. BNF : LC5-138 (AA)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Côtes d'Afrique,FC12,,,,BNF: LC5-138 (AA),statistical series,,secondary,,
,1,60,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_CôtesDafrique_Fc14,"Annales du commerce extérieur. Côtes d'Afrique. Faits commerciaux, n° 14. BNF : LC5-138 (B)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Côtes d'Afrique,FC14,,,,BNF: LC5-138 (B),statistical series,,secondary,,
,1,8,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_CôtesDafrique_Fc7,"Annales du commerce extérieur. Côtes d'Afrique. Faits commerciaux, n° 7. BNF : LC5-138 (AA)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Côtes d'Afrique,FC7,,,,BNF: LC5-138 (AA),statistical series,,secondary,,
,1,30,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc11,"Annales du commerce extérieur. Danemark. Faits commerciaux, n° 11. BNF : LC5-138 (BC)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC11,,,,BNF: LC5-138 (BC),statistical series,,secondary,,
,1,70,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc13,"Annales du commerce extérieur. Danemark. Faits commerciaux, n° 13. BNF : LC5-138 (BC)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC13,,,,BNF: LC5-138 (BC),statistical series,,secondary,,
,1,5,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc15,"Annales du commerce extérieur. Danemark. Faits commerciaux, n° 15. BNF : LC5-138 (BC)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC15,,,,BNF: LC5-138 (BC),statistical series,,secondary,,
,1,7,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc18,"Annales du commerce extérieur. Danemark. Faits commerciaux, n° 18. BNF : LC5-138 (BC)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC18,,,,BNF: LC5-138 (BC),statistical series,,secondary,,
,1,208,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc24,"Annales du commerce extérieur. Danemark. Faits commerciaux, n° 24. BNF : LC5-138 (BC)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC24,,,,BNF: LC5-138 (BC),statistical series,,secondary,,
,1,32,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc6,"Annales du commerce extérieur. Danemark. Faits commerciaux, n° 6. BNF : LC5-138 (BC)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC6,,,,BNF: LC5-138 (BC),statistical series,,secondary,,
,1,106,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Danemark_Fc8,"Annales du commerce extérieur. Danemark. Faits commerciaux, n° 8. BNF : LC5-138 (BC)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Danemark,FC8,,,,BNF: LC5-138 (BC),statistical series,,secondary,,
,1,38,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc1,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 1. BNF : LC5-138 (BG)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC1,,,,BNF: LC5-138 (BG),statistical series,,secondary,,
,2,2,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc10,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 10. BNF : LC5-138 (BG)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC10,,,,BNF: LC5-138 (BG),statistical series,,secondary,,
,1,66,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc13,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 13. BNF : LC5-138 (BG)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC13,,,,BNF: LC5-138 (BG),statistical series,,secondary,,
,1,27,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc15,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 15. BNF : LC5-138 (Bi)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC15,,,,BNF: LC5-138 (BI),statistical series,,secondary,,
,1,4,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc16,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 16. BNF : LC5-138 (Bi)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC16,,,,BNF: LC5-138 (BI),statistical series,,secondary,,
,2,10,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc17,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 17. BNF : LC5-138 (Bi)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC17,,,,BNF: LC5-138 (BI),statistical series,,secondary,,
,1,6,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc19,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 19. BNF : LC5-138 (Bi)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC19,,,,BNF: LC5-138 (BI),statistical series,,secondary,,
,1,38,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Egypte_Fc3,"Annales du commerce extérieur. Egypte. Faits commerciaux, n° 3. BNF : LC5-138 (BG)",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Egypte,FC3,,,,BNF: LC5-138 (BG),statistical series,,secondary,,
