slug,acronym,source_category,author,name,edition_date,country,pages,volume_number,volume_date,flow_date,notes,shelf_number
TGC-FR_1884_1884_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1884,1884,,
TDC-FR_1877-1886_1884_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1884,,
TDC-FR_1877-1886_1883_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1883,,
TGC-FR_1883_1883_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1883,1883,,
TDC-FR_1877-1886_1883_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1883,,
TDC-FR_1877-1886_1882_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1882,,
TGC-FR_1882_1882_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1882,1882,,
TDC-FR_1877-1886_1882_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1882,,
TDC-FR_1877-1886_1881_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1881,,
TGC-FR_1881_1881_677,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,677,,1881,1881,,
TDC-FR_1877-1886_1881_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1881,,
TDC-FR_1877-1886_1880_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1880,,
TGC-FR_1880_1880_677,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,677,,1880,1880,,
TDC-FR_1877-1886_1880_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1880,,
TDC-FR_1877-1886_1879_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1879,,
TGC-FR_1879_1879_675,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,675,,1879,1879,,
TDC-FR_1877-1886_1879_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1879,,
TDC-FR_1877-1886_1878_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1878,,
TGC-FR_1878_1878_671,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,671,,1878,1878,,
TDC-FR_1877-1886_1878_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1878,,
TDC-FR_1877-1886_1877_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1877,,
TGC-FR_1877_1877_669,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,669,,1877,1877,,
TDC-FR_1877-1886_1877_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1877,,
TDC-FR_1867-1876_1876_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1876,,
TGC-FR_1876_1876_669,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,669,,1876,1876,,
TDC-FR_1867-1876_1876_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1876,,
TDC-FR_1867-1876_1875_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1875,,
TGC-FR_1875_1875_679,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,679,,1875,1875,,
TDC-FR_1867-1876_1875_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1875,,
TDC-FR_1867-1876_1874_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1874,,
TGC-FR_1874_1874_651,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,651,,1874,1874,,
TDC-FR_1867-1876_1874_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1874,,
TDC-FR_1867-1876_1873_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1873,,
TGC-FR_1873_1873_649,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,649,,1873,1873,,
TDC-FR_1867-1876_1873_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1873,,
TDC-FR_1867-1876_1872_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1872,,
TGC-FR_1872_1872_649,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,649,,1872,1872,,
TDC-FR_1867-1876_1872_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1872,,
TDC-FR_1867-1876_1871_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1871,,
TGC-FR_1871_1871_641,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,641,,1871,1871,,
TDC-FR_1867-1876_1871_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1871,,
TDC-FR_1867-1876_1870_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1870,,
TGC-FR_1870_1870_647,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,647,,1870,1870,,
TDC-FR_1867-1876_1870_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1870,,
TDC-FR_1867-1876_1869_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1869,,
TGC-FR_1869_1869_647,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,647,,1869,1869,,
TDC-FR_1867-1876_1869_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1869,,
TDC-FR_1867-1876_1868_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1868,,
TGC-FR_1868_1868_651,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,651,,1868,1868,,
TDC-FR_1867-1876_1868_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1868,,
TDC-FR_1867-1876_1867_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1867-1876,1867,,
TGC-FR_1867_1867_651,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,651,,1867,1867,,
TDC-FR_1867-1876_1867_LXIX,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIX,,1867-1876,1867,,
TDC-FR_1857-1866_1866_LXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIII,,1857-1866,1866,,
TGC-FR_1866_1866_651,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,651,,1866,1866,,
TDC-FR_1857-1866_1866_LXI,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXI,,1857-1866,1866,,
TDC-FR_1857-1866_1865_LXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIII,,1857-1866,1865,,
TGC-FR_1865_1865_651,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,651,,1865,1865,,
TDC-FR_1857-1866_1865_LXI,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXI,,1857-1866,1865,,
TDC-FR_1857-1866_1864_LXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIII,,1857-1866,1864,,
TGC-FR_1864_1864_651,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,651,,1864,1864,,
TDC-FR_1857-1866_1864_LXI,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXI,,1857-1866,1864,,
TDC-FR_1857-1866_1863_LXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIII,,1857-1866,1863,,
TGC-FR_1863_1863_541,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,541,,1863,1863,,
TDC-FR_1857-1866_1863_LXI,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXI,,1857-1866,1863,,
TDC-FR_1857-1866_1862_LXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIII,,1857-1866,1862,,
TGC-FR_1862_1862_537,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,537,,1862,1862,,
TDC-FR_1857-1866_1862_LXI,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXI,,1857-1866,1862,,
TDC-FR_1857-1866_1861_LXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXIII,,1857-1866,1861,,
TGC-FR_1861_1861_539,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,539,,1861,1861,,
TDC-FR_1857-1866_1861_LXI,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXI,,1857-1866,1861,,
