year,modified_currency,rate_to_pounds,source,notes
1914,chinese haikwan tael,7.3282442766,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1915,chinese haikwan tael,7.7108433735,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1916,chinese haikwan tael,6.0282574593,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1917,chinese haikwan tael,4.6320868531,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1918,chinese haikwan tael,3.7832512325,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1919,chinese haikwan tael,3.3325622162,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1920,chinese haikwan tael,2.9447852764,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1921,chinese haikwan tael,5.0592885375,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1922,chinese haikwan tael,5.333333333,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1923,chinese haikwan tael,5.7485029951,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1924,chinese haikwan tael,5.4623044117,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1925,chinese haikwan tael,5.7313432858,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1926,chinese haikwan tael,6.421404685,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1927,chinese haikwan tael,7.79381112714,StatisticalYearbookOfTheLeagueOfNations,
1928,chinese haikwan tael,7.57000622278,StatisticalYearbookOfTheLeagueOfNations,
1929,chinese haikwan tael,8.31568778544,StatisticalYearbookOfTheLeagueOfNations,
1930,chinese haikwan tael,11.6257264496,StatisticalYearbookOfTheLeagueOfNations,
1931,chinese haikwan tael,14.5698921596,StatisticalYearbookOfTheLeagueOfNations,
1932,chinese haikwan tael,11.4272262726,StatisticalYearbookOfTheLeagueOfNations,
1933,chinese haikwan tael,11.4865021174,StatisticalYearbookOfTheLeagueOfNations,
1934,chinese haikwan tael,10.5737039817,StatisticalYearbookOfTheLeagueOfNations,
1935,chinese haikwan tael,9.58220536398,StatisticalYearbookOfTheLeagueOfNations,
1936,chinese haikwan tael,11.9456712244,StatisticalYearbookOfTheLeagueOfNations,
1937,chinese haikwan tael,11.931769676,StatisticalYearbookOfTheLeagueOfNations,
1938,chinese haikwan tael,16.3612086981,StatisticalYearbookOfTheLeagueOfNations,
1939,chinese haikwan tael,26.6833669038,StatisticalYearbookOfTheLeagueOfNations,
1924,chinese standard dollar,8.49817216204,StatisticalYearbookOfTheLeagueOfNations,
1925,chinese standard dollar,8.9136150902,StatisticalYearbookOfTheLeagueOfNations,
1926,chinese standard dollar,9.82986920487,StatisticalYearbookOfTheLeagueOfNations,
1927,chinese standard dollar,10.9004351429,StatisticalYearbookOfTheLeagueOfNations,
1928,chinese standard dollar,10.5874212906,StatisticalYearbookOfTheLeagueOfNations,
1929,chinese standard dollar,11.630332567,StatisticalYearbookOfTheLeagueOfNations,
1930,chinese standard dollar,16.2597572722,StatisticalYearbookOfTheLeagueOfNations,
1931,chinese standard dollar,20.3774715519,StatisticalYearbookOfTheLeagueOfNations,
1932,chinese standard dollar,15.982134647,StatisticalYearbookOfTheLeagueOfNations,
1933,chinese standard dollar,16.0650379264,StatisticalYearbookOfTheLeagueOfNations,
1934,chinese standard dollar,14.7883971772,StatisticalYearbookOfTheLeagueOfNations,
1935,chinese standard dollar,13.4016858238,StatisticalYearbookOfTheLeagueOfNations,
1936,chinese standard dollar,16.7072324817,StatisticalYearbookOfTheLeagueOfNations,
1937,chinese standard dollar,16.6877897567,StatisticalYearbookOfTheLeagueOfNations,
1938,chinese standard dollar,22.8828093679,StatisticalYearbookOfTheLeagueOfNations,
1939,chinese standard dollar,37.3193942711,StatisticalYearbookOfTheLeagueOfNations,
1833,colombian peso,5.105,ExtraitsDavisDivers1eSérieAvisDivers_Fc35,1 piastre = 5 fr.
1834,colombian peso,5.0616,ExtraitsDavisDivers1eSérieAvisDivers_Fc35,1 piastre = 5 fr.
1835,colombian peso,5.0838,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1836,colombian peso,5.0758,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1837,colombian peso,5.0834,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1838,colombian peso,5.0834,ExtraitsDavisDivers1eSérieAvisDivers_Fc40,"1 piastre = 5.40 fr, but the exchange rate used for trade data is : 1 piastre = 5 fr."
1839,colombian peso,5.0292,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1840,colombian peso,5.0302,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1841,colombian peso,5.0522,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1842,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,
1843,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1844,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1845,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1846,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1847,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1848,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1849,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1850,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1851,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1852,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1853,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1854,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1855,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_45,Use exchange rate in 1842.
1856,colombian peso,5.06,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Nouvellegrenade_Fc9,"1 piastre = 5.40 fr, but the exchange rate used for trade data is : 1 piastre = 5 fr."
1857,colombian peso,5.0454,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_Nouvellegrenade_Fc9,"1 piastre = 5.40 fr, but the exchange rate used for trade data is : 1 piastre = 5 fr."
1858,colombian peso,5.0244,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1859,colombian peso,5.0238,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1860,colombian peso,5.0266,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1861,colombian peso,5.065,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1862,colombian peso,5.0448,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsunisDeColombie_Fc12,
1863,colombian peso,5.0492,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1864,colombian peso,5.0494,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1865,colombian peso,5.0386,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1866,colombian peso,5.0376,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1867,colombian peso,5.0302,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1868,colombian peso,5.0344,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1869,colombian peso,5.034,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsunisDeColombie_Fc13,1 piastre = 5 fr.
1870,colombian peso,5.0394,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsunisDeColombie_Fc13,1 piastre = 5 fr.
1871,colombian peso,5.1066,AnnalesDuCommerceExtérieurFaitsCommerciaux3eSérieAvisDivers_EtatsunisDeColombie_Fc13,1 piastre = 5 fr.
1872,colombian peso,5.0988,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1873,colombian peso,5.0834,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1874,colombian peso,5.0374,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1875,colombian peso,5.0362,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1876,colombian peso,5.0396,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1877,colombian peso,5.0294,DenzelMA_HandbookOfWorldExchangeRates15901914_285289,Estimated from 1 piastre = 5 fr.
1878,colombian peso,5.0,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_47,
1879,colombian peso,5.0,StatesmansYearbook,
1880,colombian peso,5.0,StatesmansYearbook,
1881,colombian peso,5.0,StatesmansYearbook,
1882,colombian peso,5.0,StatesmansYearbook,
1883,colombian peso,5.0,StatesmansYearbook,
1884,colombian peso,5.0,StatesmansYearbook,
1885,colombian peso,5.0,StatesmansYearbook,
1886,colombian peso,5.0,StatesmansYearbook,
1887,colombian peso,5.0,StatesmansYearbook,
1888,colombian peso,5.0,StatesmansYearbook,
1889,colombian peso,5.0,StatesmansYearbook,
1890,colombian peso,5.0,StatesmansYearbook,
1891,colombian peso,5.0,StatesmansYearbook,
1892,colombian peso,5.0,StatesmansYearbook,
1893,colombian peso,5.0,StatesmansYearbook,
1894,colombian peso,5.0,StatesmansYearbook,
1895,colombian peso,5.0,StatesmansYearbook,
1896,colombian peso,5.0,StatesmansYearbook,
1897,colombian peso,5.0,StatesmansYearbook,
1898,colombian peso,5.0,StatesmansYearbook,
1899,colombian peso,5.0,StatesmansYearbook,
1900,colombian peso,4.8728,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1901,colombian peso,4.8729,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1902,colombian peso,4.8779,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1903,colombian peso,4.8685,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1904,colombian peso,4.8692,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1905,colombian peso,4.8693,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1906,colombian peso,9.7136,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1907,colombian peso,4.8658,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1908,colombian peso,4.8679,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1909,colombian peso,9.7518,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1910,colombian peso,4.867,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1911,colombian peso,4.8656,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1912,colombian peso,4.87,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1913,colombian peso,4.8701,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1914,colombian peso,4.8707,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1915,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1916,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1917,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1918,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1919,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1920,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1921,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1922,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1923,colombian peso,4.8666,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1924,colombian peso,4.418,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1925,colombian peso,4.829,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1926,colombian peso,4.858,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1927,colombian peso,4.861,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1928,colombian peso,4.866,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1929,colombian peso,4.8568268,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1930,colombian peso,4.8616934,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1931,colombian peso,4.5356339,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1932,colombian peso,3.5039232,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1933,colombian peso,4.1067253,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1934,colombian peso,10.0923962,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1935,colombian peso,9.7986628,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1936,colombian peso,9.946854,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1937,colombian peso,9.88134,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1938,colombian peso,9.7660578,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1939,colombian peso,,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1900,costa rican colon,9.7456,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1901,costa rican colon,9.7458,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1902,costa rican colon,9.7558,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1903,costa rican colon,9.737,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1904,costa rican colon,9.7384,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1905,costa rican colon,9.7386,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1906,costa rican colon,9.7136,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1907,costa rican colon,9.7316,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1908,costa rican colon,9.7358,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1909,costa rican colon,9.7518,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1910,costa rican colon,9.734,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1911,costa rican colon,9.7312,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1912,costa rican colon,9.74,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1913,costa rican colon,9.7402,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1914,costa rican colon,9.7414,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1915,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1916,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1917,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1918,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1919,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1920,costa rican colon,14.5998,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1921,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1922,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1923,costa rican colon,9.7332,LatinAmericanCentreOxfordSchoolOfGlobalAndAreaStudies_MoxladDatabase,
1924,costa rican colon,17.9593495935,StatisticalYearbookOfTheLeagueOfNations,
1925,costa rican colon,19.316,StatisticalYearbookOfTheLeagueOfNations,
1926,costa rican colon,19.432,StatisticalYearbookOfTheLeagueOfNations,
1927,costa rican colon,19.444,StatisticalYearbookOfTheLeagueOfNations,
1928,costa rican colon,19.464,StatisticalYearbookOfTheLeagueOfNations,
1929,costa rican colon,19.42730752,StatisticalYearbookOfTheLeagueOfNations,
1930,costa rican colon,19.44677376,StatisticalYearbookOfTheLeagueOfNations,
1931,costa rican colon,18.14253568,StatisticalYearbookOfTheLeagueOfNations,
1932,costa rican colon,14.1859238866,StatisticalYearbookOfTheLeagueOfNations,
1933,costa rican colon,18.7769255524,StatisticalYearbookOfTheLeagueOfNations,
1934,costa rican colon,21.444093262,StatisticalYearbookOfTheLeagueOfNations,
1935,costa rican colon,28.1859843099,StatisticalYearbookOfTheLeagueOfNations,
1936,costa rican colon,30.431718863,StatisticalYearbookOfTheLeagueOfNations,
1937,costa rican colon,27.8089142857,StatisticalYearbookOfTheLeagueOfNations,
