slug,author,name,editor,country,volume_number,volume_date,edition_date,pages,shelf_number,notes,source_category,URL,type
ColonyAndProtectorateOfKenyaBlueBook_1936_253255,,Colony and Protectorate of Kenya Blue Book,,,,1936,,253-255,,,statistical series,http://erepository.uonbi.ac.ke/handle/11295/109671,primary_yearbook
ColonyAndProtectorateOfKenyaBlueBook_1937_229231,,Colony and Protectorate of Kenya Blue Book,,,,1937,,229-231,,,statistical series,http://erepository.uonbi.ac.ke/handle/11295/109671,primary_yearbook
ColonyAndProtectorateOfKenyaBlueBook_1938_234236,,Colony and Protectorate of Kenya Blue Book,,,,1938,,234-236,,,statistical series,http://erepository.uonbi.ac.ke/handle/11295/109671,primary_yearbook
NyasalandProtectorateBlueBook_1929_20t120t2,,Nyasaland Protectorate Blue Book,,,,1929,,20.T1-20.T2,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1930_20t120t2,,Nyasaland Protectorate Blue Book,,,,1930,,20.T1-20.T2,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1931_20t120t2,,Nyasaland Protectorate Blue Book,,,,1931,,20.T1-20.T2,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1932_20t120t2,,Nyasaland Protectorate Blue Book,,,,1932,,20.T1-20.T2,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1933_20t120t2,,Nyasaland Protectorate Blue Book,,,,1933,,20.T1-20.T2,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1934_20t120t3,,Nyasaland Protectorate Blue Book,,,,1934,,20.T1-20.T3,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1935_20t120t3,,Nyasaland Protectorate Blue Book,,,,1935,,20.T1-20.T3,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1936_20t120t3,,Nyasaland Protectorate Blue Book,,,,1936,,20.T1-20.T3,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1937_20t120t3,,Nyasaland Protectorate Blue Book,,,,1937,,20.T1-20.T3,,,statistical series,https://books.google.com/,primary_yearbook
NyasalandProtectorateBlueBook_1938_20t120t3,,Nyasaland Protectorate Blue Book,,,,1938,,20.T1-20.T3,,,statistical series,https://books.google.com/,primary_yearbook
ColonyAndProtectorateOfNigeriaBlueBook_1934_20t320t5,,Colony and Protectorate of Nigeria Blue Book,,,,1934,,20.T3-20.T5,Berkeley Library,,statistical series,,primary_yearbook
ColonyAndProtectorateOfNigeriaBlueBook_1935_20t320t5,,Colony and Protectorate of Nigeria Blue Book,,,,1935,,20.T3-20.T5,Berkeley Library,,statistical series,,primary_yearbook
ColonyAndProtectorateOfNigeriaBlueBook_1936_20t320t5,,Colony and Protectorate of Nigeria Blue Book,,,,1936,,20.T3-20.T5,Berkeley Library,,statistical series,,primary_yearbook
ColonyAndProtectorateOfNigeriaBlueBook_1937_20t320t5,,Colony and Protectorate of Nigeria Blue Book,,,,1937,,20.T3-20.T5,Berkeley Library,,statistical series,,primary_yearbook
ColonyAndProtectorateOfNigeriaBlueBook_1938_20t320t5,,Colony and Protectorate of Nigeria Blue Book,,,,1938,,20.T3-20.T5,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1905_W1,,Sierra Leone Blue Book,,,,1905,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1906_W1,,Sierra Leone Blue Book,,,,1906,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1907_W1,,Sierra Leone Blue Book,,,,1907,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1908_W1,,Sierra Leone Blue Book,,,,1908,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1909_W1,,Sierra Leone Blue Book,,,,1909,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1910_W1,,Sierra Leone Blue Book,,,,1910,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1911_W1,,Sierra Leone Blue Book,,,,1911,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1912_W1,,Sierra Leone Blue Book,,,,1912,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1913_W1,,Sierra Leone Blue Book,,,,1913,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1914_W1,,Sierra Leone Blue Book,,,,1914,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1915_W1,,Sierra Leone Blue Book,,,,1915,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1916_W1,,Sierra Leone Blue Book,,,,1916,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1922_190191,,Sierra Leone Blue Book,,,,1922,,190-191,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1923_191192,,Sierra Leone Blue Book,,,,1923,,191-192,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1924_191192,,Sierra Leone Blue Book,,,,1924,,191-192,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1925_191192,,Sierra Leone Blue Book,,,,1925,,191-192,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1926_198199,,Sierra Leone Blue Book,,,,1926,,198-199,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1927_218219,,Sierra Leone Blue Book,,,,1927,,218-219,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1928_220221,,Sierra Leone Blue Book,,,,1928,,220-221,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1929_162163,,Sierra Leone Blue Book,,,,1929,,162-163,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1935_178179,,Sierra Leone Blue Book,,,,1935,,178-179,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1936_178179,,Sierra Leone Blue Book,,,,1936,,178-179,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1937_180181,,Sierra Leone Blue Book,,,,1937,,180-181,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1938_20t220t3,,Sierra Leone Blue Book,,,,1938,,20.T2-20.T3,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1917_W1,,Sierra Leone Blue Book,,,,1917,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1918_W1,,Sierra Leone Blue Book,,,,1918,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1919_W1,,Sierra Leone Blue Book,,,,1919,,W1,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1920_186,,Sierra Leone Blue Book,,,,1920,,186,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1921_186,,Sierra Leone Blue Book,,,,1921,,186,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1930_170171,,Sierra Leone Blue Book,,,,1930,,170-171,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1931_150151,,Sierra Leone Blue Book,,,,1931,,150-151,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1932_152153,,Sierra Leone Blue Book,,,,1932,,152-153,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1933_152153,,Sierra Leone Blue Book,,,,1933,,152-153,Berkeley Library,,statistical series,,primary_yearbook
SierraLeoneBlueBook_1934_176177,,Sierra Leone Blue Book,,,,1934,,176-177,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1920_20330,,Trinidad and Tobago Blue Book,,,,1920,,20.330,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1921_20334,,Trinidad and Tobago Blue Book,,,,1921,,20.334,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1922_20334,,Trinidad and Tobago Blue Book,,,,1922,,20.334,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1923_20352,,Trinidad and Tobago Blue Book,,,,1923,,20.352,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1924_20362,,Trinidad and Tobago Blue Book,,,,1924,,20.362,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1925_2037620377,,Trinidad and Tobago Blue Book,,,,1925,,20.376-20.377,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1926_2037420375,,Trinidad and Tobago Blue Book,,,,1926,,20.374-20.375,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1927_2038020381,,Trinidad and Tobago Blue Book,,,,1927,,20.380-20.381,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1928_2037820379,,Trinidad and Tobago Blue Book,,,,1928,,20.378-20.379,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1929_2036720368,,Trinidad and Tobago Blue Book,,,,1929,,20.367-20.368,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1930_2037320374,,Trinidad and Tobago Blue Book,,,,1930,,20.373-20.374,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1931_2036720368,,Trinidad and Tobago Blue Book,,,,1931,,20.367-20.368,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1932_2035520356,,Trinidad and Tobago Blue Book,,,,1932,,20.355-20.356,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1933_2036320364,,Trinidad and Tobago Blue Book,,,,1933,,20.363-20.364,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1934_2036520367,,Trinidad and Tobago Blue Book,,,,1934,,20.365-20.367,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1935_2037320375,,Trinidad and Tobago Blue Book,,,,1935,,20.373-20.375,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1936_2038120383,,Trinidad and Tobago Blue Book,,,,1936,,20.381-20.383,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1937_2039920401,,Trinidad and Tobago Blue Book,,,,1937,,20.399-20.401,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1917_W1w2,,Trinidad and Tobago Blue Book,,,,1917,,W1-W2,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1919_W1w2,,Trinidad and Tobago Blue Book,,,,1919,,W1-W2,Berkeley Library,,statistical series,,primary_yearbook
TrinidadAndTobagoBlueBook_1938_2040520407,,Trinidad and Tobago Blue Book,,,,1938,,20.405-20.407,Berkeley Library,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1924_T113,,Northern Rhodesia Blue Book,,,,1924,,T113,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1924_T89t91,,Northern Rhodesia Blue Book,,,,1924,,T89-T91,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1925_T89t90,,Northern Rhodesia Blue Book,,,,1925,,T89-T90,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1925_T112t113,,Northern Rhodesia Blue Book,,,,1925,,T112-T113,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1930_T110t112,,Northern Rhodesia Blue Book,,,,1930,,T110-T112,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1930_T139t140,,Northern Rhodesia Blue Book,,,,1930,,T139-T140,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1931_T112t114,,Northern Rhodesia Blue Book,,,,1931,,T112-T114,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1931_T141t142,,Northern Rhodesia Blue Book,,,,1931,,T141-T142,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1932_T63t64,,Northern Rhodesia Blue Book,,,,1932,,T63-T64,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1932_T89,,Northern Rhodesia Blue Book,,,,1932,,T89,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1933_T60t61,,Northern Rhodesia Blue Book,,,,1933,,T60-T61,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1933_T82t83,,Northern Rhodesia Blue Book,,,,1933,,T82-T83,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1934_T65t66,,Northern Rhodesia Blue Book,,,,1934,,T65-T66,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1934_T87,,Northern Rhodesia Blue Book,,,,1934,,T87,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1935_T65t66,,Northern Rhodesia Blue Book,,,,1935,,T65-T66,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1935_T87,,Northern Rhodesia Blue Book,,,,1935,,T87,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1936_T65t66,,Northern Rhodesia Blue Book,,,,1936,,T65-T66,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1936_T87,,Northern Rhodesia Blue Book,,,,1936,,T87,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1937_T65t66,,Northern Rhodesia Blue Book,,,,1937,,T65-T66,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1937_T87,,Northern Rhodesia Blue Book,,,,1937,,T87,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1938_T65t66,,Northern Rhodesia Blue Book,,,,1938,,T65-T66,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
NorthernRhodesiaBlueBook_1938_T87,,Northern Rhodesia Blue Book,,,,1938,,T87,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1936_20942095,,Zanzibar Protectorate Blue Book,,,,1936,,20.94-20.95,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1937_20962097,,Zanzibar Protectorate Blue Book,,,,1937,,20.96-20.97,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1938_20962097,,Zanzibar Protectorate Blue Book,,,,1938,,20.96-20.97,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1913_S2s3,,Zanzibar Protectorate Blue Book,,,,1913,,S2-S3,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1914_S2s3,,Zanzibar Protectorate Blue Book,,,,1914,,S2-S3,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1915_S2s3,,Zanzibar Protectorate Blue Book,,,,1915,,S2-S3,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1916_S2s3,,Zanzibar Protectorate Blue Book,,,,1916,,S2-S3,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1917_S2s3,,Zanzibar Protectorate Blue Book,,,,1917,,S2-S3,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1918_S2s3,,Zanzibar Protectorate Blue Book,,,,1918,,S2-S3,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ZanzibarProtectorateBlueBook_1919_S2s3,,Zanzibar Protectorate Blue Book,,,,1919,,S2-S3,Penn Libraries_University of Pennsylvania,,statistical series,,primary_yearbook
ReviewOfTheTradeOfSouthernRhodesiaWithBritishCountriesAndForeignCountries_1938_2326,,Review of the Trade of Southern Rhodesia with British Countries and Foreign Countries,,,,1938,,23-26,,,statistical series,,primary
ReviewOfTheTradeOfSouthernRhodesiaWithBritishCountriesAndForeignCountries_1935_1922,,Review of the Trade of Southern Rhodesia with British Countries and Foreign Countries,,,,1935,,19-22,,,statistical series,,primary
AnnualStatementOfTheTradeOfSouthernRhodesiaWithBritishCountriesAndForeignCountries_1930_107108,,Annual Statement of the Trade of Southern Rhodesia with British Countries and Foreign Countries,,,,1930,,107-108,Insee_S-Rhodesie_S4,,statistical series,,primary
AnnualStatementOfTheTradeOfSouthernRhodesiaWithBritishCountriesAndForeignCountries_1930_200201,,Annual Statement of the Trade of Southern Rhodesia with British Countries and Foreign Countries,,,,1930,,200-201,Insee_S-Rhodesie_S4,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1929_683684,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1929,,683-684,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1928_593595,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1928,,593-595,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1928_683684,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1928,,683-684,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1927_593595,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1927,,593-595,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1927_685,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1927,,685,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1926_24,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1926,,24,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1924_27,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1924,,27,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaSouthernAndNorthernRhodesiaAndTerritoryOfSouthwestAfrica_1921_21632164,,"Annual Statement of the Trade and Shipping of the Union of South Africa, Southern and Northern Rhodesia, and Territory of South-West Africa",,,,1921,,21.63-21.64,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1912_22312232,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1912,,22.31-22.32,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1913_20322033,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1913,,20.32-20.33,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1914_2032,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1914,,20.32,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1915_2132,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1915,,21.32,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1916_2232,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1916,,22.32,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1917_2234,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1917,,22.34,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1918_2335,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1918,,23.35,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1919_2335,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1919,,23.35,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1913_17611762,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1913,,17.61-17.62,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1917_21,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1917,,21,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1918_19561957,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1918,,19.56-19.57,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1919_19581959,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1919,,19.58-19.59,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1911_17651766,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1911,,17.65-17.66,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1911_2033,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1911,,20.33,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheUnionOfSouthAfricaAndOfSouthernAndNorthernRhodesia_1910_1932,,Annual Statement of the Trade and Shipping of the Union of South Africa and of Southern and Northern Rhodesia,,,,1910,,19.32,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheColoniesAndTerritoriesFormingTheSouthAfricanCustomsUnion_1909_32273228,,Annual Statement of the Trade and Shipping of the Colonies and Territories forming the South African Customs Union,,,,1909,,32.27-32.28,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheColoniesAndTerritoriesFormingTheSouthAfricanCustomsUnion_1908_3226,,Annual Statement of the Trade and Shipping of the Colonies and Territories forming the South African Customs Union,,,,1908,,32.26,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheColoniesAndTerritoriesFormingTheSouthAfricanCustomsUnion_1907_3022,,Annual Statement of the Trade and Shipping of the Colonies and Territories forming the South African Customs Union,,,,1907,,30.22,BnF_FOL-O3W-86,,statistical series,,primary
AnnualStatementOfTheTradeAndShippingOfTheColoniesAndTerritoriesFormingTheSouthAfricanCustomsUnion_1910_18,,Annual Statement of the Trade and Shipping of the Colonies and Territories forming the South African Customs Union,,,,1910,,18,BnF_FOL-O3W-86,,statistical series,,primary
EFlagg_ReportOnTheCommercialRelationsOfTheUnitedStatesWithAllForeignNations_I_778781,E. Flagg,Report on the commercial relations of the United States with all Foreign Nations,,,I,,1856,778-781,,,book,https://books.google.com/,secondary
CommerceAndNavigationOfTheUnitedStates_182021_102103,,Commerce and Navigation of the United States,,,,1820-21,,102-103,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_182021_5657,,Commerce and Navigation of the United States,,,,1820-21,,56-57,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_182526_110111,,Commerce and Navigation of the United States,,,,1825-26,,110-111,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_182526_168169,,Commerce and Navigation of the United States,,,,1825-26,,168-169,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_182627_114115,,Commerce and Navigation of the United States,,,,1826-27,,114-115,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_182627_171172,,Commerce and Navigation of the United States,,,,1826-27,,171-172,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_184748_4647,,Commerce and Navigation of the United States,,,,1847-48,,46-47,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_184748_254255,,Commerce and Navigation of the United States,,,,1847-48,,254-255,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_184849_4647,,Commerce and Navigation of the United States,,,,1848-49,,46-47,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_184849_262263,,Commerce and Navigation of the United States,,,,1848-49,,262-263,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_184950_306308,,Commerce and Navigation of the United States,,,,1849-50,,306-308,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_185051_318320,,Commerce and Navigation of the United States,,,,1850-51,,318-320,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_185152_300301,,Commerce and Navigation of the United States,,,,1851-52,,300-301,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_185253_300301,,Commerce and Navigation of the United States,,,,1852-53,,300-301,,,statistical series,https://books.google.com/,primary
CommerceAndNavigationOfTheUnitedStates_185354_308309,,Commerce and Navigation of the United States,,,,1853-54,,308-309,,,statistical series,https://books.google.com/,primary
