COW_code,COW_name,start_year,end_year,link_type,sovereign_COW_code
704,Uzbekistan,1920,1991,Became part of,365
704,Uzbekistan,1991,2020,Sovereign,
705,Kazakhstan,1816,1848,Became protectorate of,365
705,Kazakhstan,1848,1991,Became part of,365
705,Kazakhstan,1991,2020,Sovereign,
710,People's Republic of China (China),1816,1860,Sovereign (unrecognized),
710,People's Republic of China (China),1860,2020,Sovereign,
710,People's Republic of China (China),1937,1945,Occupied by,740
711,Manchukuo,1932,1945,Occupied by,740
711,Manchukuo,1945,2020,Became part of,710
712,Mongolia,1816,1911,Became part of,710
712,Mongolia,1911,1919,Sovereign (unrecognized),
712,Mongolia,1919,1921,Occupied by,710
712,Mongolia,1921,1924,Occupied by,365
712,Mongolia,1921,2020,Sovereign,
713,Republic of China (Taiwan) (Formosa),1816,1895,Became part of,710
713,Republic of China (Taiwan) (Formosa),1895,1945,Became colony of,740
713,Republic of China (Taiwan) (Formosa),1945,1949,Became part of,710
713,Republic of China (Taiwan) (Formosa),1949,2020,Sovereign (unrecognized),
720,Hong Kong,1816,1839,Became part of,710
720,Hong Kong,1839,1841,Occupied by,200
720,Hong Kong,1841,1942,Became colony of,200
720,Hong Kong,1942,1945,Occupied by,740
720,Hong Kong,1945,1997,Became colony of,200
720,Hong Kong,1997,2020,Became dependency of,710
721,Macao,1816,1999,Became colony of,235
721,Macao,1999,2020,Became dependency of,710
730,Korea (Chosen),1816,1897,Became part of,710
730,Korea (Chosen),1897,1905,Sovereign,
730,Korea (Chosen),1905,1907,Occupied by,740
730,Korea (Chosen),1907,1910,Became protectorate of,740
730,Korea (Chosen),1910,1945,Became colony of,740
730,Korea (Chosen),1945,1948,Occupied by,365
730,Korea (Chosen),1948,1948,Dissolved into,731
730,Korea (Chosen),1948,1948,Dissolved into,732
731,North Korea (Democratic People's Republic of Korea),1945,1948,Occupied by,365
731,North Korea (Democratic People's Republic of Korea),1948,2020,Sovereign,
732,South Korea (Republic of South Korea),1945,1948,Occupied by,2
732,South Korea (Republic of South Korea),1948,2020,Sovereign,
735,Far Eastern Republic,1816,1920,Became part of,365
735,Far Eastern Republic,1920,1922,Sovereign (unrecognized),
735,Far Eastern Republic,1922,2020,Became part of,365
740,Japan,1816,1860,Sovereign (unrecognized),
740,Japan,1860,1945,Sovereign,
740,Japan,1945,1952,Occupied by,2
740,Japan,1952,2020,Sovereign,
741,Ryukyu Is.,1816,1879,Became protectorate of,740
741,Ryukyu Is.,1879,1945,Became part of,740
741,Ryukyu Is.,1945,1951,Occupied by,2
741,Ryukyu Is.,1951,1972,Became colony of,2
741,Ryukyu Is.,1972,2020,Became part of,740
750,India,1816,1947,Became colony of,200
750,India,1947,2020,Sovereign,
751,French India,1816,1816,Occupied by,200
751,French India,1816,1954,Became colony of,220
751,French India,1954,2020,Became part of,750
752,"Portuguese India (incl. Goa, Diu, Daman)",1816,1961,Became colony of,235
752,"Portuguese India (incl. Goa, Diu, Daman)",1961,1962,Occupied by,750
752,"Portuguese India (incl. Goa, Diu, Daman)",1962,2020,Became part of,750
760,Bhutan,1816,1865,Became part of,7910
760,Bhutan,1865,1949,Became protectorate of,200
760,Bhutan,1949,1971,Became protectorate of,750
760,Bhutan,1971,2020,Sovereign,
761,Sikkim,1816,1861,Became part of,7910
761,Sikkim,1861,1949,Became protectorate of,200
761,Sikkim,1949,1975,Became protectorate of,750
761,Sikkim,1975,2020,Became part of,750
770,Pakistan,1849,1947,Became part of,750
770,Pakistan,1947,2020,Sovereign,
771,Bangladesh,1947,1971,Became part of,770
771,Bangladesh,1971,2020,Sovereign,
775,Burma (Myanmar),1816,1886,Sovereign (unrecognized),
775,Burma (Myanmar),1886,1937,Became part of,750
775,Burma (Myanmar),1937,1942,Became colony of,200
775,Burma (Myanmar),1942,1945,Occupied by,740
775,Burma (Myanmar),1945,1948,Became colony of,200
775,Burma (Myanmar),1948,2020,Sovereign,
780,Sri Lanka (Ceylon),1816,1833,Became part of,750
780,Sri Lanka (Ceylon),1833,1948,Became colony of,200
780,Sri Lanka (Ceylon),1948,2020,Sovereign,
781,Maldive Islands,1816,1887,Became protectorate of,200
781,Maldive Islands,1887,1965,Became protectorate of,200
781,Maldive Islands,1965,2020,Sovereign,
790,Nepal,1816,1923,Became protectorate of,200
790,Nepal,1923,2020,Sovereign,
800,Thailand (Siam),1816,1887,Sovereign (unrecognized),
800,Thailand (Siam),1887,2020,Sovereign,
800,Thailand (Siam),1941,1945,Occupied by,740
810,French Indochina,1887,1941,Became colony of,220
810,French Indochina,1941,1945,Occupied by,740
810,French Indochina,1945,1946,Occupied by,220
810,French Indochina,1946,1954,Became colony of,220
810,French Indochina,1945,1945,Dissolved into,7110
810,French Indochina,1949,1949,Dissolved into,815
810,French Indochina,1954,1954,Dissolved into,812
810,French Indochina,1953,1953,Dissolved into,811
811,Kampuchea (Cambodia),1816,1833,Became vassal of,800
811,Kampuchea (Cambodia),1816,1833,Became vassal of,815
811,Kampuchea (Cambodia),1833,1863,Occupied by,815
811,Kampuchea (Cambodia),1863,1887,Became protectorate of,220
811,Kampuchea (Cambodia),1887,1953,Became part of,810
811,Kampuchea (Cambodia),1979,1989,Occupied by,816
811,Kampuchea (Cambodia),1953,2020,Sovereign,
812,Laos,1816,1893,Became part of,800
812,Laos,1893,1954,Became part of,810
812,Laos,1975,1989,Occupied by,816
812,Laos,1954,2020,Sovereign,
815,Vietnam,1816,1887,Sovereign (unrecognized),
815,Vietnam,1887,1949,Became part of,810
815,Vietnam,1945,1946,Occupied by,710
815,Vietnam,1945,1975,Dissolved into,816
815,Vietnam,1949,1975,Dissolved into,817
815,Vietnam,1975,2020,Sovereign,
816,"Vietnam, Democratic Rep.",1945,1954,Became colony of,220
816,"Vietnam, Democratic Rep.",1954,1975,Sovereign,
816,"Vietnam, Democratic Rep.",1975,1975,Dissolved into,815
817,Republic of Vietnam,1949,1955,Became colony of,220
817,Republic of Vietnam,1955,1975,Sovereign,
817,Republic of Vietnam,1975,1975,Dissolved into,815
820,Malaysia (Malaya),1946,1948,Became colony of,200
820,Malaysia (Malaya),1948,1957,Became colony of,200
820,Malaysia (Malaya),1957,2020,Sovereign,
821,Federated Malay States,1896,1942,Became colony of,200
821,Federated Malay States,1942,1945,Occupied by,740
821,Federated Malay States,1945,1946,Became colony of,200
821,Federated Malay States,1946,1946,Dissolved into,820
823,Sabah (North Borneo),1816,1878,Became part of,8401
823,Sabah (North Borneo),1816,1878,Became part of,835
823,Sabah (North Borneo),1878,1888,Leased to,200
823,Sabah (North Borneo),1888,1942,Became protectorate of,200
823,Sabah (North Borneo),1942,1945,Occupied by,740
823,Sabah (North Borneo),1945,1963,Became colony of,200
823,Sabah (North Borneo),1963,2020,Became part of,820
823,Sabah (North Borneo),1963,2020,Claimed by,840
824,Sarawak,1816,1841,Became part of,835
824,Sarawak,1841,1888,Sovereign (unrecognized),
824,Sarawak,1888,1941,Became protectorate of,200
824,Sarawak,1941,1945,Occupied by,740
824,Sarawak,1945,1963,Became colony of,200
824,Sarawak,1963,2020,Became part of,820
827,Straits Settlements,1826,1942,Became colony of,200
827,Straits Settlements,1826,1867,Became part of,750
827,Straits Settlements,1942,1945,Occupied by,740
827,Straits Settlements,1945,1946,Became colony of,200
827,Straits Settlements,1946,1946,Dissolved into,820
827,Straits Settlements,1946,1946,Dissolved into,823
827,Straits Settlements,1946,1946,Dissolved into,830
830,Singapore,1816,1826,Became colony of,200
830,Singapore,1826,1946,Became part of,827
830,Singapore,1946,1963,Became colony of,200
830,Singapore,1963,1965,Became part of,820
830,Singapore,1965,2020,Sovereign,
835,Brunei,1816,1888,Sovereign (unrecognized),
835,Brunei,1888,1941,Became protectorate of,200
835,Brunei,1941,1945,Occupied by,740
835,Brunei,1945,1983,Became protectorate of,200
835,Brunei,1984,2020,Sovereign,
840,Philippines,1816,1821,Became part of,1070
840,Philippines,1821,1898,Became colony of,230
840,Philippines,1898,1942,Became colony of,2
840,Philippines,1942,1945,Occupied by,740
840,Philippines,1945,1946,Became colony of,2
840,Philippines,1946,2020,Sovereign,
850,Indonesia (Dutch East Indies),1816,1816,Occupied by,200
850,Indonesia (Dutch East Indies),1816,1949,Became colony of,210
850,Indonesia (Dutch East Indies),1942,1945,Occupied by,740
850,Indonesia (Dutch East Indies),1949,2020,Sovereign,
851,West Irian (Dutch New Guinea),1816,1828,Became part of,9100
851,West Irian (Dutch New Guinea),1828,1942,Became part of,850
851,West Irian (Dutch New Guinea),1942,1945,Occupied by,740
851,West Irian (Dutch New Guinea),1945,1949,Became part of,850
851,West Irian (Dutch New Guinea),1949,1962,Became colony of,210
851,West Irian (Dutch New Guinea),1962,1963,Became protectorate of,1
851,West Irian (Dutch New Guinea),1963,1969,Occupied by,850
851,West Irian (Dutch New Guinea),1969,2020,Became dependency of,850
860,East Timor (Portuguese Timor),1816,1942,Became colony of,235
860,East Timor (Portuguese Timor),1942,1945,Occupied by,740
860,East Timor (Portuguese Timor),1945,1975,Became colony of,235
860,East Timor (Portuguese Timor),1975,1976,Occupied by,850
860,East Timor (Portuguese Timor),1976,2002,Became part of,850
860,East Timor (Portuguese Timor),2002,2020,Sovereign,
900,Australia,1816,1901,Informal,
900,Australia,1901,1919,Became colony of,200
900,Australia,1920,2020,Sovereign,
901,New South Wales,1816,1901,Became colony of,200
901,New South Wales,1901,2020,Became part of,900
902,Western Australia,1816,1829,Became discovered,
902,Western Australia,1829,1901,Became colony of,200
902,Western Australia,1901,2020,Became part of,900
903,South Australia,1816,1836,Became part of,901
903,South Australia,1836,1901,Became colony of,200
903,South Australia,1901,2020,Became part of,900
904,Victoria,1816,1851,Became part of,901
904,Victoria,1851,1901,Became colony of,200
904,Victoria,1901,2020,Became part of,900
905,Queensland,1816,1859,Became part of,901
905,Queensland,1859,1901,Became colony of,200
905,Queensland,1901,2020,Became part of,900
906,Tasmania,1816,1825,Became part of,901
906,Tasmania,1825,1901,Became colony of,200
906,Tasmania,1901,2020,Became part of,900
910,Papua New Guinea,1949,1975,Mandated to,900
910,Papua New Guinea,1975,2020,Sovereign,
911,Papua,1816,1883,Became part of,9100
911,Papua,1883,1884,Became part of,905
911,Papua,1884,1888,Became protectorate of,200
911,Papua,1888,1920,Became colony of,200
911,Papua,1920,1949,Became colony of,900
911,Papua,1949,2020,Became part of,910
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1816,1884,Became part of,9100
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1884,1914,Became colony of,255
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1914,1921,Occupied by,900
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1921,1975,Mandated to,900
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1949,2020,Became part of,910
920,New Zealand,1816,1840,Became part of,901
920,New Zealand,1840,1920,Became colony of,200
920,New Zealand,1920,2020,Sovereign,
925,Cook Is.,1816,1888,Became discovered,
925,Cook Is.,1888,1901,Became protectorate of,200
925,Cook Is.,1901,1965,Became colony of,920
925,Cook Is.,1965,2020,Became associated state of,920
930,New Caledonia and Dependencies,1816,1853,Sovereign (unrecognized),
930,New Caledonia and Dependencies,1853,1946,Became colony of,220
930,New Caledonia and Dependencies,1946,1986,Became dependency of,220
930,New Caledonia and Dependencies,1986,2020,Became colony of,220
935,Vanuatu (New Hebrides),1816,1906,Became discovered,
935,Vanuatu (New Hebrides),1906,1980,Became colony of,200
935,Vanuatu (New Hebrides),1906,1980,Became colony of,220
935,Vanuatu (New Hebrides),1981,2020,Sovereign,
940,Solomon Islands (British Solomon Islands Protectorate),1816,1893,Became discovered,
940,Solomon Islands (British Solomon Islands Protectorate),1893,1978,Became protectorate of,200
940,Solomon Islands (British Solomon Islands Protectorate),1978,2020,Sovereign,
945,Gilbert and Ellice Is.,1892,1916,Became protectorate of,200
945,Gilbert and Ellice Is.,1916,1975,Became colony of,200
945,Gilbert and Ellice Is.,1975,1975,Dissolved into,946
945,Gilbert and Ellice Is.,1975,1975,Dissolved into,947
946,Kiribati,1816,1892,Became discovered,
946,Kiribati,1892,1975,Became part of,945
946,Kiribati,1975,1999,Became colony of,200
946,Kiribati,1999,2020,Sovereign,
947,Tuvalu,1816,1892,Became discovered,
947,Tuvalu,1892,1975,Became part of,945
947,Tuvalu,1975,2000,Became colony of,200
947,Tuvalu,2000,2020,Sovereign,
950,Fiji,1816,1871,Became discovered,
950,Fiji,1871,1874,Sovereign (unrecognized),
950,Fiji,1874,1970,Became colony of,200
950,Fiji,1970,2020,Sovereign,
955,Tonga,1845,1900,Sovereign (unrecognized),
955,Tonga,1900,1970,Became protectorate of,200
955,Tonga,1970,1999,Sovereign (unrecognized),
955,Tonga,1999,2020,Sovereign,
960,French Polynesia,1816,1842,Became discovered,
960,French Polynesia,1842,1903,Became protectorate of,220
960,French Polynesia,1903,2020,Became colony of,220
970,Nauru,1816,1888,Sovereign (unrecognized),
970,Nauru,1888,1914,Became colony of,255
970,Nauru,1914,1919,Occupied by,900
970,Nauru,1919,1942,Mandated to,900
970,Nauru,1942,1945,Occupied by,740
970,Nauru,1945,1968,Mandated to,900
970,Nauru,1968,1999,Sovereign (unrecognized),
970,Nauru,1999,2020,Sovereign,
980,U. S. Pacific Trust Territories,1947,1994,Mandated to,2
983,Marshall Is.,1816,1874,Became part of,1070
983,Marshall Is.,1821,1874,Claimed by,230
983,Marshall Is.,1874,1885,Became colony of,230
983,Marshall Is.,1885,1914,Became colony of,255
983,Marshall Is.,1914,1920,Occupied by,740
983,Marshall Is.,1920,1945,Mandated to,740
983,Marshall Is.,1945,1947,Occupied by,2
983,Marshall Is.,1947,1979,Became part of,980
983,Marshall Is.,1979,1991,Sovereign (unrecognized),
983,Marshall Is.,1991,2020,Sovereign,
984,Northern Marianas Is.,1816,1898,Became part of,9820
984,Northern Marianas Is.,1898,1919,Became part of,912
984,Northern Marianas Is.,1919,1945,Mandated to,740
984,Northern Marianas Is.,1945,1947,Occupied by,2
984,Northern Marianas Is.,1947,1986,Became part of,980
984,Northern Marianas Is.,1986,2020,Became dependency of,2
985,Guam,1816,1898,Became part of,9820
985,Guam,1898,1941,Became colony of,2
985,Guam,1941,1944,Occupied by,740
985,Guam,1944,2020,Became colony of,2
986,Republic of Palau,1816,1947,Became part of,9810
986,Republic of Palau,1947,1994,Became part of,980
986,Republic of Palau,1994,2020,Sovereign,
987,Federated States of Micronesia,1816,1947,Became part of,9810
987,Federated States of Micronesia,1947,1986,Became part of,980
987,Federated States of Micronesia,1986,1991,Became dependency of,2
987,Federated States of Micronesia,1991,2020,Sovereign,
990,Samoa (Western Samoa) (German Samoa),1816,1900,Became part of,9900
990,Samoa (Western Samoa) (German Samoa),1900,1914,Became colony of,255
990,Samoa (Western Samoa) (German Samoa),1914,1920,Occupied by,920
990,Samoa (Western Samoa) (German Samoa),1920,1962,Mandated to,920
990,Samoa (Western Samoa) (German Samoa),1962,1976,Sovereign (unrecognized),
990,Samoa (Western Samoa) (German Samoa),1976,2020,Sovereign,
991,American Samoa,1816,1900,Became part of,9900
991,American Samoa,1900,2020,Became colony of,2
1002,Confederate States of America,1861,1865,Sovereign (unrecognized),
1002,Confederate States of America,1865,1877,Occupied by,2
1002,Confederate States of America,1877,1877,Dissolved into,2
1003,Attu and Kiska,1816,1942,Became part of,3
1003,Attu and Kiska,1942,1943,Occupied by,740
1003,Attu and Kiska,1943,2020,Became part of,3
1004,North Carolina,1816,1861,Became part of,2
1004,North Carolina,1861,1865,Became part of,1002
1004,North Carolina,1865,2020,Became part of,2
1005,Virginia,1816,1861,Became part of,2
1005,Virginia,1861,1865,Became part of,1002
1005,Virginia,1865,2020,Became part of,2
1006,Tennessee,1816,1861,Became part of,2
1006,Tennessee,1861,1865,Became part of,1002
1006,Tennessee,1865,2020,Became part of,2
1007,Arkansas,1816,1861,Became part of,2
1007,Arkansas,1861,1865,Became part of,1002
1007,Arkansas,1865,2020,Became part of,2
1008,Florida,1816,1819,Became part of,1070
1008,Florida,1819,1861,Became part of,2
1008,Florida,1861,1865,Became part of,1002
1008,Florida,1865,2020,Became part of,2
1009,South Carolina (Palmetto Republic),1816,1861,Became part of,2
1009,South Carolina (Palmetto Republic),1861,1865,Became part of,1002
1009,South Carolina (Palmetto Republic),1865,2020,Became part of,2
1010,Georgia (U.S.),1816,1861,Became part of,2
1010,Georgia (U.S.),1861,1865,Became part of,1002
1010,Georgia (U.S.),1865,2020,Became part of,2
1011,Alabama,1816,1821,Became part of,1070
1011,Alabama,1816,1861,Became part of,2
1011,Alabama,1861,1865,Became part of,1002
1011,Alabama,1865,2020,Became part of,2
1012,Mississippi,1816,1821,Became part of,1070
1012,Mississippi,1816,1861,Became part of,2
1012,Mississippi,1861,1865,Became part of,1002
1012,Mississippi,1865,2020,Became part of,2
1013,Louisiana,1816,1821,Became part of,1070
1013,Louisiana,1816,1861,Became part of,2
1013,Louisiana,1861,1865,Became part of,1002
1013,Louisiana,1865,2020,Became part of,2
1014,California (Great Bear Republic),1816,1821,Became part of,1070
1014,California (Great Bear Republic),1816,1846,Became part of,70
1014,California (Great Bear Republic),1846,2020,Became part of,2
1015,Cherokee,1816,2020,Became part of,2
1016,Oregon Country,1816,1821,Became part of,1070
1016,Oregon Country,1816,1825,Claimed by,365
1016,Oregon Country,1816,1819,Claimed by,230
1016,Oregon Country,1816,1846,Claimed by,200
1016,Oregon Country,1818,1846,Occupied by,200
1016,Oregon Country,1846,1849,Became possession of,200
1016,Oregon Country,1846,2020,Became part of,2
1016,Oregon Country,1849,1866,Became part of,1028
1016,Oregon Country,1858,1871,Became part of,1027
1016,Oregon Country,1871,2020,Became part of,20
1017,Eastern Greenland,1931,1933,Became possession of,385
1017,Eastern Greenland,1933,2020,Became part of,10
1018,U.S. Leased Bases in Newfoundland,1940,1945,Leased to,2
1018,U.S. Leased Bases in Newfoundland,1945,2020,Became part of,21
1019,Rupert's Land,1816,1869,Became possession of,200
1019,Rupert's Land,1869,2020,Became part of,20
1020,San Juan Island,1816,1860,Claimed by,2
1020,San Juan Island,1860,1872,Occupied by,2
1020,San Juan Island,1872,2020,Became part of,2
1021,Cape Breton I.,1816,1820,Became colony of,200
1021,Cape Breton I.,1820,1867,Became part of,1022
1021,Cape Breton I.,1867,2020,Became part of,20
1022,Nova Scotia,1816,1867,Became colony of,200
1022,Nova Scotia,1867,2020,Became part of,20
1023,New Brunswick,1816,1867,Became colony of,200
1023,New Brunswick,1867,2020,Became part of,20
1024,Prince Edward Is.,1816,1873,Became colony of,200
1024,Prince Edward Is.,1873,2020,Became part of,20
1025,Quebec (Lower Canada),1816,1841,Became colony of,200
1025,Quebec (Lower Canada),1841,2020,Became part of,20
1026,Ontario (Upper Canada),1816,1841,Became colony of,200
1026,Ontario (Upper Canada),1841,2020,Became part of,20
1027,British Columbia,1816,1818,Became discovered,
1027,British Columbia,1818,1846,Occupied by,2
1027,British Columbia,1818,1846,Occupied by,200
1027,British Columbia,1858,1871,Became colony of,200
1027,British Columbia,1871,2020,Became part of,20
1028,Vancouver,1816,1849,Became discovered,
1028,Vancouver,1849,1866,Became colony of,200
1028,Vancouver,1866,2020,Became part of,1027
1029,St. Pierre and Miquelon,1816,1816,Occupied by,200
1029,St. Pierre and Miquelon,1816,1985,Became colony of,220
1029,St. Pierre and Miquelon,1985,2020,Became dependency of,220
1030,U.S. Leased Bases in Bermuda,1940,1945,Leased to,2
1030,U.S. Leased Bases in Bermuda,1945,2020,Became part of,30
1031,Mayaguana,1816,1940,Became part of,31
1031,Mayaguana,1940,1945,Leased to,2
1031,Mayaguana,1945,2020,Became part of,31
1032,Turks and Caicos Is.,1816,1848,Became part of,31
1032,Turks and Caicos Is.,1848,1962,Became part of,51
1032,Turks and Caicos Is.,1962,1973,Became part of,31
1032,Turks and Caicos Is.,1973,2020,Became colony of,200
1033,Cayman Is.,1816,1962,Became part of,51
1033,Cayman Is.,1962,2020,Became colony of,200
1040,Guantanamo,1816,1903,Became part of,40
1040,Guantanamo,1903,2020,Leased to,2
1041,North Haiti,1816,1820,Sovereign (unrecognized),
1041,North Haiti,1820,2020,Became part of,41
1044,Navassa I.,1816,1857,Became discovered,
1044,Navassa I.,1857,1903,Claimed by,2
1044,Navassa I.,1874,2020,Claimed by,41
1044,Navassa I.,1903,2020,Became dependency of,2
1049,Tobago,1816,1833,Became colony of,200
1049,Tobago,1833,1889,Became part of,1055
1049,Tobago,1889,2020,Became part of,52
1051,U.S. Leased Bases in Jamaica,1940,1945,Leased to,2
1051,U.S. Leased Bases in Jamaica,1945,2020,Became part of,51
1052,U.S. Leased Bases in Trinidad,1942,1945,Leased to,2
1052,U.S. Leased Bases in Trinidad,1945,2020,Became part of,52
1055,Windward Is.,1833,1960,Became colony of,200
1056,Gros Islet Bay,1816,1940,Became part of,56
1056,Gros Islet Bay,1940,1945,Leased to,2
1056,Gros Islet Bay,1945,2020,Became part of,56
1058,Barbuda,1816,1860,Became possession of,200
1058,Barbuda,1860,2020,Became part of,58
1059,U.S. Leased Bases in Antigua,1941,1945,Leased to,2
1059,U.S. Leased Bases in Antigua,1945,2020,Became part of,58
1061,British Virgin Is.,1816,1833,Became colony of,200
1061,British Virgin Is.,1833,1956,Became part of,1063
1061,British Virgin Is.,1956,2020,Became colony of,200
1062,Anguilla,1816,1833,Became colony of,200
1062,Anguilla,1833,1882,Became part of,1063
1062,Anguilla,1882,1969,Became part of,60
1062,Anguilla,1969,2020,Became colony of,200
1063,Leeward Is.,1833,1956,Became colony of,200
1064,St. Barthelemy,1816,1878,Became colony of,380
1064,St. Barthelemy,1878,2007,Became part of,65
1064,St. Barthelemy,2007,2020,Became dependency of,220
1065,Curacao,1816,1816,Occupied by,200
1065,Curacao,1816,1828,Became colony of,210
1065,Curacao,1828,2010,Became part of,68
1065,Curacao,2010,2020,Became dependency of,210
1066,Bonaire,1816,1828,Became colony of,210
1066,Bonaire,1828,2010,Became part of,68
1066,Bonaire,2010,2020,Became dependency of,210
1067,Saba,1816,1828,Became colony of,210
1067,Saba,1828,2010,Became part of,1074
1067,Saba,2010,2020,Became dependency of,210
1068,Sint Eustatius,1816,1816,Occupied by,200
1068,Sint Eustatius,1816,1828,Became colony of,210
1068,Sint Eustatius,1828,2010,Became part of,1074
1068,Sint Eustatius,2010,2020,Became dependency of,210
1069,Aruba,1816,1828,Became colony of,210
1069,Aruba,1828,1986,Became part of,68
1069,Aruba,1986,2020,Became dependency of,210
1070,Viceroyalty of New Spain,1816,1821,Became colony of,230
1071,Yucatan,1816,1823,Became part of,70
1071,Yucatan,1823,1841,Became part of,70
1071,Yucatan,1841,1848,Sovereign (unrecognized),
1071,Yucatan,1848,2020,Became part of,70
1072,Revillagigedo Is,1816,2020,Became possession of,70
1073,Sint Maarten,1816,1828,Became colony of,210
1073,Sint Maarten,1828,2010,Became part of,1074
1073,Sint Maarten,2010,2020,Became dependency of,210
1074,Dutch Windward Is.,1828,2010,Became part of,68
1075,St.Kitts,1816,1833,Became colony of,200
1075,St.Kitts,1833,1882,Became part of,1063
1075,St.Kitts,1882,2020,Became part of,60
1076,Nevis,1816,1833,Became colony of,200
1076,Nevis,1833,1882,Became part of,1063
1076,Nevis,1882,2020,Became part of,60
1077,St. Martin,1816,2007,Became part of,65
1077,St. Martin,2007,2020,Became dependency of,220
1081,Mosquito Coast,1816,1860,Became protectorate of,200
1081,Mosquito Coast,1860,1894,Occupied by,93
1081,Mosquito Coast,1894,2020,Became part of,93
1081,Mosquito Coast,1960,2020,Became part of,91
1082,Bay Is.,1816,1821,Became part of,1070
1082,Bay Is.,1821,1823,Became part of,70
1082,Bay Is.,1823,1830,Became part of,89
1082,Bay Is.,1830,1830,Occupied by,200
1082,Bay Is.,1830,1839,Became part of,89
1082,Bay Is.,1839,1841,Became part of,91
1082,Bay Is.,1841,1852,Became part of,80
1082,Bay Is.,1852,1860,Became colony of,200
1082,Bay Is.,1860,2020,Became part of,91
1087,Swan Is.,1816,1821,Became part of,1070
1087,Swan Is.,1821,1823,Became part of,70
1087,Swan Is.,1823,1839,Became part of,89
1087,Swan Is.,1839,1863,Became part of,91
1087,Swan Is.,1863,1972,Leased to,2
1087,Swan Is.,1972,2020,Became part of,91
1088,Corn Is.,1816,1821,Became part of,1070
1088,Corn Is.,1821,1823,Became part of,70
1088,Corn Is.,1823,1839,Became part of,89
1088,Corn Is.,1839,1916,Became part of,93
1088,Corn Is.,1916,1971,Leased to,2
1088,Corn Is.,1971,2020,Became part of,93
1094,Cocos I.,1816,1821,Became part of,1070
1094,Cocos I.,1821,1823,Became part of,70
1094,Cocos I.,1823,1832,Became part of,89
1094,Cocos I.,1832,2020,Became possession of,94
1097,Panama Canal Operating Area,1816,1903,Became part of,100
1097,Panama Canal Operating Area,1903,1979,Became part of,96
1097,Panama Canal Operating Area,1979,2020,Leased to,2
1101,Quita Sueno Bank,1816,1869,Became discovered,
1101,Quita Sueno Bank,1869,1981,Claimed by,2
1101,Quita Sueno Bank,?,1981,Claimed by,100
1101,Quita Sueno Bank,1981,2020,Became part of,100
1101,Quita Sueno Bank,2001,2012,Claimed by,93
1102,Roncador Cay,1816,1856,Became discovered,
1102,Roncador Cay,1856,1981,Claimed by,2
1102,Roncador Cay,?,1981,Claimed by,100
1102,Roncador Cay,1981,2020,Became part of,100
1103,Serrana Bank,1816,1856,Became discovered,
1103,Serrana Bank,1856,1981,Claimed by,2
1103,Serrana Bank,?,1981,Claimed by,100
1103,Serrana Bank,1981,2020,Became part of,100
1103,Serrana Bank,2001,2012,Claimed by,93
1104,Serranilla Bank,1816,1879,Became discovered,
1104,Serranilla Bank,1879,2020,Claimed by,2
1104,Serranilla Bank,?,2012,Claimed by,100
1104,Serranilla Bank,2012,2020,Became part of,100
1104,Serranilla Bank,1981,1986,Claimed by,51
1104,Serranilla Bank,?,2020,Claimed by,91
1104,Serranilla Bank,2001,2020,Claimed by,93
1105,San Andres and Providincial Is.,1816,1819,Became possession of,230
1105,San Andres and Providincial Is.,1819,1928,Claimed by,100
1105,San Andres and Providincial Is.,1839,1928,Claimed by,93
1105,San Andres and Providincial Is.,2001,2012,Claimed by,93
1105,San Andres and Providincial Is.,1928,2012,Became part of,100
1105,San Andres and Providincial Is.,2012,2020,Became part of,100
1106,Malpelo I.,1816,1819,Became discovered,
1106,Malpelo I.,1819,2020,Became possession of,100
1111,Aves I.,1816,1895,Claimed by,101
1111,Aves I.,1816,1895,Claimed by,210
1111,Aves I.,1856,1895,Claimed by,2
1111,Aves I.,2001,2007,Claimed by,54
1111,Aves I.,1895,2020,Became possession of,101
1112,U.S. Leased Bases in Br. Guiana,1940,1945,Leased to,2
1112,U.S. Leased Bases in Br. Guiana,1945,2020,Became part of,110
1113,Demerara and Essequibo,1816,1831,Became colony of,200
1113,Demerara and Essequibo,1831,2020,Became part of,110
1114,Berbice,1816,1831,Became colony of,200
1114,Berbice,1831,2020,Became part of,110
1135,Viceroyalty of Peru,1816,1821,Became colony of,230
1135,Viceroyalty of Peru,1821,1824,Became part of,135
1150,Free Surinam,1816,2020,Became part of,115
1151,Easter I.,1816,1888,Became discovered,
1151,Easter I.,1888,1965,Became colony of,155
1151,Easter I.,1965,2020,Became part of,155
1152,Juan Fernandez I.,1816,1888,Became discovered,
1152,Juan Fernandez I.,1888,1965,Became possession of,155
1152,Juan Fernandez I.,1965,2020,Became part of,155
1153,Desventuradas Is. (San Felix and San Ambrosio),1816,1888,Became discovered,
1153,Desventuradas Is. (San Felix and San Ambrosio),1888,1965,Became possession of,155
1153,Desventuradas Is. (San Felix and San Ambrosio),1965,2020,Became part of,155
1154,Sala y Gomez,1816,1888,Became discovered,
1154,Sala y Gomez,1888,1965,Became possession of,155
1154,Sala y Gomez,1965,2020,Became part of,155
1156,Araucania,1816,1860,Unknown,
