id,RICname_group,RICname_part
1291,German Togoland & Kamerun & Namibia (South West Africa) (German South West Africa),German Togoland
1292,German Togoland & Kamerun & Namibia (South West Africa) (German South West Africa),Kamerun
1293,German Togoland & Kamerun & Namibia (South West Africa) (German South West Africa),Namibia (South West Africa) (German South West Africa)
1294,Germany (Zollverein) (other) & Prussia,Germany (Zollverein) (other)
1295,Germany (Zollverein) (other) & Prussia,Prussia
1296,Germany (Zollverein) & Hamburg,Germany (Zollverein)
1297,Germany (Zollverein) & Hamburg,Hamburg
1298,Germany (Zollverein) & Hanse Towns,Germany (Zollverein)
1299,Germany (Zollverein) & Hanse Towns,Hanse Towns
1300,Germany (Zollverein) & Rhine,Germany (Zollverein)
1301,Germany (Zollverein) & Rhine,Rhine
1302,Germany (Zollverein) & Saar,Germany (Zollverein)
1303,Germany (Zollverein) & Saar,Saar
1304,Ghana (Gold Coast) & Gold Coast-Togoland (Neutral Zone),Ghana (Gold Coast)
1305,Ghana (Gold Coast) & Gold Coast-Togoland (Neutral Zone),Gold Coast-Togoland (Neutral Zone)
1306,Gibraltar & Ionian Is. & Malta & United Kingdom,Gibraltar
1307,Gibraltar & Ionian Is. & Malta & United Kingdom,Ionian Is.
1308,Gibraltar & Ionian Is. & Malta & United Kingdom,Malta
1309,Gibraltar & Ionian Is. & Malta & United Kingdom,United Kingdom
1310,Gibraltar & Malta,Gibraltar
1311,Gibraltar & Malta,Malta
1312,Gibraltar & Malta & United Kingdom,Gibraltar
1313,Gibraltar & Malta & United Kingdom,Malta
1314,Gibraltar & Malta & United Kingdom,United Kingdom
1315,Gibraltar & Newfoundland and Labrador (Newfoundland) & United Kingdom,Gibraltar
1316,Gibraltar & Newfoundland and Labrador (Newfoundland) & United Kingdom,Newfoundland and Labrador (Newfoundland)
1317,Gibraltar & Newfoundland and Labrador (Newfoundland) & United Kingdom,United Kingdom
1318,Gibraltar & Portugal & Spain,Gibraltar
1319,Gibraltar & Portugal & Spain,Portugal
1320,Gibraltar & Portugal & Spain,Spain
1321,Gibraltar & Spain,Gibraltar
1322,Gibraltar & Spain,Spain
1323,Gibraltar & Spain & Spanish Colonies,Gibraltar
1324,Gibraltar & Spain & Spanish Colonies,Spain
1325,Gibraltar & Spain & Spanish Colonies,Spanish Colonies
1326,Gibraltar & United Kingdom,Gibraltar
1327,Gibraltar & United Kingdom,United Kingdom
1328,Goree & Senegal,Goree
1329,Goree & Senegal,Senegal
1330,Gozo & Malta,Gozo
1331,Gozo & Malta,Malta
1332,Greece & Ionian Is.,Greece
1333,Greece & Ionian Is.,Ionian Is.
1334,Greece & Istanbul (Constantinople) & Levant,Greece
1335,Greece & Istanbul (Constantinople) & Levant,Istanbul (Constantinople)
1336,Greece & Istanbul (Constantinople) & Levant,Levant
1337,Greece & Italy & Levant,Greece
1338,Greece & Italy & Levant,Italy
1339,Greece & Italy & Levant,Levant
1340,Greece & Malta,Greece
1341,Greece & Malta,Malta
1342,Greece & Malta & Turkey (Ottoman Empire),Greece
1343,Greece & Malta & Turkey (Ottoman Empire),Malta
1344,Greece & Malta & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1345,Greece & Netherlands & Norway & Spain & Switzerland & United States of America,Greece
1346,Greece & Netherlands & Norway & Spain & Switzerland & United States of America,Netherlands
1347,Greece & Netherlands & Norway & Spain & Switzerland & United States of America,Norway
1348,Greece & Netherlands & Norway & Spain & Switzerland & United States of America,Spain
1349,Greece & Netherlands & Norway & Spain & Switzerland & United States of America,Switzerland
1350,Greece & Netherlands & Norway & Spain & Switzerland & United States of America,United States of America
1351,Greece & Romania & Turkey (Ottoman Empire),Greece
1352,Greece & Romania & Turkey (Ottoman Empire),Romania
1353,Greece & Romania & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1354,Greece & Russia (USSR) & Turkey (Ottoman Empire),Greece
1355,Greece & Russia (USSR) & Turkey (Ottoman Empire),Russia (USSR)
1356,Greece & Russia (USSR) & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1357,Greece & Turkey (Ottoman Empire),Greece
1358,Greece & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1359,Greenland & Iceland,Greenland
1360,Greenland & Iceland,Iceland
1361,Greenland & Svalbard Is.,Greenland
1362,Greenland & Svalbard Is.,Svalbard Is.
1363,Guadeloupe & Guadeloupe Dependencies,Guadeloupe
1364,Guadeloupe & Guadeloupe Dependencies,Guadeloupe Dependencies
1365,Guadeloupe & Martinique,Guadeloupe
1366,Guadeloupe & Martinique,Martinique
1367,Guadeloupe & Martinique & Reunion (Bourbon I.),Guadeloupe
1368,Guadeloupe & Martinique & Reunion (Bourbon I.),Martinique
1369,Guadeloupe & Martinique & Reunion (Bourbon I.),Reunion (Bourbon I.)
1370,Guam & Philippines,Guam
1371,Guam & Philippines,Philippines
1372,Guangzhou (Canton) & Manila,Guangzhou (Canton)
1373,Guangzhou (Canton) & Manila,Manila
1374,Guatemala & Mexico,Guatemala
1375,Guatemala & Mexico,Mexico
1376,Guatemala & Mexico & Texas,Guatemala
1377,Guatemala & Mexico & Texas,Mexico
1378,Guatemala & Mexico & Texas,Texas
1379,Guatemala & Nicaragua,Guatemala
1380,Guatemala & Nicaragua,Nicaragua
1381,Guyana (British Guiana) & Venezuela,Guyana (British Guiana)
1382,Guyana (British Guiana) & Venezuela,Venezuela
1383,Haiti & Puerto Rico,Haiti
1384,Haiti & Puerto Rico,Puerto Rico
1385,Haiti & Venezuela,Haiti
1386,Haiti & Venezuela,Venezuela
1387,Hamburg & Lübeck,Hamburg
1388,Hamburg & Lübeck,Lübeck
1389,Hamburg & Netherlands,Hamburg
1390,Hamburg & Netherlands,Netherlands
1391,Hamburg & North Germany,Hamburg
1392,Hamburg & North Germany,North Germany
1393,Hanover & Hanse Towns,Hanover
1394,Hanover & Hanse Towns,Hanse Towns
1395,Hanover & Hanse Towns & Heligoland & Kniphausen & Mecklenburg Schwerin & Oldenburg,Hanover
1396,Hanover & Hanse Towns & Heligoland & Kniphausen & Mecklenburg Schwerin & Oldenburg,Hanse Towns
1397,Hanover & Hanse Towns & Heligoland & Kniphausen & Mecklenburg Schwerin & Oldenburg,Heligoland
1398,Hanover & Hanse Towns & Heligoland & Kniphausen & Mecklenburg Schwerin & Oldenburg,Kniphausen
1399,Hanover & Hanse Towns & Heligoland & Kniphausen & Mecklenburg Schwerin & Oldenburg,Mecklenburg Schwerin
1400,Hanover & Hanse Towns & Heligoland & Kniphausen & Mecklenburg Schwerin & Oldenburg,Oldenburg
1401,Hanover & Hanse Towns & Mecklenburg Schwerin,Hanover
1402,Hanover & Hanse Towns & Mecklenburg Schwerin,Hanse Towns
1403,Hanover & Hanse Towns & Mecklenburg Schwerin,Mecklenburg Schwerin
1404,Hanover & Mecklenburg Schwerin,Hanover
1405,Hanover & Mecklenburg Schwerin,Mecklenburg Schwerin
1406,Hanover & Mecklenburg Schwerin & Oldenburg,Hanover
1407,Hanover & Mecklenburg Schwerin & Oldenburg,Mecklenburg Schwerin
1408,Hanover & Mecklenburg Schwerin & Oldenburg,Oldenburg
1409,Hanover & Mecklenburg Schwerin & Prussia,Hanover
1410,Hanover & Mecklenburg Schwerin & Prussia,Mecklenburg Schwerin
1411,Hanover & Mecklenburg Schwerin & Prussia,Prussia
1412,Hanover & Oldenburg,Hanover
1413,Hanover & Oldenburg,Oldenburg
1414,Hanse Towns & Mecklenburg Schwerin & Oldenburg,Hanse Towns
1415,Hanse Towns & Mecklenburg Schwerin & Oldenburg,Mecklenburg Schwerin
1416,Hanse Towns & Mecklenburg Schwerin & Oldenburg,Oldenburg
1417,Hanse Towns & Netherlands,Hanse Towns
1418,Hanse Towns & Netherlands,Netherlands
1419,Hanse Towns & Prussia,Hanse Towns
1420,Hanse Towns & Prussia,Prussia
1421,Hawaii (Sandwich Is.) & Puerto Rico & United States of America,Hawaii (Sandwich Is.)
1422,Hawaii (Sandwich Is.) & Puerto Rico & United States of America,Puerto Rico
1423,Hawaii (Sandwich Is.) & Puerto Rico & United States of America,United States of America
1424,Hawaii (Sandwich Is.) & Samoa,Hawaii (Sandwich Is.)
1425,Hawaii (Sandwich Is.) & Samoa,Samoa
1426,Hawaii (Sandwich Is.) & United States of America,Hawaii (Sandwich Is.)
1427,Hawaii (Sandwich Is.) & United States of America,United States of America
1428,Hejaz Sultanate & Turkey (Ottoman Empire) (other),Hejaz Sultanate
1429,Hejaz Sultanate & Turkey (Ottoman Empire) (other),Turkey (Ottoman Empire) (other)
1430,Heligoland & United Kingdom,Heligoland
1431,Heligoland & United Kingdom,United Kingdom
1432,Holstein & Schleswig,Holstein
1433,Holstein & Schleswig,Schleswig
1434,Honduras & Mexico (East),Honduras
1435,Honduras & Mexico (East),Mexico (East)
1436,Honduras & Panama,Honduras
1437,Honduras & Panama,Panama
1438,Hong Kong & India,Hong Kong
1439,Hong Kong & India,India
1440,Hong Kong & Kiauchau & People's Republic of China (China),Hong Kong
1441,Hong Kong & Kiauchau & People's Republic of China (China),Kiauchau
1442,Hong Kong & Kiauchau & People's Republic of China (China),People's Republic of China (China)
1443,Hong Kong & People's Republic of China (China),Hong Kong
1444,Hong Kong & People's Republic of China (China),People's Republic of China (China)
1445,Hong Kong & People's Republic of China (China) & Singapore,Hong Kong
1446,Hong Kong & People's Republic of China (China) & Singapore,People's Republic of China (China)
1447,Hong Kong & People's Republic of China (China) & Singapore,Singapore
1448,Inagua & Nassau (Bahamas) & Turks and Caicos Is.,Inagua
1449,Inagua & Nassau (Bahamas) & Turks and Caicos Is.,Nassau (Bahamas)
1450,Inagua & Nassau (Bahamas) & Turks and Caicos Is.,Turks and Caicos Is.
1451,India & Japan & People's Republic of China (China),India
1452,India & Japan & People's Republic of China (China),Japan
1453,India & Japan & People's Republic of China (China),People's Republic of China (China)
1454,India & Malaysia (British Malaya),India
1455,India & Malaysia (British Malaya),Malaysia (British Malaya)
1456,India & Malaysia (British Malaya) & Sri Lanka (Ceylon),India
1457,India & Malaysia (British Malaya) & Sri Lanka (Ceylon),Malaysia (British Malaya)
1458,India & Malaysia (British Malaya) & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
1459,India & Mauritius,India
1460,India & Mauritius,Mauritius
1461,India & Myanmar (Burma),India
1462,India & Myanmar (Burma),Myanmar (Burma)
1463,India & Myanmar (Burma) & Sri Lanka (Ceylon),India
1464,India & Myanmar (Burma) & Sri Lanka (Ceylon),Myanmar (Burma)
1465,India & Myanmar (Burma) & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
1466,India & Myanmar (Burma) & Straits Settlements,India
1467,India & Myanmar (Burma) & Straits Settlements,Myanmar (Burma)
1468,India & Myanmar (Burma) & Straits Settlements,Straits Settlements
1469,India & New South Wales & United Kingdom,India
1470,India & New South Wales & United Kingdom,New South Wales
1471,India & New South Wales & United Kingdom,United Kingdom
1472,India & Pacific Islands & People's Republic of China (China),India
1473,India & Pacific Islands & People's Republic of China (China),Pacific Islands
1474,India & Pacific Islands & People's Republic of China (China),People's Republic of China (China)
1475,India & People's Republic of China (China),India
1476,India & People's Republic of China (China),People's Republic of China (China)
1477,India & People's Republic of China (China) & Singapore,India
1478,India & People's Republic of China (China) & Singapore,People's Republic of China (China)
1479,India & People's Republic of China (China) & Singapore,Singapore
1480,India & Pondicherry,India
1481,India & Pondicherry,Pondicherry
1482,India & Sri Lanka (Ceylon),India
1483,India & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
1484,India & Straits Settlements,India
1485,India & Straits Settlements,Straits Settlements
1486,Indian Ocean Islands (other) & Java & Sumatra,Indian Ocean Islands (other)
1487,Indian Ocean Islands (other) & Java & Sumatra,Java
1488,Indian Ocean Islands (other) & Java & Sumatra,Sumatra
1489,Indonesia (Dutch East Indies) (other) & Java,Indonesia (Dutch East Indies) (other)
1490,Indonesia (Dutch East Indies) (other) & Java,Java
1491,Indonesia (Dutch East Indies) (other) & Java & Sumatra,Indonesia (Dutch East Indies) (other)
1492,Indonesia (Dutch East Indies) (other) & Java & Sumatra,Java
1493,Indonesia (Dutch East Indies) (other) & Java & Sumatra,Sumatra
1494,Indonesia (Dutch East Indies) & Netherlands Antilles,Indonesia (Dutch East Indies)
1495,Indonesia (Dutch East Indies) & Netherlands Antilles,Netherlands Antilles
1496,Indonesia (Dutch East Indies) & Philippines,Indonesia (Dutch East Indies)
1497,Indonesia (Dutch East Indies) & Philippines,Philippines
1498,Ionian Is. & Malta,Ionian Is.
1499,Ionian Is. & Malta,Malta
1500,Ionian Is. & Malta & United Kingdom,Ionian Is.
1501,Ionian Is. & Malta & United Kingdom,Malta
1502,Ionian Is. & Malta & United Kingdom,United Kingdom
1503,Ionian Is. & Morea,Ionian Is.
1504,Ionian Is. & Morea,Morea
1505,Ionian Is. & Republic of St. Mark & Trieste,Ionian Is.
1506,Ionian Is. & Republic of St. Mark & Trieste,Republic of St. Mark
1507,Ionian Is. & Republic of St. Mark & Trieste,Trieste
1508,Ionian Is. & United Kingdom,Ionian Is.
1509,Ionian Is. & United Kingdom,United Kingdom
1510,Iran (Persia) & Iraq (Mesopotamia),Iran (Persia)
1511,Iran (Persia) & Iraq (Mesopotamia),Iraq (Mesopotamia)
1512,Iran (Persia) & Western Anatolia,Iran (Persia)
1513,Iran (Persia) & Western Anatolia,Western Anatolia
1514,Iraq (Mesopotamia) & Kuwait,Iraq (Mesopotamia)
1515,Iraq (Mesopotamia) & Kuwait,Kuwait
1516,Ireland & United Kingdom,Ireland
1517,Ireland & United Kingdom,United Kingdom
1518,Istanbul (Constantinople) & Izmir (Smyrna),Istanbul (Constantinople)
1519,Istanbul (Constantinople) & Izmir (Smyrna),Izmir (Smyrna)
1520,Istanbul (Constantinople) & Turkey (Ottoman Empire) (other),Istanbul (Constantinople)
1521,Istanbul (Constantinople) & Turkey (Ottoman Empire) (other),Turkey (Ottoman Empire) (other)
1522,Italian Colonies & Italy,Italian Colonies
1523,Italian Colonies & Italy,Italy
1524,Italy & Malta,Italy
1525,Italy & Malta,Malta
1526,Italy & Sardinia,Italy
1527,Italy & Sardinia,Sardinia
1528,Italy & Sicily,Italy
1529,Italy & Sicily,Sicily
1530,Jakarta (Batavia) & Java & Sumatra,Jakarta (Batavia)
1531,Jakarta (Batavia) & Java & Sumatra,Java
1532,Jakarta (Batavia) & Java & Sumatra,Sumatra
1533,Jakarta (Batavia) & People's Republic of China (China),Jakarta (Batavia)
1534,Jakarta (Batavia) & People's Republic of China (China),People's Republic of China (China)
1535,Jakarta (Batavia) & Singapore,Jakarta (Batavia)
1536,Jakarta (Batavia) & Singapore,Singapore
1537,Jamaica & Jamaica Dependencies,Jamaica
1538,Jamaica & Jamaica Dependencies,Jamaica Dependencies
1539,Japan & Japanese China & Republic of China (Taiwan) (Formosa),Japan
1540,Japan & Japanese China & Republic of China (Taiwan) (Formosa),Japanese China
1541,Japan & Japanese China & Republic of China (Taiwan) (Formosa),Republic of China (Taiwan) (Formosa)
1542,Japan & Korea (Chosen),Japan
1543,Japan & Korea (Chosen),Korea (Chosen)
1544,Japan & Korea (Chosen) & Republic of China (Taiwan) (Formosa),Japan
1545,Japan & Korea (Chosen) & Republic of China (Taiwan) (Formosa),Korea (Chosen)
1546,Japan & Korea (Chosen) & Republic of China (Taiwan) (Formosa),Republic of China (Taiwan) (Formosa)
1547,Japan & Kwangtung Territory & Republic of China (Taiwan) (Formosa),Japan
1548,Japan & Kwangtung Territory & Republic of China (Taiwan) (Formosa),Kwangtung Territory
1549,Japan & Kwangtung Territory & Republic of China (Taiwan) (Formosa),Republic of China (Taiwan) (Formosa)
1550,Japan & People's Republic of China (China),Japan
1551,Japan & People's Republic of China (China),People's Republic of China (China)
1552,Japan & People's Republic of China (China) & Thailand (Siam),Japan
1553,Japan & People's Republic of China (China) & Thailand (Siam),People's Republic of China (China)
1554,Japan & People's Republic of China (China) & Thailand (Siam),Thailand (Siam)
1555,Japan & Republic of China (Taiwan) (Formosa),Japan
1556,Japan & Republic of China (Taiwan) (Formosa),Republic of China (Taiwan) (Formosa)
1557,Japan & Southern Sakhalin I.,Japan
1558,Japan & Southern Sakhalin I.,Southern Sakhalin I.
1559,Java & Madura,Java
1560,Java & Madura,Madura
1561,Java & Maluku (Mollucas),Java
1562,Java & Maluku (Mollucas),Maluku (Mollucas)
1563,Java & Sumatra,Java
1564,Java & Sumatra,Sumatra
1565,Java & Sumatra & Sulawesi (Celebes),Java
1566,Java & Sumatra & Sulawesi (Celebes),Sumatra
1567,Java & Sumatra & Sulawesi (Celebes),Sulawesi (Celebes)
1568,Jebel Druze & Latakia (Alaouites) & Lebanon & Syria,Jebel Druze
1569,Jebel Druze & Latakia (Alaouites) & Lebanon & Syria,Latakia (Alaouites)
1570,Jebel Druze & Latakia (Alaouites) & Lebanon & Syria,Lebanon
1571,Jebel Druze & Latakia (Alaouites) & Lebanon & Syria,Syria
1572,Johore & Kedah & Kelantan & Perlis & Trengganu,Johore
1573,Johore & Kedah & Kelantan & Perlis & Trengganu,Kedah
1574,Johore & Kedah & Kelantan & Perlis & Trengganu,Kelantan
1575,Johore & Kedah & Kelantan & Perlis & Trengganu,Perlis
1576,Johore & Kedah & Kelantan & Perlis & Trengganu,Trengganu
1577,Jordan (Transjordan) & Palestine,Jordan (Transjordan)
1578,Jordan (Transjordan) & Palestine,Palestine
1579,Karachi & Kolkata (Calcutta) & Mumbai (Bombay),Karachi
1580,Karachi & Kolkata (Calcutta) & Mumbai (Bombay),Kolkata (Calcutta)
1581,Karachi & Kolkata (Calcutta) & Mumbai (Bombay),Mumbai (Bombay)
1582,Karachi & Mumbai (Bombay),Karachi
1583,Karachi & Mumbai (Bombay),Mumbai (Bombay)
1584,Kenya (British East Africa Protectorate) & Malawi (Nyasaland) (British Central Africa Protectorate),Kenya (British East Africa Protectorate)
1585,Kenya (British East Africa Protectorate) & Malawi (Nyasaland) (British Central Africa Protectorate),Malawi (Nyasaland) (British Central Africa Protectorate)
1586,Kenya (British East Africa Protectorate) & Pemba Island & Zanzibar,Kenya (British East Africa Protectorate)
1587,Kenya (British East Africa Protectorate) & Pemba Island & Zanzibar,Pemba Island
1588,Kenya (British East Africa Protectorate) & Pemba Island & Zanzibar,Zanzibar
1589,Kenya (British East Africa Protectorate) & Tanzania (Tanganyika) & Uganda,Kenya (British East Africa Protectorate)
1590,Kenya (British East Africa Protectorate) & Tanzania (Tanganyika) & Uganda,Tanzania (Tanganyika)
1591,Kenya (British East Africa Protectorate) & Tanzania (Tanganyika) & Uganda,Uganda
1592,Kenya (British East Africa Protectorate) & Uganda,Kenya (British East Africa Protectorate)
1593,Kenya (British East Africa Protectorate) & Uganda,Uganda
1594,Kenya (British East Africa Protectorate) & Zanzibar,Kenya (British East Africa Protectorate)
1595,Kenya (British East Africa Protectorate) & Zanzibar,Zanzibar
1596,Kerguelen Is. & Madagascar (Malagasy Republic),Kerguelen Is.
1597,Kerguelen Is. & Madagascar (Malagasy Republic),Madagascar (Malagasy Republic)
1598,Kingdom of Sardinia & Monaco,Kingdom of Sardinia
1599,Kingdom of Sardinia & Monaco,Monaco
1600,Kingdom of Sardinia & Papal States & Tuscany & Two Sicilies,Kingdom of Sardinia
1601,Kingdom of Sardinia & Papal States & Tuscany & Two Sicilies,Papal States
1602,Kingdom of Sardinia & Papal States & Tuscany & Two Sicilies,Tuscany
1603,Kingdom of Sardinia & Papal States & Tuscany & Two Sicilies,Two Sicilies
1604,Kingdom of Sardinia & Papal States & Two Sicilies,Kingdom of Sardinia
1605,Kingdom of Sardinia & Papal States & Two Sicilies,Papal States
1606,Kingdom of Sardinia & Papal States & Two Sicilies,Two Sicilies
1607,Kingdom of Sardinia & Tuscany,Kingdom of Sardinia
1608,Kingdom of Sardinia & Tuscany,Tuscany
1609,Kingdom of Sardinia & Tuscany & Two Sicilies,Kingdom of Sardinia
1610,Kingdom of Sardinia & Tuscany & Two Sicilies,Tuscany
1611,Kingdom of Sardinia & Tuscany & Two Sicilies,Two Sicilies
1612,Kingdom of Sardinia & Two Sicilies,Kingdom of Sardinia
1613,Kingdom of Sardinia & Two Sicilies,Two Sicilies
1614,Kingdom of Serbia & Montenegro,Kingdom of Serbia
1615,Kingdom of Serbia & Montenegro,Montenegro
1616,Kingdom of Serbia & Montenegro & Romania,Kingdom of Serbia
1617,Kingdom of Serbia & Montenegro & Romania,Montenegro
1618,Kingdom of Serbia & Montenegro & Romania,Romania
1619,Kniphausen & Oldenburg,Kniphausen
1620,Kniphausen & Oldenburg,Oldenburg
1621,Kolkata (Calcutta) & Sri Lanka (Ceylon),Kolkata (Calcutta)
1622,Kolkata (Calcutta) & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
1623,Koszalin & Stralsund & Szczecin,Koszalin
1624,Koszalin & Stralsund & Szczecin,Stralsund
1625,Koszalin & Stralsund & Szczecin,Szczecin
1626,Kuwait & Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman),Kuwait
1627,Kuwait & Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman),Oman (Sultanate of Muscat and Oman)
1628,Kuwait & Oman (Sultanate of Muscat and Oman) & United Arab Emirates (Trucial Oman),United Arab Emirates (Trucial Oman)
1629,Kwangtung Territory & Manchukuo,Kwangtung Territory
1630,Kwangtung Territory & Manchukuo,Manchukuo
1631,Labuan I. & Straits Settlements,Labuan I.
1632,Labuan I. & Straits Settlements,Straits Settlements
1633,Latakia (Alaouites) & Tripoli (Syria),Latakia (Alaouites)
1634,Latakia (Alaouites) & Tripoli (Syria),Tripoli (Syria)
1635,Latvia & Lithuania,Latvia
1636,Latvia & Lithuania,Lithuania
1637,Lauenburg & Schleswig-Holstein,Lauenburg
1638,Lauenburg & Schleswig-Holstein,Schleswig-Holstein
1639,Lebanon & Syria,Lebanon
1640,Lebanon & Syria,Syria
1641,Leeward Coast of Africa & Sierra Leone,Leeward Coast of Africa
1642,Leeward Coast of Africa & Sierra Leone,Sierra Leone
1643,Levant & Turkey (Ottoman Empire),Levant
1644,Levant & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1645,Libya & Tunisia (Regency of Tunis),Libya
1646,Libya & Tunisia (Regency of Tunis),Tunisia (Regency of Tunis)
1647,Lisbon & Porto,Lisbon
1648,Lisbon & Porto,Porto
1649,Lithuania & Memel,Lithuania
1650,Lithuania & Memel,Memel
1651,Lübeck & Mecklenburg Schwerin & World (other),Lübeck
1652,Lübeck & Mecklenburg Schwerin & World (other),Mecklenburg Schwerin
1653,Lübeck & Mecklenburg Schwerin & World (other),World (other)
1654,Lucca & Modena & Papal States & Parma & Tuscany,Lucca
1655,Lucca & Modena & Papal States & Parma & Tuscany,Modena
1656,Lucca & Modena & Papal States & Parma & Tuscany,Papal States
1657,Lucca & Modena & Papal States & Parma & Tuscany,Parma
1658,Lucca & Modena & Papal States & Parma & Tuscany,Tuscany
1659,Lucca & Monaco & Papal States,Lucca
1660,Lucca & Monaco & Papal States,Monaco
1661,Lucca & Monaco & Papal States,Papal States
1662,Lucca & Papal States,Lucca
1663,Lucca & Papal States,Papal States
1664,Lucca & Tuscany,Lucca
1665,Lucca & Tuscany,Tuscany
1666,Macao & People's Republic of China (China),Macao
1667,Macao & People's Republic of China (China),People's Republic of China (China)
1668,Madagascar (Malagasy Republic) & Madagascar (Malagasy Republic) Dependencies,Madagascar (Malagasy Republic)
1669,Madagascar (Malagasy Republic) & Madagascar (Malagasy Republic) Dependencies,Madagascar (Malagasy Republic) Dependencies
1670,Madagascar (Malagasy Republic) & Mauritius & Reunion (Bourbon I.),Madagascar (Malagasy Republic)
1671,Madagascar (Malagasy Republic) & Mauritius & Reunion (Bourbon I.),Mauritius
1672,Madagascar (Malagasy Republic) & Mauritius & Reunion (Bourbon I.),Reunion (Bourbon I.)
1673,Madagascar (Malagasy Republic) & Mayotte & Nossi Be,Madagascar (Malagasy Republic)
1674,Madagascar (Malagasy Republic) & Mayotte & Nossi Be,Mayotte
1675,Madagascar (Malagasy Republic) & Mayotte & Nossi Be,Nossi Be
1676,Madagascar (Malagasy Republic) & Mayotte & Nossi Be & St. Marie de Madagascar,Madagascar (Malagasy Republic)
1677,Madagascar (Malagasy Republic) & Mayotte & Nossi Be & St. Marie de Madagascar,Mayotte
1678,Madagascar (Malagasy Republic) & Mayotte & Nossi Be & St. Marie de Madagascar,Nossi Be
1679,Madagascar (Malagasy Republic) & Mayotte & Nossi Be & St. Marie de Madagascar,St. Marie de Madagascar
1680,Madagascar (Malagasy Republic) & Reunion (Bourbon I.),Madagascar (Malagasy Republic)
1681,Madagascar (Malagasy Republic) & Reunion (Bourbon I.),Reunion (Bourbon I.)
1682,Madeira Isles & Portugal,Madeira Isles
1683,Madeira Isles & Portugal,Portugal
1684,Madeira Isles & Portuguese Africa,Madeira Isles
1685,Madeira Isles & Portuguese Africa,Portuguese Africa
1686,Madeira Isles & Tenerife,Madeira Isles
1687,Madeira Isles & Tenerife,Tenerife
1688,Makran & Sonmiani,Makran
1689,Makran & Sonmiani,Sonmiani
1690,Malabar Coast & Mumbai (Bombay),Malabar Coast
1691,Malabar Coast & Mumbai (Bombay),Mumbai (Bombay)
1692,Malacca & Myanmar (Burma) & Singapore,Malacca
1693,Malacca & Myanmar (Burma) & Singapore,Myanmar (Burma)
1694,Malacca & Myanmar (Burma) & Singapore,Singapore
1695,Malacca & Penang,Malacca
1696,Malacca & Penang,Penang
1697,Malacca & Penang & Singapore,Malacca
1698,Malacca & Penang & Singapore,Penang
1699,Malacca & Penang & Singapore,Singapore
1700,Malawi (Nyasaland) (British Central Africa Protectorate) & Straits Settlements & Straits Settlements Dependencies,Malawi (Nyasaland) (British Central Africa Protectorate)
1701,Malawi (Nyasaland) (British Central Africa Protectorate) & Straits Settlements & Straits Settlements Dependencies,Straits Settlements
1702,Malawi (Nyasaland) (British Central Africa Protectorate) & Straits Settlements & Straits Settlements Dependencies,Straits Settlements Dependencies
1703,Malaysia (British Malaya) & Sarawak,Malaysia (British Malaya)
1704,Malaysia (British Malaya) & Sarawak,Sarawak
1705,Malaysia (British Malaya) & Straits Settlements,Malaysia (British Malaya)
1706,Malaysia (British Malaya) & Straits Settlements,Straits Settlements
1707,Malaysia (British Malaya) & Sumatra,Malaysia (British Malaya)
1708,Malaysia (British Malaya) & Sumatra,Sumatra
1709,Mali (French Sudan) (Upper Senegal and Niger) & Senegal,Mali (French Sudan) (Upper Senegal and Niger)
1710,Mali (French Sudan) (Upper Senegal and Niger) & Senegal,Senegal
1711,Malta & Two Sicilies,Malta
1712,Malta & Two Sicilies,Two Sicilies
1713,Malta & United Kingdom,Malta
1714,Malta & United Kingdom,United Kingdom
1715,Maluku (Mollucas) & Sulawesi (Celebes),Maluku (Mollucas)
1716,Maluku (Mollucas) & Sulawesi (Celebes),Sulawesi (Celebes)
1717,Maluku (Mollucas) & Sunda Islands,Maluku (Mollucas)
1718,Maluku (Mollucas) & Sunda Islands,Sunda Islands
1719,Manchukuo & Mongolia & People's Republic of China (China) & Tibet,Manchukuo
1720,Manchukuo & Mongolia & People's Republic of China (China) & Tibet,Mongolia
1721,Manchukuo & Mongolia & People's Republic of China (China) & Tibet,People's Republic of China (China)
1722,Manchukuo & Mongolia & People's Republic of China (China) & Tibet,Tibet
1723,Manchuria & Mongolia & People's Republic of China (China),Manchuria
1724,Manchuria & Mongolia & People's Republic of China (China),Mongolia
1725,Manchuria & Mongolia & People's Republic of China (China),People's Republic of China (China)
1726,Manchuria & People's Republic of China (China),Manchuria
1727,Manchuria & People's Republic of China (China),People's Republic of China (China)
1728,Manica Province & Sofala Province,Manica Province
1729,Manica Province & Sofala Province,Sofala Province
1730,Manitoba & North-Western Territory & Ontario (Upper Canada) & Quebec (Lower Canada) & Rupert's Land,Manitoba
