reporting,partner,partner type,year,import,export,total,currency,source
France,Germany,,1790,,,,sterling pound,
France,Germany,,1791,,,,sterling pound,
France,Germany,,1792,"782701,66408681","2662079,90275681","3444781,56684362",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,KingdomofSardinia_Genoa,,1790,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1791,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1792,"1910676,80882786","1849820,67620739","3760497,48503525",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Milan_PapalStates_Tuscany,,1790,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1791,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1792,"555421,023142741","1332820,52743037","1888241,55057311",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Netherlands,,1790,,,,sterling pound,
France,Netherlands,,1791,,,,sterling pound,
France,Netherlands,,1792,"1226460,78459303","4732058,91570041","5958519,70029344",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Othercountries,,1792,"471456,970203445",,"471456,970203445",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Portugal,,1790,,,,sterling pound,
France,Portugal,,1791,,,,sterling pound,
France,Portugal,,1792,"243226,688698328","288730,298915194","531956,987613522",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Prussia,,1790,,,,sterling pound,
France,Prussia,,1791,,,,sterling pound,
France,Prussia,,1792,"128201,475741432","496543,308357787","624744,784099219",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,RussiaUSSR,,1790,,,,sterling pound,
France,RussiaUSSR,,1791,,,,sterling pound,
France,RussiaUSSR,,1792,"205122,361186291","180787,821809445","385910,182995736",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Spain,,1790,,,,sterling pound,
France,Spain,,1791,,,,sterling pound,
France,Spain,,1792,"3054716,7063933","2751187,84206844","5805904,54846174",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Sweden,,1790,,,,sterling pound,
France,Sweden,,1791,,,,sterling pound,
France,Sweden,,1792,"284694,326530742","155701,483655103","440395,810185845",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Switzerland,,1790,,,,sterling pound,
France,Switzerland,,1791,,,,sterling pound,
France,Switzerland,,1792,"399126,014136983","2111011,3988522","2510137,41298918",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Turkey_BarbaryCoast,,1790,,,,sterling pound,
France,Turkey_BarbaryCoast,,1791,,,,sterling pound,
France,Turkey_BarbaryCoast,,1792,"3462745,6007901","1893425,00530216","5356170,60609226",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,TwoSicilies,,1790,,,,sterling pound,
France,TwoSicilies,,1791,,,,sterling pound,
France,TwoSicilies,,1792,"1110446,36271838","561316,708292578","1671763,07101096",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,UnitedKingdom,,1790,,,,sterling pound,
France,UnitedKingdom,,1791,,,,sterling pound,
France,UnitedKingdom,,1792,"3418745,58812823","2364130,17672811","5782875,76485634",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,UnitedStatesofAmerica,,1790,,,,sterling pound,
France,UnitedStatesofAmerica,,1791,,,,sterling pound,
France,UnitedStatesofAmerica,,1792,"993086,616715573","222453,301425411","1215539,91814098",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldasreported,,1790,,,,sterling pound,
France,Worldasreported,,1791,,,,sterling pound,
France,Worldasreported,,1792,"36759794,7510201","31755426,4044393","68515221,1554594",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldsumpartners,,1790,,,,sterling pound,
France,Worldsumpartners,,1791,,,,sterling pound,
France,Worldsumpartners,,1792,"36759794,7510201","31308422,6786828","68068217,4297029",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldbestguess,,1790,,,,sterling pound,
France,Worldbestguess,,1791,,,,sterling pound,
France,Worldbestguess,,1792,"36759794,7510201","31755426,4044393","68515221,1554594",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Bremen_Hamburg_Lubeck,,1793,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1794,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1795,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1796,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1797,"1495930,66272064","806292,49903111","2302223,16175175",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Denmark_Norway,,1793,,,,sterling pound,
France,Denmark_Norway,,1794,,,,sterling pound,
France,Denmark_Norway,,1795,,,,sterling pound,
France,Denmark_Norway,,1796,,,,sterling pound,
France,Denmark_Norway,,1797,"856815,699538456","219708,980727901","1076524,68026636",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Germany,,1793,,,,sterling pound,
France,Germany,,1794,,,,sterling pound,
France,Germany,,1795,,,,sterling pound,
France,Germany,,1796,,,,sterling pound,
France,Germany,,1797,"468202,797449177","598386,358031216","1066589,15548039",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,KingdomofSardinia_Genoa,,1793,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1794,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1795,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1796,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1797,"2010499,24250432","804883,204735229","2815382,44723955",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Milan_PapalStates_Tuscany,,1793,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1794,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1795,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1796,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1797,"328753,126871719","85720,3255469824","414473,452418701",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Netherlands,,1793,,,,sterling pound,
France,Netherlands,,1794,,,,sterling pound,
France,Netherlands,,1795,,,,sterling pound,
France,Netherlands,,1796,,,,sterling pound,
France,Netherlands,,1797,"2109185,07557341","1041644,64644329","3150829,7220167",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Othercountries,,1793,,,,sterling pound,
France,Othercountries,,1794,,,,sterling pound,
France,Othercountries,,1795,,,,sterling pound,
France,Othercountries,,1796,,,,sterling pound,
France,Othercountries,,1797,"493358,700630659","398019,941514287","891378,642144946",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Portugal,,1793,,,,sterling pound,
France,Portugal,,1794,,,,sterling pound,
France,Portugal,,1795,,,,sterling pound,
France,Portugal,,1796,,,,sterling pound,
France,Portugal,,1797,"648803,861466371","75432,4771870486","724236,33865342",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Prussia,,1793,,,,sterling pound,
France,Prussia,,1794,,,,sterling pound,
France,Prussia,,1795,,,,sterling pound,
France,Prussia,,1796,,,,sterling pound,
France,Prussia,,1797,"179332,6991509","157030,616918578","336363,316069478",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,RussiaUSSR,,1793,,,,sterling pound,
France,RussiaUSSR,,1794,,,,sterling pound,
France,RussiaUSSR,,1795,,,,sterling pound,
France,RussiaUSSR,,1796,,,,sterling pound,
France,RussiaUSSR,,1797,"23781,8412429976","4122,1858154529","27904,0270584505",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Spain,,1793,,,,sterling pound,
France,Spain,,1794,,,,sterling pound,
France,Spain,,1795,,,,sterling pound,
France,Spain,,1796,,,,sterling pound,
France,Spain,,1797,"1191875,41838424","1404361,76584575","2596237,18422999",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Sweden,,1793,,,,sterling pound,
France,Sweden,,1794,,,,sterling pound,
France,Sweden,,1795,,,,sterling pound,
France,Sweden,,1796,,,,sterling pound,
France,Sweden,,1797,"78814,7834971638","25437,7620406581","104252,545537822",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Switzerland,,1793,,,,sterling pound,
France,Switzerland,,1794,,,,sterling pound,
France,Switzerland,,1795,,,,sterling pound,
France,Switzerland,,1796,,,,sterling pound,
France,Switzerland,,1797,"1341683,40203643","1611774,65384209","2953458,05587852",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Turkey_BarbaryCoast,,1793,,,,sterling pound,
France,Turkey_BarbaryCoast,,1794,,,,sterling pound,
France,Turkey_BarbaryCoast,,1795,,,,sterling pound,
France,Turkey_BarbaryCoast,,1796,,,,sterling pound,
France,Turkey_BarbaryCoast,,1797,"175598,069266815","148363,456998908","323961,526265723",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,TwoSicilies,,1793,,,,sterling pound,
France,TwoSicilies,,1794,,,,sterling pound,
France,TwoSicilies,,1795,,,,sterling pound,
France,TwoSicilies,,1796,,,,sterling pound,
France,TwoSicilies,,1797,"170383,680372054","24416,0236761442","194799,704048198",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,UnitedKingdom,,1793,,,,sterling pound,
France,UnitedKingdom,,1794,,,,sterling pound,
France,UnitedKingdom,,1795,,,,sterling pound,
France,UnitedKingdom,,1796,,,,sterling pound,
France,UnitedKingdom,,1797,,"8490,9981326851","8490,9981326851",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,UnitedStatesofAmerica,,1793,,,,sterling pound,
France,UnitedStatesofAmerica,,1794,,,,sterling pound,
France,UnitedStatesofAmerica,,1795,,,,sterling pound,
France,UnitedStatesofAmerica,,1796,,,,sterling pound,
France,UnitedStatesofAmerica,,1797,"869569,812916182","422330,26811824","1291900,08103442",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldasreported,,1793,,,,sterling pound,
France,Worldasreported,,1794,,,,sterling pound,
France,Worldasreported,,1795,,,,sterling pound,
France,Worldasreported,,1796,,,,sterling pound,
France,Worldasreported,,1797,"12442588,8736215","7438396,22309129","19880985,0967128",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldsumpartners,,1793,,,,sterling pound,
France,Worldsumpartners,,1794,,,,sterling pound,
France,Worldsumpartners,,1795,,,,sterling pound,
France,Worldsumpartners,,1796,,,,sterling pound,
France,Worldsumpartners,,1797,"12442588,8736215","7836416,16460558","20279005,0382271",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldbestguess,,1793,,,,sterling pound,
France,Worldbestguess,,1794,,,,sterling pound,
France,Worldbestguess,,1795,,,,sterling pound,
France,Worldbestguess,,1796,,,,sterling pound,
France,Worldbestguess,,1797,"12442588,8736215","7438396,22309129","19880985,0967128",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Austria,,1793,,,,sterling pound,
France,Austria,,1794,,,,sterling pound,
France,Austria,,1795,,,,sterling pound,
France,Austria,,1796,,,,sterling pound,
France,Austria,,1797,,,,sterling pound,
France,Austria,,1798,"3694,9063077329","14251,7814726841","17946,687780417",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Bremen_Hamburg_Lubeck,,1798,"373493,445940002","898653,998416469","1272147,44435647",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Denmark_Norway,,1798,"333817,190111727","291545,702472068","625362,892583795",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Germany,,1798,"970132,840679159","2399929,62083223","3370062,46151139",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,KingdomofSardinia_Genoa,,1798,"1715756,13618369","1188660,15659365","2904416,29277734",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Milan_PapalStates_Tuscany,,1798,"491070,643089646","210741,620480338","701812,263569984",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Netherlands,,1798,"2250725,78516759","1498812,35154394","3749538,13671153",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Othercountries,,1798,"2139790,6219759",,"2139790,6219759",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Portugal,,1798,"163675,552036597","34001,9354271136","197677,487463711",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Prussia,,1798,"157649,335796604","167414,445324184","325063,781120788",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,RussiaUSSR,,1798,"71434,8552828363","3606,932348025","75041,7876308613",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Spain,,1798,"1709949,85484297","2253452,97791854","3963402,83276151",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Sweden,,1798,"74381,9829330518","31802,5864344154","106184,569367467",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Switzerland,,1798,"1240916,68866016","1373229,52406088","2614146,21272104",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Turkey_BarbaryCoast,,1798,"353215,448227325","266297,176035893","619512,624263218",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,TwoSicilies,,1798,"200756,576053488","21421,6591888801","222178,235242368",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,UnitedStatesofAmerica,,1798,"868566,904196358","480029,911146301","1348596,81534266",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldasreported,,1798,"13119028,7674848","11133852,3796956","24252881,1471804",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldsumpartners,,1798,"13119028,7674848","11133852,3796956","24252881,1471804",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldbestguess,,1798,"13119028,7674848","11133852,3796956","24252881,1471804",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Austria,,1799,"2463,2708718219","1781,8685669042","4245,1394387261",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Bremen_Hamburg_Lubeck,,1799,"297083,663235682","1461027,53584939","1758111,19908507",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Denmark_Norway,,1799,"114880,795284596","570661,520190024","685542,31547462",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Germany,,1799,"1308630,24544735","3466316,97017683","4774947,21562418",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,KingdomofSardinia_Genoa,,1799,"1382268,84842087","977434,151491159","2359702,99991203",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Milan_PapalStates_Tuscany,,1799,"311828,098882731","84254,7725873142","396082,871470045",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Netherlands,,1799,"3131886,16169614","1776660,90437231","4908547,06606845",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Othercountries,,1799,"1807917,65637371",,"1807917,65637371",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Portugal,,1799,"100681,798187736","22165,0391484121","122846,837336148",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Prussia,,1799,"109853,083487288","475089,029647225","584942,113134513",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,RussiaUSSR,,1799,"7952,8459575966","12,6682501979","7965,5142077945",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Spain,,1799,"1431094,39605877","2876901,42517815","4307995,82123692",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Sweden,,1799,"60319,3454737398","24272,0154834169","84591,3609571567",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Switzerland,,1799,"720497,932611947","1275056,91915193","1995554,85176388",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Turkey_BarbaryCoast,,1799,"113525,996305094","61177,0915808921","174703,087885986",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,TwoSicilies,,1799,"72217,8235242368","405,3840063341","72623,2075305709",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,UnitedKingdom,,1798,,,,sterling pound,
France,UnitedKingdom,,1799,,"20978,2704319521","20978,2704319521",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,UnitedStatesofAmerica,,1799,"158595,055863464","112496,700976511","271091,756839975",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldasreported,,1799,"11131697,0176828","13206731,8553708","24338428,8730536",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldsumpartners,,1799,"11131697,0176828","13206692,2670889","24338389,2847717",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Worldbestguess,,1799,"11131697,0176828","13206731,8553708","24338428,8730536",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Austria,,1800,"13228,4243863816","4506,9499428169","17735,3743291985",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Bremen_Hamburg_Lubeck,,1800,"835512,756224158","532572,35858186","1368085,11480602",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Denmark_Norway,,1800,"1661130,77329111","488503,606932348","2149634,38022346",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Germany,,1800,"1772665,83091405","3081394,25530043","4854060,08621448",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,KingdomofSardinia_Genoa,,1800,"985014,339755433","1165146,91651271","2150161,25626814",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Milan_PapalStates_Tuscany,,1800,"38402,6128266033","2825,0197941409","41227,6326207442",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Netherlands,,1800,"3537213,51280021","1657829,02260931","5195042,53540952",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Othercountries,,1800,"1286372,17383654",,"1286372,17383654",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Portugal,,1800,"176321,720770652","56404,9881235154","232726,708894167",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Prussia,,1800,"1081686,32884666","398464,546494238","1480150,8753409",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,RussiaUSSR,,1800,"9716,0640450427","6792,2055071699","16508,2695522126",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Spain,,1800,"2010714,30456585","2746608,11999648","4757322,42456233",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Sweden,,1800,"55183,5576669306","16827,6590129322","72011,2166798628",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Switzerland,,1800,"647649,907627342","1707097,07926454","2354746,98689188",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
France,Turkey_BarbaryCoast,,1800,"11595,4517462831","30463,1828978622","42058,6346441453",sterling pound,StatistiqueDeLaFranceCommerceExtérieur
