id,source,type,flow,year,unit,expimp,spegen,rate,currency,reporting,original_reporting,reporting_slug,partner_slug,partner,original_partner,reporting_type,reporting_continent,reporting_part_of_country,partner_type,partner_continent,partner_part_of_country,transport_type,notes,species_bullions,source_label
64460,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,21381.0,1844,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64461,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,38979.0,1845,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64462,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,52412.0,1846,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64463,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,21973.0,1849,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64464,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,13796.0,1851,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64465,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,3853.0,1852,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64466,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,2000.0,1853,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64467,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,70.0,1854,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64468,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,4698.0,1855,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64469,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,37.0,1856,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64470,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,1657.0,1857,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64471,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,33.0,1858,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64472,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,32.0,1860,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64473,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,308.0,1861,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64474,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,9.0,1863,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64475,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,35.0,1865,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64476,StatisticalAbstractRelatingToBritishIndia_186768187677,secondary,241.0,1870,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64477,StatisticalAbstractRelatingToBritishIndia_186768187677,secondary,24.0,1871,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64483,StatisticalAbstractRelatingToBritishIndia_187677188586,secondary,457.0,1877,1,Imp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64484,StatisticalAbstractRelatingToBritishIndia_187677188586,secondary,80.0,1878,10,Imp,Gen,11.955,"indian rupee",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64485,StatisticalAbstractRelatingToBritishIndia_187677188586,secondary,5.0,1879,10,Imp,Gen,12.572,"indian rupee",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64498,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,3099.0,1841,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64499,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,1836.0,1842,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64500,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,100.0,1845,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64501,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,3849.0,1846,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64502,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,10987.0,1847,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64503,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,1329.0,1848,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64504,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,17238.0,1849,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64505,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,7979.0,1850,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64506,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,18699.0,1851,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64507,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,9946.0,1852,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64508,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,9575.0,1853,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64509,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,31374.0,1854,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64510,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,35176.0,1855,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64511,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,34135.0,1856,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64512,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,74584.0,1857,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64513,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,7507.0,1858,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64514,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,52293.0,1859,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64515,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,145794.0,1860,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64516,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,53667.0,1861,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64517,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,43637.0,1862,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64518,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,34602.0,1863,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64519,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,36494.0,1864,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
64520,StatisticalAbstractRelatingToBritishIndia_18401865,secondary,57379.0,1865,1,Exp,Gen,1.0,"sterling pound",India,"british india (bengal, british burman, madras, bombay)",India,BritishWestIndies,"British West Indies","british west indies",country,Asia,,colonial_area,America,"United Kingdom",Mer,,S,"Statistical Abstract relating to British India"
85716,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1912",primary,140.0,1910,1000,Exp,Spe,25.5493101686,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britaniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
85717,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1912",primary,119.0,1911,1000,Exp,Spe,25.5689082076,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britaniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
85718,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1912",primary,52.0,1912,1000,Exp,Spe,25.6213169357,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britaniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
85719,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1912",primary,1.0,1910,1000,Imp,Spe,25.5493101686,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britaniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
85720,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1912",primary,493.0,1911,1000,Imp,Spe,25.5689082076,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britaniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
85721,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1912",primary,0.0,1912,1000,Imp,Spe,25.6213169357,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britaniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
103801,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1913",primary,110.0,1913,1000,Imp,Spe,25.7267815796,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britanniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
103907,"StatistiqueDeLaBelgiqueTableauGénéralDuCommerceAvecLesPaysÉtrangers_1913",primary,111.0,1913,1000,Exp,Spe,25.7267815796,"belgian franc",Belgium,belgique,Belgium,BritishWestIndies,"British West Indies","antilles britanniques",country,Europe,,colonial_area,America,"United Kingdom",,,,"Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers"
105497,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,114910.0,1885,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105498,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,114473.0,1886,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105499,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,113003.0,1887,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105500,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,115772.0,1888,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105501,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,145372.0,1889,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105502,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,113748.0,1890,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105503,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,107200.0,1891,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105504,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,117961.0,1892,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105505,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,145781.0,1893,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105506,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,122682.0,1894,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105507,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,122459.0,1895,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105508,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,123628.0,1896,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105509,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,122696.0,1897,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105510,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,140326.0,1898,1,Exp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105511,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,34570.0,1885,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105512,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,32744.0,1886,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105513,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,30530.0,1887,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105514,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,39617.0,1888,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105515,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,55147.0,1889,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
105516,StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,secondary,64362.0,1890,1,Imp,,1.0,"sterling pound",Barbados,barbados,Barbados,BritishWestIndies,"British West Indies","british west indies",country,America,,colonial_area,America,"United Kingdom",,,S,"Statistical Abstract for the several colonial and other possessions of the United Kingdom"
