bibliographic reference,author,name,country,volume_number,volume_date,editor,edition_date,pages,shelf_number,URL,source_category,type,notes
"Statistique du commerce de la Grèce avec les pays étrangers, 1902. pp. 4a'-5a', Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1902,,,pp. 4a'-5a',Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1905. pp. 4-5, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1905,,,pp. 4-5,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1909. pp. 4-5, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1909,,,pp. 4-5,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1918. Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1918,,,,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1921. pp. 8-9, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1921,,,pp. 8-9,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1922. pp. 75-77, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1922,,,pp. 75-77,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1923-1925. pp. 92-93, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1923-1925,,,pp. 92-93,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Grèce avec les pays étrangers, 1928. pp. 6-7, Insee_G-6 and BnF_Fol-JW-7.",,Statistique du commerce de la Grèce avec les pays étrangers,,,1928,,,pp. 6-7,Insee_G-6 and BnF_Fol-JW-7,,statistical series,primary,
"Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers, 1882. Direction générale de la statistique. pp. 10-11, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,,,1882,Direction générale de la statistique,,pp. 10-11,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du Commerce de la Principauté de Bulgarie avec les pays étrangers, 1886. Direction générale de la statistique. BnF_4-JW-23 & Insee_BU-6.",,Statistique du Commerce de la Principauté de Bulgarie avec les pays étrangers,,,1886,Direction générale de la statistique,,,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers, 1886. Direction générale de la statistique. pp. 6-7, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,,,1886,Direction générale de la statistique,,pp. 6-7,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers, 1890. Direction générale de la statistique. pp. 8-9, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,,,1890,Direction générale de la statistique,,pp. 8-9,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers, 1895. Direction générale de la statistique. pp. 6-7, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,,,1895,Direction générale de la statistique,,pp. 6-7,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers, 1900. Direction générale de la statistique. pp. 6-7, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,,,1900,Direction générale de la statistique,,pp. 6-7,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1905. Direction générale de la statistique. pp. 8-9, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1905,Direction générale de la statistique,,pp. 8-9,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1910. Direction générale de la statistique. pp. 8-9, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1910,Direction générale de la statistique,,pp. 8-9,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1913-1915. Direction générale de la statistique. pp. 8-9, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1913-1915,Direction générale de la statistique,,pp. 8-9,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1916-1918. Direction générale de la statistique. pp. 8-9, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1916-1918,Direction générale de la statistique,,pp. 8-9,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1919-1923. Direction générale de la statistique. pp. 8-9, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1919-1923,Direction générale de la statistique,,pp. 8-9,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1924. Direction générale de la statistique. pp. 8-9, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1924,Direction générale de la statistique,,pp. 8-9,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1929. Direction générale de la statistique. pp. 6-7, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1929,Direction générale de la statistique,,pp. 6-7,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1933. Direction générale de la statistique. pp. 6-7, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1933,Direction générale de la statistique,,pp. 6-7,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1937. Direction générale de la statistique. pp. 6-7, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1937,Direction générale de la statistique,,pp. 6-7,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce du Royaume de Bulgarie avec les pays étrangers, 1938. Direction générale de la statistique. pp. 6-7, BnF_4-JW-23 & Insee_BU-6.",,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,,,1938,Direction générale de la statistique,,pp. 6-7,BnF_4-JW-23 & Insee_BU-6,,statistical series,primary,
"Statistique du commerce exterieur du royaume de Yougoslavie, 1927. pp. XVIII-XXI, Insee_SE-6.",,Statistique du commerce exterieur du royaume de Yougoslavie,,,1927,,,pp. XVIII-XXI,Insee_SE-6,,statistical series,primary,
"Statistique du commerce exterieur du royaume de Yougoslavie, 1929. pp. XXVI-XXIX, Insee_SE-6.",,Statistique du commerce exterieur du royaume de Yougoslavie,,,1929,,,pp. XXVI-XXIX,Insee_SE-6,,statistical series,primary,
"Statistique du commerce exterieur du royaume de Yougoslavie, 1930. pp. XXVI-XXIX, Insee_SE-6.",,Statistique du commerce exterieur du royaume de Yougoslavie,,,1930,,,pp. XXVI-XXIX,Insee_SE-6,,statistical series,primary,
"Statistique du commerce exterieur du royaume de Yougoslavie, 1932. pp. XXVIII-XXXI, Insee_SE-6.",,Statistique du commerce exterieur du royaume de Yougoslavie,,,1932,,,pp. XXVIII-XXXI,Insee_SE-6,,statistical series,primary,
"Statistique du commerce exterieur du royaume de Yougoslavie, 1934. pp. XXVIII-XXXII, Insee_SE-6.",,Statistique du commerce exterieur du royaume de Yougoslavie,,,1934,,,pp. XXVIII-XXXII,Insee_SE-6,,statistical series,primary,
"Statistique du commerce exterieur du royaume de Yougoslavie, 1937. pp. XXX-XXXIV, Insee_SE-6.",,Statistique du commerce exterieur du royaume de Yougoslavie,,,1937,,,pp. XXX-XXXIV,Insee_SE-6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1885. pp. 616, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1885,,,pp. 616,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1886. pp. 252-253, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1886,,,pp. 252-253,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1887. pp. A324, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1887,,,pp. A324,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1888. pp. A324, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1888,,,pp. A324,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1889. pp. A5, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1889,,,pp. A5,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1892. pp. A5, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1892,,,pp. A5,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1893. pp. A4, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1893,,,pp. A4,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1894. pp. A4, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1894,,,pp. A4,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1895. pp. A4, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1895,,,pp. A4,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1896. pp. A4, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1896,,,pp. A4,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1897. pp. A4, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1897,,,pp. A4,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1899. pp. A4, BnF_FOL-MW-22.",,Statistique du commerce extérieur de la Suisse,,,1899,,,pp. A4,BnF_FOL-MW-22,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1900. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1900,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1901. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1901,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1902. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1902,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1903. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1903,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1905. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1905,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1906. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1906,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1907. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1907,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1908. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1908,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1910. pp. A4, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1910,,,pp. A4,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1911. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1911,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1912. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1912,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1913. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1913,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1914. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1914,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1915. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1915,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1916. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1916,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1917. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1917,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1918. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1918,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1919. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1919,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1920. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1920,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1921. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1921,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1922. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1922,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1923. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1923,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1924. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1924,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1925. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1925,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1926. pp. A5, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1926,,,pp. A5,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1927. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1927,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1928. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1928,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1929. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1929,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1930. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1930,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1931. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1931,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1932. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1932,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1933. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1933,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1934. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1934,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1935. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1935,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1936. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1936,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1937. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1937,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur de la Suisse, 1938. pp. A6, Insee_S6.",,Statistique du commerce extérieur de la Suisse,,,1938,,,pp. A6,Insee_S6,,statistical series,primary,
"Statistique du commerce extérieur du Congo Belge, 1908. pp. 118, Insee_CB-6.",,Statistique du commerce extérieur du Congo Belge,,,1908,,,pp. 118,Insee_CB-6,,statistical series,primary,
"Statistique du commerce extérieur du Congo Belge, 1908. pp. 62, Insee_CB-6.",,Statistique du commerce extérieur du Congo Belge,,,1908,,,pp. 62,Insee_CB-6,,statistical series,primary,
"Statistique du commerce extérieur du Congo Belge, 1909. pp. 160, Insee_CB-6.",,Statistique du commerce extérieur du Congo Belge,,,1909,,,pp. 160,Insee_CB-6,,statistical series,primary,
